ledger0_identity	mvdm_host_subtree	zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason	ledger1_disposition	replacement_owner
"MVDM-HOST-ZERO1-003120"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|647"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"647"	"ThunkCbtHook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003121"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|850"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"850"	"ThunkKeyBoardHook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003122"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|881"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"881"	"ThunkMsgFilterHook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003123"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1116"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1116"	"ThunkJournalHook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef  DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003124"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1194"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1194"	"ThunkDebugHook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003125"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1223"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1223"	"ThunkMouseHook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003126"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1262"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1262"	"ThunkShellHook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003127"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1302"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1302"	"W32UnhookHooks"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003128"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1339"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1339"	"W32FreeOwnedHooks"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003129"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1374"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1374"	"WU32StdDefHookProc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003130"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1434"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1434"	"ThunkCallWndProcHook16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003131"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1479"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1479"	"ThunkCbtHook16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003132"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1694"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1694"	"ThunkKeyBoardHook16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003133"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1719"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1719"	"ThunkMsgFilterHook16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003134"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1794"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1794"	"ThunkJournalHook16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003135"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1849"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1849"	"ThunkDebugHook16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003136"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1878"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1878"	"ThunkMouseHook16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003137"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1910"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1910"	"ThunkShellHook16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003138"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1946"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1946"	"W32GetHookDDEMsglParam"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003139"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowhooks.c|345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67|1981"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowhooks.c"	"345220990242cde0890884f478bef8622c2fc537c9e6200fa9b289145be0cc67"	"1981"	"GetEventMessage16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003140"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowtbl.c|4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960|85"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowtbl.c"	"4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960"	"85"	"InitThunkTableOffsets"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG_OR_WOWPROFILE | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003141"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowtbl.c|4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960|126"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowtbl.c"	"4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960"	"126"	"ModFromCallID"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003142"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowtbl.c|4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960|180"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowtbl.c"	"4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960"	"180"	"GetModName"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003143"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowtbl.c|4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960|196"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowtbl.c"	"4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960"	"196"	"GetOrdinal"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003144"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wowtbl.c|4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960|210"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wowtbl.c"	"4c053570af6e72b0159d0e1bc7c5e9859ef89d513781bbcd1e767ddaf7695960"	"210"	"TableOffsetFromName"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003145"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|87"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"87"	"FindParamMap"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003146"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|166"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"166"	"GetParam16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003147"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|188"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"188"	"AddParamMap"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef MAPPARAM_EXTRA | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003148"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|222"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"222"	"AddParamMapEx"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003149"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|259"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"259"	"ParamMapUpdateNode"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef MAPPARAM_EXTRA | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003150"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|318"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"318"	"DeleteParamMap"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef MAPPARAM_EXTRA | #else | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003151"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|362"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"362"	"W32CheckThunkParamFlag"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003152"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|374"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"374"	"FreeParamMap"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003153"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|402"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"402"	"InitParamMap"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003154"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|474"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"474"	"CacheBlockInit"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003155"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|489"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"489"	"CacheBlockAllocate"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003156"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|552"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"552"	"CacheBlockFree"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #else | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003157"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wparam.c|939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a|655"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wparam.c"	"939785d0aee348459e02136efafdcbdac7aa1d7612f4bfcf8c4f21acf677271a"	"655"	"IsCacheBlock"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003158"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wreldc.c|f4ede08ef2d6bc949cd2500c75af546ec68c0e017abecc1a6c624f7c1b5a0d20|53"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wreldc.c"	"f4ede08ef2d6bc949cd2500c75af546ec68c0e017abecc1a6c624f7c1b5a0d20"	"53"	"ReleaseCachedDCs"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003159"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wreldc.c|f4ede08ef2d6bc949cd2500c75af546ec68c0e017abecc1a6c624f7c1b5a0d20|124"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wreldc.c"	"f4ede08ef2d6bc949cd2500c75af546ec68c0e017abecc1a6c624f7c1b5a0d20"	"124"	"FreeCachedDCs"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003160"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wreldc.c|f4ede08ef2d6bc949cd2500c75af546ec68c0e017abecc1a6c624f7c1b5a0d20|170"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wreldc.c"	"f4ede08ef2d6bc949cd2500c75af546ec68c0e017abecc1a6c624f7c1b5a0d20"	"170"	"StoreDC"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003161"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wreldc.c|f4ede08ef2d6bc949cd2500c75af546ec68c0e017abecc1a6c624f7c1b5a0d20|252"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wreldc.c"	"f4ede08ef2d6bc949cd2500c75af546ec68c0e017abecc1a6c624f7c1b5a0d20"	"252"	"CacheReleasedDC"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003162"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wres16.c|24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9|64"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wres16.c"	"24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9"	"64"	"GetResourceType"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003163"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wres16.c|24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9|83"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wres16.c"	"24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9"	"83"	"AddRes16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003164"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wres16.c|24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9|107"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wres16.c"	"24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9"	"107"	"FreeRes16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003165"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wres16.c|24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9|127"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wres16.c"	"24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9"	"127"	"DestroyRes16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003166"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wres16.c|24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9|149"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wres16.c"	"24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9"	"149"	"FindResource16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003167"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wres16.c|24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9|204"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wres16.c"	"24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9"	"204"	"LoadResource16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-003168"	"wow32/"	"O:\repos.external\OpenNT\base\mvdm|wow32/wres16.c|24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9|227"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wres16.c"	"24324d4b95b7c5ac102e9751872af1db779efc0cff223b32aa066034cb874ae9"	"227"	"FreeResource16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
