"file_id"	"source_path"	"package_root"	"file_kind"	"final_disposition"	"final_owner_or_link_boundary"	"final_change_class"	"named_adapter"	"mapping_implication"	"final_evidence"	"final_audit_state"
"MVDM-FILE-1437"	"vdmredir/vrinit.c"	"vdmredir"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1438"	"vdmredir/vrmisc.c"	"vdmredir"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1439"	"vdmredir/vrmslot.c"	"vdmredir"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1440"	"vdmredir/vrnetapi.c"	"vdmredir"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1441"	"vdmredir/vrnetb.c"	"vdmredir"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1442"	"vdmredir/vrnmpipe.c"	"vdmredir"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1443"	"vdmredir/vrputil.c"	"vdmredir"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1444"	"vdmredir/vrputil.h"	"vdmredir"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1445"	"vdmredir/vrremote.c"	"vdmredir"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1446"	"vdmutils/dirs"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1447"	"vdmutils/forcedos/forcedos.c"	"vdmutils"	"source"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1448"	"vdmutils/forcedos/forcedos.h"	"vdmutils"	"declaration"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1449"	"vdmutils/forcedos/forcedos.rc"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1450"	"vdmutils/forcedos/makefile"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1451"	"vdmutils/forcedos/pif.h"	"vdmutils"	"declaration"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1452"	"vdmutils/forcedos/sources"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1453"	"vdmutils/graftabl/graftabl.c"	"vdmutils"	"source"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1454"	"vdmutils/graftabl/graftabl.h"	"vdmutils"	"declaration"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1455"	"vdmutils/graftabl/graftabl.rc"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1456"	"vdmutils/graftabl/makefile"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1457"	"vdmutils/graftabl/sources"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1458"	"vdmutils/pifedit/makefile"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1459"	"vdmutils/pifedit/mods.c"	"vdmutils"	"source"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1460"	"vdmutils/pifedit/mods.h"	"vdmutils"	"declaration"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1461"	"vdmutils/pifedit/pif.def"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"source"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1463"	"vdmutils/pifedit/pifedit.h"	"vdmutils"	"declaration"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1464"	"vdmutils/pifedit/pifedit.ico"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1465"	"vdmutils/pifedit/pifedit.rc"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1466"	"vdmutils/pifedit/pifedit.rcv"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1467"	"vdmutils/pifedit/pifhelp.h"	"vdmutils"	"declaration"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1468"	"vdmutils/pifedit/pifsubs.c"	"vdmutils"	"source"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1469"	"vdmutils/pifedit/sources"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1470"	"vdmutils/win/makefile"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1471"	"vdmutils/win/sources"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1472"	"vdmutils/win/win.c"	"vdmutils"	"source"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1473"	"vdmutils/win/win.rc"	"vdmutils"	"resource-or-other"	"tool-only"	"opennt-mvdm-tools exact historical standalone-product mirror; never a host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S11: vdmutils forcedos/graftabl/pifedit/win are standalone historical products, not reusable host providers"	"final-disposition-audited; not implemented"
"MVDM-FILE-1474"	"wow32/debug.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1475"	"wow32/fastwow.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1476"	"wow32/i386/callpr32.asm"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1477"	"wow32/i386/fastwow.asm"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1478"	"wow32/i386/sources"	"wow32"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1479"	"wow32/isvwow.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1480"	"wow32/isz.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1481"	"wow32/makefile"	"wow32"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1482"	"wow32/makefile.inc"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1483"	"wow32/mapembed.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1484"	"wow32/mapembed.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1485"	"wow32/precomp.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1486"	"wow32/sources"	"wow32"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1487"	"wow32/sz.src"	"wow32"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1488"	"wow32/thunkdll.txt"	"wow32"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1489"	"wow32/waccel.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1490"	"wow32/waccel.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1491"	"wow32/walias.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1492"	"wow32/walias.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1493"	"wow32/walloc16.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1494"	"wow32/wcall16.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1495"	"wow32/wcall16.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1496"	"wow32/wcall32.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1497"	"wow32/wcall32.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1498"	"wow32/wcmdgtbl.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1499"	"wow32/wcntl32.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1500"	"wow32/wcntl32.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1501"	"wow32/wcommdlg.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1502"	"wow32/wcommdlg.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1503"	"wow32/wctlm32.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1504"	"wow32/wctlm32.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1505"	"wow32/wcurcash.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1506"	"wow32/wcurcash.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1507"	"wow32/wcuricon.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1508"	"wow32/wcuricon.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1509"	"wow32/wdde.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1510"	"wow32/wdde.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1511"	"wow32/wddeml32.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1512"	"wow32/wddeml32.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1513"	"wow32/wddetbl2.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1514"	"wow32/wdib.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1515"	"wow32/wdib.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1516"	"wow32/wdos.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1517"	"wow32/wdos.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1518"	"wow32/wgdi.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1519"	"wow32/wgdi.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1520"	"wow32/wgdi31.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1521"	"wow32/wgdi31.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1522"	"wow32/wgfont.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1523"	"wow32/wgfont.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1524"	"wow32/wgman.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1525"	"wow32/wgman.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1526"	"wow32/wgmeta.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1527"	"wow32/wgmeta.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1528"	"wow32/wgpal.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1529"	"wow32/wgpal.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1530"	"wow32/wgprnset.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1531"	"wow32/wgprnset.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1532"	"wow32/wgtbl.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1533"	"wow32/wgtbl2.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1534"	"wow32/wgtext.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1535"	"wow32/wgtext.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1536"	"wow32/wheap.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1537"	"wow32/wheap.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1538"	"wow32/win30api.xls"	"wow32"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1539"	"wow32/winsockp.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1540"	"wow32/winspldl.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1541"	"wow32/wintype.xls"	"wow32"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1542"	"wow32/witbl.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1543"	"wow32/wkbdtbl2.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1544"	"wow32/wkbman.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1545"	"wow32/wkbman.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1546"	"wow32/wkbtbl.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1547"	"wow32/wkernel.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1548"	"wow32/wkernel.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1549"	"wow32/wkfileio.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1550"	"wow32/wkfileio.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1551"	"wow32/wkglobal.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1552"	"wow32/wkglobal.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1553"	"wow32/wkgthunk.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1554"	"wow32/wkgthunk.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1555"	"wow32/wklocal.c"	"wow32"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-1556"	"wow32/wklocal.h"	"wow32"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
