signature_gate_id	one_ledger1_identity	caller_physical_identity	callee_spelling	selected_definition_identity	selected_definition_path	source_class	planning_disposition	proposed_owner	next_action
"MVDM-HOST-ONE1-SIGNATURE-000160"	"MVDM-HOST-ONE1-002798"	"MVDM-HOST-ONE1-RESOLUTION-002613"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000161"	"MVDM-HOST-ONE1-002799"	"MVDM-HOST-ONE1-RESOLUTION-002614"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000189"	"MVDM-HOST-ONE1-003051"	"MVDM-HOST-ONE1-RESOLUTION-002866"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000190"	"MVDM-HOST-ONE1-003215"	"MVDM-HOST-ONE1-RESOLUTION-002968"	"ReadByte"	"O:\repos.external\OpenNT|com/oleaut32/typelib/fstream.cxx|9c94dce5df44d225336ef2becef25ac3e095f3cddbbfd2d62280827cf7154f82|130|ReadByte"	"com/oleaut32/typelib/fstream.cxx"	"oleaut-public-abi-candidate"	"public COM/OLE ABI candidate"	"adapter-mvdm-host-out/win32"	"verify the exact reached ABI against public COM/OLE before importing historical OLE source"
"MVDM-HOST-ONE1-SIGNATURE-000191"	"MVDM-HOST-ONE1-003748"	"MVDM-HOST-ONE1-RESOLUTION-003447"	"LocalAlloc"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|39|LocalAlloc"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000192"	"MVDM-HOST-ONE1-003749"	"MVDM-HOST-ONE1-RESOLUTION-003448"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000193"	"MVDM-HOST-ONE1-003851"	"MVDM-HOST-ONE1-RESOLUTION-003550"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000194"	"MVDM-HOST-ONE1-003852"	"MVDM-HOST-ONE1-RESOLUTION-003551"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000195"	"MVDM-HOST-ONE1-003879"	"MVDM-HOST-ONE1-RESOLUTION-003578"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000196"	"MVDM-HOST-ONE1-003889"	"MVDM-HOST-ONE1-RESOLUTION-003588"	"LocalAlloc"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|39|LocalAlloc"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000197"	"MVDM-HOST-ONE1-003891"	"MVDM-HOST-ONE1-RESOLUTION-003590"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000198"	"MVDM-HOST-ONE1-003899"	"MVDM-HOST-ONE1-RESOLUTION-003598"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000199"	"MVDM-HOST-ONE1-003905"	"MVDM-HOST-ONE1-RESOLUTION-003604"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000200"	"MVDM-HOST-ONE1-003942"	"MVDM-HOST-ONE1-RESOLUTION-003641"	"LocalAlloc"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|39|LocalAlloc"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000201"	"MVDM-HOST-ONE1-003946"	"MVDM-HOST-ONE1-RESOLUTION-003645"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"base/win32/client/lmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000202"	"MVDM-HOST-ONE1-003970"	"MVDM-HOST-ONE1-RESOLUTION-003669"	"NetWkstaGetInfo"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/wkssvc/client/wksstub.c|4056629b961f466e054711536b9e20600d64a1e0472464ad15e0dd9b02ec9073|79|NetWkstaGetInfo"	"ds/netapi/svcdlls/wkssvc/client/wksstub.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000203"	"MVDM-HOST-ONE1-003971"	"MVDM-HOST-ONE1-RESOLUTION-003670"	"NetWkstaUserGetInfo"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/wkssvc/client/wksstub.c|4056629b961f466e054711536b9e20600d64a1e0472464ad15e0dd9b02ec9073|295|NetWkstaUserGetInfo"	"ds/netapi/svcdlls/wkssvc/client/wksstub.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000204"	"MVDM-HOST-ONE1-004015"	"MVDM-HOST-ONE1-RESOLUTION-003714"	"NetWkstaUserGetInfo"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/wkssvc/client/wksstub.c|4056629b961f466e054711536b9e20600d64a1e0472464ad15e0dd9b02ec9073|295|NetWkstaUserGetInfo"	"ds/netapi/svcdlls/wkssvc/client/wksstub.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000206"	"MVDM-HOST-ONE1-004030"	"MVDM-HOST-ONE1-RESOLUTION-003729"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000207"	"MVDM-HOST-ONE1-004042"	"MVDM-HOST-ONE1-RESOLUTION-003741"	"RxNetUserPasswordSet"	"O:\repos.external\OpenNT|ds/netapi/rpcxlate/rxapi/rxuser.c|d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a|1180|RxNetUserPasswordSet"	"ds/netapi/rpcxlate/rxapi/rxuser.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000208"	"MVDM-HOST-ONE1-004054"	"MVDM-HOST-ONE1-RESOLUTION-003753"	"VrRemoteApi"	"O:\repos.external\OpenNT|base/mvdm/vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154|VrRemoteApi"	"base/mvdm/vdmredir/vrremote.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000210"	"MVDM-HOST-ONE1-004068"	"MVDM-HOST-ONE1-RESOLUTION-003767"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000212"	"MVDM-HOST-ONE1-004080"	"MVDM-HOST-ONE1-RESOLUTION-003779"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000213"	"MVDM-HOST-ONE1-004093"	"MVDM-HOST-ONE1-RESOLUTION-003792"	"VrpPackSendBuffer"	"O:\repos.external\OpenNT|base/mvdm/vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245|VrpPackSendBuffer"	"base/mvdm/vdmredir/vrremote.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000215"	"MVDM-HOST-ONE1-004095"	"MVDM-HOST-ONE1-RESOLUTION-003794"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000217"	"MVDM-HOST-ONE1-004104"	"MVDM-HOST-ONE1-RESOLUTION-003803"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000219"	"MVDM-HOST-ONE1-004110"	"MVDM-HOST-ONE1-RESOLUTION-003809"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000221"	"MVDM-HOST-ONE1-004121"	"MVDM-HOST-ONE1-RESOLUTION-003820"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000223"	"MVDM-HOST-ONE1-004138"	"MVDM-HOST-ONE1-RESOLUTION-003837"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000224"	"MVDM-HOST-ONE1-004140"	"MVDM-HOST-ONE1-RESOLUTION-003839"	"NetWkstaUserGetInfo"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/wkssvc/client/wksstub.c|4056629b961f466e054711536b9e20600d64a1e0472464ad15e0dd9b02ec9073|295|NetWkstaUserGetInfo"	"ds/netapi/svcdlls/wkssvc/client/wksstub.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000226"	"MVDM-HOST-ONE1-004202"	"MVDM-HOST-ONE1-RESOLUTION-003901"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000228"	"MVDM-HOST-ONE1-004227"	"MVDM-HOST-ONE1-RESOLUTION-003926"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000230"	"MVDM-HOST-ONE1-004235"	"MVDM-HOST-ONE1-RESOLUTION-003934"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"ds/netapi/netlib/ntstatus.c"	"netapi-package-candidate"	"OpenNT NetAPI package candidate"	"opennt-host / NetAPI"	"inspect package closure only to public Win32/RPC or a hard boundary"
"MVDM-HOST-ONE1-SIGNATURE-000232"	"MVDM-HOST-ONE1-004942"	"MVDM-HOST-ONE1-RESOLUTION-004638"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000233"	"MVDM-HOST-ONE1-004954"	"MVDM-HOST-ONE1-RESOLUTION-004650"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000234"	"MVDM-HOST-ONE1-005089"	"MVDM-HOST-ONE1-RESOLUTION-004785"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000235"	"MVDM-HOST-ONE1-005092"	"MVDM-HOST-ONE1-RESOLUTION-004788"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000238"	"MVDM-HOST-ONE1-005106"	"MVDM-HOST-ONE1-RESOLUTION-004802"	"SetFilePointer"	"O:\repos.external\OpenNT|base/win32/client/filehops.c|25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0|675|SetFilePointer"	"base/win32/client/filehops.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000239"	"MVDM-HOST-ONE1-005113"	"MVDM-HOST-ONE1-RESOLUTION-004809"	"VdmAddDescriptorMapping"	"O:\repos.external\OpenNT|base/mvdm/dpmi32/dpmiselr.c|9bdd58d63029de9438633a62934af2b2b868206cb7f06cc868f537e030fbd234|188|VdmAddDescriptorMapping"	"base/mvdm/dpmi32/dpmiselr.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000240"	"MVDM-HOST-ONE1-005128"	"MVDM-HOST-ONE1-RESOLUTION-004824"	"VdmAddDescriptorMapping"	"O:\repos.external\OpenNT|base/mvdm/dpmi32/dpmiselr.c|9bdd58d63029de9438633a62934af2b2b868206cb7f06cc868f537e030fbd234|188|VdmAddDescriptorMapping"	"base/mvdm/dpmi32/dpmiselr.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000241"	"MVDM-HOST-ONE1-005134"	"MVDM-HOST-ONE1-RESOLUTION-004830"	"GetEnvironmentVariableOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|564|GetEnvironmentVariableOem"	"base/mvdm/oemuni/process.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000242"	"MVDM-HOST-ONE1-005135"	"MVDM-HOST-ONE1-RESOLUTION-004831"	"SetEnvironmentVariableOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|661|SetEnvironmentVariableOem"	"base/mvdm/oemuni/process.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000243"	"MVDM-HOST-ONE1-005136"	"MVDM-HOST-ONE1-RESOLUTION-004832"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000244"	"MVDM-HOST-ONE1-005137"	"MVDM-HOST-ONE1-RESOLUTION-004833"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000245"	"MVDM-HOST-ONE1-005139"	"MVDM-HOST-ONE1-RESOLUTION-004835"	"SetEnvironmentVariableOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|661|SetEnvironmentVariableOem"	"base/mvdm/oemuni/process.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000246"	"MVDM-HOST-ONE1-005145"	"MVDM-HOST-ONE1-RESOLUTION-004841"	"GetFullPathNameOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|494|GetFullPathNameOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000247"	"MVDM-HOST-ONE1-005152"	"MVDM-HOST-ONE1-RESOLUTION-004848"	"SetCurrentDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|635|SetCurrentDirectoryOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000248"	"MVDM-HOST-ONE1-005153"	"MVDM-HOST-ONE1-RESOLUTION-004849"	"SetCurrentDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|635|SetCurrentDirectoryOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000249"	"MVDM-HOST-ONE1-005154"	"MVDM-HOST-ONE1-RESOLUTION-004850"	"SetCurrentDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|635|SetCurrentDirectoryOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000250"	"MVDM-HOST-ONE1-005155"	"MVDM-HOST-ONE1-RESOLUTION-004851"	"GetCurrentDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|586|GetCurrentDirectoryOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000251"	"MVDM-HOST-ONE1-005682"	"MVDM-HOST-ONE1-RESOLUTION-005378"	"GetNextVDMCommand"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|340|GetNextVDMCommand"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000252"	"MVDM-HOST-ONE1-005684"	"MVDM-HOST-ONE1-RESOLUTION-005380"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000253"	"MVDM-HOST-ONE1-005694"	"MVDM-HOST-ONE1-RESOLUTION-005390"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
