classification_id	source_path	source_line	warning	message	architectures	review_cluster	x86_x64_disposition	required_next_read	source_records
T310-S8-P4-CLASS-019267	src/mvdm-host/softpc.new/base/video/ega_prts.c	3259	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038049,T310-S8-P4-WARN-038050
T310-S8-P4-CLASS-019269	src/mvdm-host/softpc.new/base/video/ega_read.c	621	C4244	'=': conversion from 'unsigned long' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038053,T310-S8-P4-WARN-038054
T310-S8-P4-CLASS-019270	src/mvdm-host/softpc.new/base/video/ega_read.c	631	C4244	'=': conversion from 'unsigned long' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038055,T310-S8-P4-WARN-038056
T310-S8-P4-CLASS-019271	src/mvdm-host/softpc.new/base/video/ega_read.c	637	C4244	'=': conversion from 'unsigned long' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038057,T310-S8-P4-WARN-038058
T310-S8-P4-CLASS-019272	src/mvdm-host/softpc.new/base/video/ega_read.c	645	C4244	'=': conversion from 'unsigned long' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038059,T310-S8-P4-WARN-038060
T310-S8-P4-CLASS-019274	src/mvdm-host/softpc.new/base/video/ega_vide.c	415	C4244	'function': conversion from 'int' to 'IU16', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038063,T310-S8-P4-WARN-038065
T310-S8-P4-CLASS-019275	src/mvdm-host/softpc.new/base/video/ega_vide.c	415	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038064,T310-S8-P4-WARN-038066
T310-S8-P4-CLASS-019276	src/mvdm-host/softpc.new/base/video/ega_vide.c	416	C4244	'function': conversion from 'int' to 'IU16', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038067,T310-S8-P4-WARN-038068
T310-S8-P4-CLASS-019277	src/mvdm-host/softpc.new/base/video/ega_vide.c	489	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038069,T310-S8-P4-WARN-038070
T310-S8-P4-CLASS-019278	src/mvdm-host/softpc.new/base/video/ega_vide.c	746	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038071,T310-S8-P4-WARN-038072
T310-S8-P4-CLASS-019279	src/mvdm-host/softpc.new/base/video/ega_vide.c	747	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038073,T310-S8-P4-WARN-038074
T310-S8-P4-CLASS-019280	src/mvdm-host/softpc.new/base/video/ega_vide.c	758	C4244	'function': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038075,T310-S8-P4-WARN-038076
T310-S8-P4-CLASS-019281	src/mvdm-host/softpc.new/base/video/ega_vide.c	761	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038077,T310-S8-P4-WARN-038078
T310-S8-P4-CLASS-019282	src/mvdm-host/softpc.new/base/video/ega_vide.c	765	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038079,T310-S8-P4-WARN-038080
T310-S8-P4-CLASS-019283	src/mvdm-host/softpc.new/base/video/ega_vide.c	783	C4244	'=': conversion from 'int' to 'IU16', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038081,T310-S8-P4-WARN-038082
T310-S8-P4-CLASS-019284	src/mvdm-host/softpc.new/base/video/ega_vide.c	826	C4244	'=': conversion from 'int' to 'IU16', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038083,T310-S8-P4-WARN-038084
T310-S8-P4-CLASS-019285	src/mvdm-host/softpc.new/base/video/ega_vide.c	841	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038085,T310-S8-P4-WARN-038086
T310-S8-P4-CLASS-019286	src/mvdm-host/softpc.new/base/video/ega_vide.c	863	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038087,T310-S8-P4-WARN-038088
T310-S8-P4-CLASS-019289	src/mvdm-host/softpc.new/base/video/ega_vide.c	1392	C4244	'=': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038093,T310-S8-P4-WARN-038094
T310-S8-P4-CLASS-019290	src/mvdm-host/softpc.new/base/video/ega_vide.c	1443	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038095,T310-S8-P4-WARN-038096
T310-S8-P4-CLASS-019291	src/mvdm-host/softpc.new/base/video/ega_vide.c	1444	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038097,T310-S8-P4-WARN-038098
T310-S8-P4-CLASS-019292	src/mvdm-host/softpc.new/base/video/ega_vide.c	1543	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038099,T310-S8-P4-WARN-038100
T310-S8-P4-CLASS-019293	src/mvdm-host/softpc.new/base/video/ega_vide.c	2117	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038101,T310-S8-P4-WARN-038102
T310-S8-P4-CLASS-019294	src/mvdm-host/softpc.new/base/video/ega_vide.c	2139	C4244	'=': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038103,T310-S8-P4-WARN-038104
T310-S8-P4-CLASS-019295	src/mvdm-host/softpc.new/base/video/vga_prts.c	527	C4244	'+=': conversion from 'unsigned int' to 'IS16', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038105,T310-S8-P4-WARN-038106
T310-S8-P4-CLASS-019296	src/mvdm-host/softpc.new/base/video/vga_prts.c	528	C4244	'+=': conversion from 'unsigned int' to 'IS16', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038107,T310-S8-P4-WARN-038108
T310-S8-P4-CLASS-019297	src/mvdm-host/softpc.new/base/video/vga_prts.c	575	C4018	'>=': signed/unsigned mismatch	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	unclassified-read-source	warning class has no approved general disposition; read original source, declaration and selected caller before any change	T310-S8-P4-WARN-038109,T310-S8-P4-WARN-038110
T310-S8-P4-CLASS-019298	src/mvdm-host/softpc.new/base/video/vga_prts.c	611	C4018	'>=': signed/unsigned mismatch	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	unclassified-read-source	warning class has no approved general disposition; read original source, declaration and selected caller before any change	T310-S8-P4-WARN-038111,T310-S8-P4-WARN-038112
T310-S8-P4-CLASS-019299	src/mvdm-host/softpc.new/base/video/vga_prts.c	810	C4305	'=': truncation from 'int' to 'IU8'	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038113,T310-S8-P4-WARN-038114
T310-S8-P4-CLASS-019304	src/mvdm-host/softpc.new/base/video/vga_prts.c	1043	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038123,T310-S8-P4-WARN-038124
T310-S8-P4-CLASS-019305	src/mvdm-host/softpc.new/base/video/vga_prts.c	1044	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038125,T310-S8-P4-WARN-038126
T310-S8-P4-CLASS-019309	src/mvdm-host/softpc.new/base/video/vga_prts.c	1087	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038133,T310-S8-P4-WARN-038134
T310-S8-P4-CLASS-019311	src/mvdm-host/softpc.new/base/video/vga_prts.c	1099	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038137,T310-S8-P4-WARN-038138
T310-S8-P4-CLASS-019312	src/mvdm-host/softpc.new/base/video/vga_prts.c	1100	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038139,T310-S8-P4-WARN-038140
T310-S8-P4-CLASS-019314	src/mvdm-host/softpc.new/base/video/vga_prts.c	1120	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038143,T310-S8-P4-WARN-038144
T310-S8-P4-CLASS-019316	src/mvdm-host/softpc.new/base/video/vga_prts.c	1164	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038147,T310-S8-P4-WARN-038148
T310-S8-P4-CLASS-019317	src/mvdm-host/softpc.new/base/video/vga_prts.c	1175	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038149,T310-S8-P4-WARN-038150
T310-S8-P4-CLASS-019318	src/mvdm-host/softpc.new/base/video/vga_prts.c	1178	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038151,T310-S8-P4-WARN-038152
T310-S8-P4-CLASS-019319	src/mvdm-host/softpc.new/base/video/vga_prts.c	1181	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038153,T310-S8-P4-WARN-038154
T310-S8-P4-CLASS-019320	src/mvdm-host/softpc.new/base/video/vga_prts.c	1184	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038155,T310-S8-P4-WARN-038156
T310-S8-P4-CLASS-019321	src/mvdm-host/softpc.new/base/video/vga_prts.c	1308	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038157,T310-S8-P4-WARN-038158
T310-S8-P4-CLASS-019322	src/mvdm-host/softpc.new/base/video/vga_prts.c	1531	C4244	'-=': conversion from 'int' to 'IS16', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038159,T310-S8-P4-WARN-038160
T310-S8-P4-CLASS-019323	src/mvdm-host/softpc.new/base/video/vga_prts.c	1549	C4244	'-=': conversion from 'int' to 'IS16', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038161,T310-S8-P4-WARN-038162
T310-S8-P4-CLASS-019325	src/mvdm-host/softpc.new/base/video/vga_prts.c	1703	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038165,T310-S8-P4-WARN-038166
T310-S8-P4-CLASS-019326	src/mvdm-host/softpc.new/base/video/vga_prts.c	1709	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038167,T310-S8-P4-WARN-038168
T310-S8-P4-CLASS-019327	src/mvdm-host/softpc.new/base/video/vga_prts.c	1715	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038169,T310-S8-P4-WARN-038170
T310-S8-P4-CLASS-019328	src/mvdm-host/softpc.new/base/video/vga_prts.c	1718	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038171,T310-S8-P4-WARN-038172
T310-S8-P4-CLASS-019329	src/mvdm-host/softpc.new/base/video/vga_prts.c	1721	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038173,T310-S8-P4-WARN-038174
T310-S8-P4-CLASS-019330	src/mvdm-host/softpc.new/base/video/vga_prts.c	1724	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038175,T310-S8-P4-WARN-038176
T310-S8-P4-CLASS-019331	src/mvdm-host/softpc.new/base/video/vga_prts.c	1728	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038177,T310-S8-P4-WARN-038178
T310-S8-P4-CLASS-019332	src/mvdm-host/softpc.new/base/video/vga_prts.c	1754	C4244	'=': conversion from 'unsigned short' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038179,T310-S8-P4-WARN-038180
T310-S8-P4-CLASS-019333	src/mvdm-host/softpc.new/base/video/vga_prts.c	1760	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038181,T310-S8-P4-WARN-038182
T310-S8-P4-CLASS-019334	src/mvdm-host/softpc.new/base/video/vga_prts.c	1769	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038183,T310-S8-P4-WARN-038184
T310-S8-P4-CLASS-019336	src/mvdm-host/softpc.new/base/video/vga_prts.c	1824	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038187,T310-S8-P4-WARN-038188
T310-S8-P4-CLASS-019339	src/mvdm-host/softpc.new/base/video/vga_prts.c	1930	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038193,T310-S8-P4-WARN-038194
T310-S8-P4-CLASS-019342	src/mvdm-host/softpc.new/base/video/vga_prts.c	1948	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038199,T310-S8-P4-WARN-038200
T310-S8-P4-CLASS-019344	src/mvdm-host/softpc.new/base/video/vga_prts.c	1954	C4244	'function': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038203,T310-S8-P4-WARN-038204
T310-S8-P4-CLASS-019346	src/mvdm-host/softpc.new/base/video/vga_prts.c	1968	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038207,T310-S8-P4-WARN-038208
T310-S8-P4-CLASS-019348	src/mvdm-host/softpc.new/base/video/vga_prts.c	1972	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038211,T310-S8-P4-WARN-038212
T310-S8-P4-CLASS-019350	src/mvdm-host/softpc.new/base/video/vga_prts.c	1995	C4244	'function': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038215,T310-S8-P4-WARN-038216
T310-S8-P4-CLASS-019353	src/mvdm-host/softpc.new/base/video/vga_prts.c	2025	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038221,T310-S8-P4-WARN-038222
T310-S8-P4-CLASS-019356	src/mvdm-host/softpc.new/base/video/vga_prts.c	2089	C4244	'=': conversion from 'unsigned int' to 'IS8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038227,T310-S8-P4-WARN-038228
T310-S8-P4-CLASS-019358	src/mvdm-host/softpc.new/base/video/vga_prts.c	2093	C4244	'=': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038231,T310-S8-P4-WARN-038232
T310-S8-P4-CLASS-019359	src/mvdm-host/softpc.new/base/video/vga_prts.c	2140	C4244	'function': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038233,T310-S8-P4-WARN-038234
T310-S8-P4-CLASS-019363	src/mvdm-host/softpc.new/base/video/vga_prts.c	2301	C4244	'function': conversion from 'unsigned int' to 'IU8', possible loss of data	x64,x86	SPC-VIDEO-CONTROLLER-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-038241,T310-S8-P4-WARN-038242
