record_id	source_path	owner_package	review_cluster	profile_class	source_line	candidate_kind	symbol	source_excerpt	review_requirement	x86_x64_disposition
T310-S8-P4-ABI-001485	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	127	function-pointer-indirect-call	setAH_func	GLOBAL VOID (*setAH_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001486	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	128	function-pointer-declaration-or-slot	setAL_func	GLOBAL VOID (*setAL_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001487	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	128	function-pointer-indirect-call	setAL_func	GLOBAL VOID (*setAL_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001488	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	129	function-pointer-declaration-or-slot	setBX_func	GLOBAL VOID (*setBX_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001489	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	129	function-pointer-indirect-call	setBX_func	GLOBAL VOID (*setBX_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001490	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	130	function-pointer-declaration-or-slot	setBH_func	GLOBAL VOID (*setBH_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001491	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	130	function-pointer-indirect-call	setBH_func	GLOBAL VOID (*setBH_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001492	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	131	function-pointer-declaration-or-slot	setBL_func	GLOBAL VOID (*setBL_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001493	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	131	function-pointer-indirect-call	setBL_func	GLOBAL VOID (*setBL_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001494	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	132	function-pointer-declaration-or-slot	setCX_func	GLOBAL VOID (*setCX_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001495	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	132	function-pointer-indirect-call	setCX_func	GLOBAL VOID (*setCX_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001496	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	133	function-pointer-declaration-or-slot	setCH_func	GLOBAL VOID (*setCH_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001497	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	133	function-pointer-indirect-call	setCH_func	GLOBAL VOID (*setCH_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001498	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	134	function-pointer-declaration-or-slot	setCL_func	GLOBAL VOID (*setCL_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001499	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	134	function-pointer-indirect-call	setCL_func	GLOBAL VOID (*setCL_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001500	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	135	function-pointer-declaration-or-slot	setDX_func	GLOBAL VOID (*setDX_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001501	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	135	function-pointer-indirect-call	setDX_func	GLOBAL VOID (*setDX_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001502	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	136	function-pointer-declaration-or-slot	setDH_func	GLOBAL VOID (*setDH_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001503	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	136	function-pointer-indirect-call	setDH_func	GLOBAL VOID (*setDH_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001504	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	137	function-pointer-declaration-or-slot	setDL_func	GLOBAL VOID (*setDL_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001505	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	137	function-pointer-indirect-call	setDL_func	GLOBAL VOID (*setDL_func) (IU8);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001506	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	138	function-pointer-declaration-or-slot	setSP_func	GLOBAL VOID (*setSP_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001507	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	138	function-pointer-indirect-call	setSP_func	GLOBAL VOID (*setSP_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001508	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	139	function-pointer-declaration-or-slot	setBP_func	GLOBAL VOID (*setBP_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001509	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	139	function-pointer-indirect-call	setBP_func	GLOBAL VOID (*setBP_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001510	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	140	function-pointer-declaration-or-slot	setSI_func	GLOBAL VOID (*setSI_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001511	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	140	function-pointer-indirect-call	setSI_func	GLOBAL VOID (*setSI_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001512	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	141	function-pointer-declaration-or-slot	setDI_func	GLOBAL VOID (*setDI_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001513	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	141	function-pointer-indirect-call	setDI_func	GLOBAL VOID (*setDI_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001514	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	142	function-pointer-declaration-or-slot	setIP_func	GLOBAL VOID (*setIP_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001515	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	142	function-pointer-indirect-call	setIP_func	GLOBAL VOID (*setIP_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001516	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	144	function-pointer-declaration-or-slot	setAX_func	GLOBAL VOID (*setAX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001517	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	144	function-pointer-indirect-call	setAX_func	GLOBAL VOID (*setAX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001518	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	145	function-pointer-declaration-or-slot	setAH_func	GLOBAL VOID (*setAH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001519	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	145	function-pointer-indirect-call	setAH_func	GLOBAL VOID (*setAH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001520	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	146	function-pointer-declaration-or-slot	setAL_func	GLOBAL VOID (*setAL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001521	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	146	function-pointer-indirect-call	setAL_func	GLOBAL VOID (*setAL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001522	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	147	function-pointer-declaration-or-slot	setBX_func	GLOBAL VOID (*setBX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001523	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	147	function-pointer-indirect-call	setBX_func	GLOBAL VOID (*setBX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001524	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	148	function-pointer-declaration-or-slot	setBH_func	GLOBAL VOID (*setBH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001525	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	148	function-pointer-indirect-call	setBH_func	GLOBAL VOID (*setBH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001526	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	149	function-pointer-declaration-or-slot	setBL_func	GLOBAL VOID (*setBL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001527	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	149	function-pointer-indirect-call	setBL_func	GLOBAL VOID (*setBL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001528	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	150	function-pointer-declaration-or-slot	setCX_func	GLOBAL VOID (*setCX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001529	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	150	function-pointer-indirect-call	setCX_func	GLOBAL VOID (*setCX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001530	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	151	function-pointer-declaration-or-slot	setCH_func	GLOBAL VOID (*setCH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001531	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	151	function-pointer-indirect-call	setCH_func	GLOBAL VOID (*setCH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001532	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	152	function-pointer-declaration-or-slot	setCL_func	GLOBAL VOID (*setCL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001533	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	152	function-pointer-indirect-call	setCL_func	GLOBAL VOID (*setCL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001534	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	153	function-pointer-declaration-or-slot	setDX_func	GLOBAL VOID (*setDX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001535	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	153	function-pointer-indirect-call	setDX_func	GLOBAL VOID (*setDX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001536	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	154	function-pointer-declaration-or-slot	setDH_func	GLOBAL VOID (*setDH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001537	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	154	function-pointer-indirect-call	setDH_func	GLOBAL VOID (*setDH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001538	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	155	function-pointer-declaration-or-slot	setDL_func	GLOBAL VOID (*setDL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001539	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	155	function-pointer-indirect-call	setDL_func	GLOBAL VOID (*setDL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001540	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	156	function-pointer-declaration-or-slot	setSP_func	GLOBAL VOID (*setSP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001541	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	156	function-pointer-indirect-call	setSP_func	GLOBAL VOID (*setSP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001542	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	157	function-pointer-declaration-or-slot	setBP_func	GLOBAL VOID (*setBP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001543	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	157	function-pointer-indirect-call	setBP_func	GLOBAL VOID (*setBP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001544	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	158	function-pointer-declaration-or-slot	setSI_func	GLOBAL VOID (*setSI_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001545	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	158	function-pointer-indirect-call	setSI_func	GLOBAL VOID (*setSI_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001546	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	159	function-pointer-declaration-or-slot	setDI_func	GLOBAL VOID (*setDI_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001547	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	159	function-pointer-indirect-call	setDI_func	GLOBAL VOID (*setDI_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001548	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	160	function-pointer-declaration-or-slot	setIP_func	GLOBAL VOID (*setIP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001549	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	160	function-pointer-indirect-call	setIP_func	GLOBAL VOID (*setIP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001550	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	165	function-pointer-declaration-or-slot	setCS_func	GLOBAL ISM32 (*setCS_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001551	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	165	function-pointer-indirect-call	setCS_func	GLOBAL ISM32 (*setCS_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001552	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	166	function-pointer-declaration-or-slot	setDS_func	GLOBAL ISM32 (*setDS_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001553	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	166	function-pointer-indirect-call	setDS_func	GLOBAL ISM32 (*setDS_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001554	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	167	function-pointer-declaration-or-slot	setES_func	GLOBAL ISM32 (*setES_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001555	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	167	function-pointer-indirect-call	setES_func	GLOBAL ISM32 (*setES_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001556	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	168	function-pointer-declaration-or-slot	setSS_func	GLOBAL ISM32 (*setSS_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001557	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	168	function-pointer-indirect-call	setSS_func	GLOBAL ISM32 (*setSS_func) (IU16);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001558	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	170	function-pointer-declaration-or-slot	setCS_func	GLOBAL INT (*setCS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001559	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	170	function-pointer-indirect-call	setCS_func	GLOBAL INT (*setCS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001560	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	171	function-pointer-declaration-or-slot	setDS_func	GLOBAL INT (*setDS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001561	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	171	function-pointer-indirect-call	setDS_func	GLOBAL INT (*setDS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001562	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	172	function-pointer-declaration-or-slot	setES_func	GLOBAL INT (*setES_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001563	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	172	function-pointer-indirect-call	setES_func	GLOBAL INT (*setES_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001564	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	173	function-pointer-declaration-or-slot	setSS_func	GLOBAL INT (*setSS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001565	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	173	function-pointer-indirect-call	setSS_func	GLOBAL INT (*setSS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001566	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	175	function-pointer-declaration-or-slot	setMSW_func	GLOBAL VOID (*setMSW_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001567	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	175	function-pointer-indirect-call	setMSW_func	GLOBAL VOID (*setMSW_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001568	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	177	function-pointer-declaration-or-slot	setDF_func	GLOBAL VOID (*setDF_func) (IBOOL);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001569	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	177	function-pointer-indirect-call	setDF_func	GLOBAL VOID (*setDF_func) (IBOOL);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001570	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	178	function-pointer-declaration-or-slot	setIF_func	GLOBAL VOID (*setIF_func) (IBOOL);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001571	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	178	function-pointer-indirect-call	setIF_func	GLOBAL VOID (*setIF_func) (IBOOL);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
