function_id	symbol	stage1_semantic_disposition	function_disposition	final_owner	runtime_direct_call_site_count	caller_paths	selected_definition_candidates	external_definition_candidates	external_package_roots	source_definition_status	first_hop_basis	next_stage
"MVDM-FIRST-HOP-FUNCTION-0011"	"_strcmpi"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"4"	"dos/dem/demfile.c"	""	"base/crts/crtw32/string/stricmp.c:68@4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1;res/oldcrt/crt32/string/stricmp.c:58@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;res/oldcrt/crt32st/string/stricmp.c:58@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;res/oldcrt/crt32psx/string/stricmp.c:58@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;res/oldcrt/crt32nt/string/stricmp.c:58@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;res/oldcrt/crt32dll/string/stricmp.c:58@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;nt/private/utils/ulib/src/mbstr.cxx:478@61b98e43ecf7ce7948166b2f9441f5a9159dbdd8a94906ac7e6d6156710ff7eb;nt/private/sdktools/vctools/crt/crtw32/string/stricmp.c:68@4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0012"	"_strdup"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"dos/dem/demfile.c"	""	"base/crts/crtw32/string/strdup.c:48@c39263f12a89154ab87e651a989a2fa818cf3d1f4e41da0a34b8849377921083;res/oldcrt/crt32/string/strdup.c:47@40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340;res/oldcrt/crt32st/string/strdup.c:47@40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340;res/oldcrt/crt32psx/string/strdup.c:47@40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340;res/oldcrt/crt32nt/string/strdup.c:47@40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340;res/oldcrt/crt32dll/string/strdup.c:47@40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340;nt/private/sdktools/vctools/crt/crtw32/string/strdup.c:48@c39263f12a89154ab87e651a989a2fa818cf3d1f4e41da0a34b8849377921083"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0013"	"_stricmp"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"56"	"bde/bdeheap.c;bde/bdesym.c;dos/command/cmdkeyb.c;dos/dem/demfcb.c;dos/dem/demfile.c;softpc.new/base/support/get_env.c;softpc.new/obj.vdm/ntvdm.c;vdmdbg/vdmdbg.c;vdmexts/disasm.c;vdmexts/heap.c;vdmexts/misc.c;vdmexts/sym.c;vdmredir/vrdebug.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;wow32/debug.c;wow32/mapembed.c;wow32/walias.c;wow32/wcurcash.c;wow32/wcuricon.c;wow32/wdde.c;wow32/wgdi.c;wow32/wgdi31.c;wow32/wkernel.c;wow32/wkfileio.c;wow32/wkman.c;wow32/wow32fax.c;wow32/wshell.c;wow32/wspool.c;wow32/wuclass.c;wow32/wuser.c;wow32/wuwind.c"	""	"sdktools/rslm/rslm.c:544@e36a89d4fda0f28dbc39f6a5352be8e99d13f4ccfd91514374952729f6f19cfe;base/crts/crtw32/string/stricmp.c:59@4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1;res/oldcrt/crt32/string/stricmp.c:49@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;res/oldcrt/crt32st/string/stricmp.c:49@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;res/oldcrt/crt32psx/string/stricmp.c:49@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;res/oldcrt/crt32nt/string/stricmp.c:49@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;res/oldcrt/crt32dll/string/stricmp.c:49@53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a;nt/private/sdktools/vctools/crt/crtw32/string/stricmp.c:59@4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1;nt/private/sdktools/rslm/rslm.c:544@e36a89d4fda0f28dbc39f6a5352be8e99d13f4ccfd91514374952729f6f19cfe;nt/private/rpc/runtime/mtrt/win32c/uclnt32c.cxx:38@c87b0d8341ffc9c6f680d282b0205695d3c1bcfe4cb982ab2d9beb203ff8efae;nt/private/rpc/runtime/mtrt/uclnt.cxx:63@9ce78fabb946f3d27621b81765f3e0fd134151ce6eb9c87e700ab027fc63f295"	"base/crts;nt/private;res/oldcrt;sdktools/rslm"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0014"	"_strlwr"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"9"	"dos/command/cmdexec.c;wow32/mapembed.c;wow32/wkernel.c;wow32/wkfileio.c;wow32/wkman.c"	""	"base/crts/crtw32/string/strlwr.c:75@bd7d238eb07f216eb0017231dd846387672ecd1919e823c133ef892bdb0b884d;res/oldcrt/crt32/string/strlwr.c:58@d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329;res/oldcrt/crt32st/string/strlwr.c:58@d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329;res/oldcrt/crt32psx/string/strlwr.c:58@d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329;res/oldcrt/crt32nt/string/strlwr.c:58@d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329;res/oldcrt/crt32dll/string/strlwr.c:58@d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329;nt/private/sdktools/vctools/crt/crtw32/string/strlwr.c:75@bd7d238eb07f216eb0017231dd846387672ecd1919e823c133ef892bdb0b884d"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0015"	"_strnicmp"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"30"	"dos/command/cmdconf.c;dos/command/cmdenv.c;dos/command/cmdpif.c;dos/dem/demfile.c;vdmexts/help.c;vdmexts/util.c;vdmexts/wow.c;vdmredir/vrdebug.c;vdmredir/vrdll.c;vdmredir/vrmslot.c;vdmredir/vrnmpipe.c;wow32/wkfileio.c;wow32/wow32.c"	""	"base/crts/crtw32/string/strnicmp.c:61@bbf9214bfa4a2ec4cacf422b38014b199a70a3ef8452e0829a973aa565ca6aa5;res/oldcrt/crt32/string/strnicmp.c:50@5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5;res/oldcrt/crt32st/string/strnicmp.c:50@5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5;res/oldcrt/crt32psx/string/strnicmp.c:50@5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5;res/oldcrt/crt32nt/string/strnicmp.c:50@5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5;res/oldcrt/crt32dll/string/strnicmp.c:50@5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5;nt/private/windows/shell/oleprop/office/offglue.c:492@94756a49ddeee94a0189159f58c467049134e91c510b1d56ab2c4b4bb2ea3778;nt/private/sdktools/vctools/crt/crtw32/string/strnicmp.c:61@bbf9214bfa4a2ec4cacf422b38014b199a70a3ef8452e0829a973aa565ca6aa5"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0016"	"_strnset"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"dos/dem/demsrch.c"	""	"base/crts/crtw32/string/strnset.c:43@9811e981902bf7e41841c1277a82ceaa09592f698719f5ef3dbfdc56131715ad;res/oldcrt/crt32/string/strnset.c:42@178d221306f87fb0de14043af97211ef550a270e36e290eda0fd0a0e1965d052;res/oldcrt/crt32st/string/strnset.c:42@178d221306f87fb0de14043af97211ef550a270e36e290eda0fd0a0e1965d052;res/oldcrt/crt32psx/string/strnset.c:42@178d221306f87fb0de14043af97211ef550a270e36e290eda0fd0a0e1965d052;res/oldcrt/crt32nt/string/strnset.c:42@178d221306f87fb0de14043af97211ef550a270e36e290eda0fd0a0e1965d052;res/oldcrt/crt32dll/string/strnset.c:42@178d221306f87fb0de14043af97211ef550a270e36e290eda0fd0a0e1965d052;nt/private/sdktools/vctools/crt/crtw32/string/strnset.c:43@9811e981902bf7e41841c1277a82ceaa09592f698719f5ef3dbfdc56131715ad"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0017"	"_strupr"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"22"	"bde/bdesym.c;dos/command/cmdenv.c;dos/command/cmdmisc.c;dos/dem/demsrch.c;vdmexts/sym.c;vdmredir/vrdebug.c;vdmredir/vrdlcdbg.c;vdmredir/vrnetapi.c;vdmutils/graftabl/graftabl.c;wow32/wgfont.c;wow32/wkfileio.c;wow32/wkman.c"	""	"base/crts/crtw32/string/strupr.c:77@7daa1537253a8e256d6b924870e9761c23b3aaae3a8be379c4bbfdd4844459e8;res/oldcrt/crt32/string/strupr.c:59@dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781;nt/private/oleauto/tests/common/util.cpp:40@78d3b8c488c0a6804ec78be769f66db56819907cdef1f508d858afd497035bf6;res/oldcrt/crt32st/string/strupr.c:59@dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781;res/oldcrt/crt32psx/string/strupr.c:59@dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781;res/oldcrt/crt32nt/string/strupr.c:59@dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781;res/oldcrt/crt32dll/string/strupr.c:59@dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781;nt/private/sdktools/vctools/crt/crtw32/string/strupr.c:77@7daa1537253a8e256d6b924870e9761c23b3aaae3a8be379c4bbfdd4844459e8;nt/private/rpc/runtime/mtrt/win32c/cruntime.c:202@f38263be1c4a2ba698d19d1c16064c2a9b7724c432b84247d03be92179c61d25"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0018"	"_ultoa"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"vdmexts/sym.c;vdmexts/util.c"	""	"base/crts/crtw32/convert/xtoa.c:120@66f32e06ac51d6596ef76e6eb64cc9e472c8e518ffbcf983eb7dbebd33de0e6a;res/oldcrt/crt32/convert/xtoa.c:119@33d9fcc2d8da7f4e53bc105bb1700012625417b6b3b9195f5f9422d714306cc3;res/oldcrt/crt32st/convert/xtoa.c:119@33d9fcc2d8da7f4e53bc105bb1700012625417b6b3b9195f5f9422d714306cc3;res/oldcrt/crt32psx/convert/xtoa.c:119@33d9fcc2d8da7f4e53bc105bb1700012625417b6b3b9195f5f9422d714306cc3;res/oldcrt/crt32nt/convert/xtoa.c:119@33d9fcc2d8da7f4e53bc105bb1700012625417b6b3b9195f5f9422d714306cc3;res/oldcrt/crt32dll/convert/xtoa.c:119@33d9fcc2d8da7f4e53bc105bb1700012625417b6b3b9195f5f9422d714306cc3;nt/private/sdktools/vctools/crt/crtw32/convert/xtoa.c:120@66f32e06ac51d6596ef76e6eb64cc9e472c8e518ffbcf983eb7dbebd33de0e6a;nt/private/utils/mep/browser/bsc/format.c:98@6c4da35952ebb3a9a6c184cc553b44c06fb3cc406950ce0493e790ce57773be5"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0019"	"_wcsicmp"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"base/win32/server/srvinit.c"	""	"windows/core/advapi/digsig/digsig/util.cpp:912@d73005e14361f38dfe41b41f0e1c293282d5f46e27e1335a4ed1eb95efb6ed2b;base/crts/crtw32/string/wcsicmp.c:57@a68fabfa1ea045f84bd797a646af7b20145bdcfb5ee75bd6c6ee2f7e2239c730;res/oldcrt/crt32/string/wcsicmp.c:51@b4f41c4cab1d15216161079de6f0787a8006a6026653a822423f49fa5c41eeec;res/oldcrt/crt32st/string/wcsicmp.c:51@b4f41c4cab1d15216161079de6f0787a8006a6026653a822423f49fa5c41eeec;res/oldcrt/crt32psx/string/wcsicmp.c:51@b4f41c4cab1d15216161079de6f0787a8006a6026653a822423f49fa5c41eeec;res/oldcrt/crt32nt/string/wcsicmp.c:51@b4f41c4cab1d15216161079de6f0787a8006a6026653a822423f49fa5c41eeec;res/oldcrt/crt32dll/string/wcsicmp.c:51@b4f41c4cab1d15216161079de6f0787a8006a6026653a822423f49fa5c41eeec;nt/private/windows/base/advapi/digsig/digsig/util.cpp:912@d73005e14361f38dfe41b41f0e1c293282d5f46e27e1335a4ed1eb95efb6ed2b;nt/private/sdktools/vctools/crt/crtw32/string/wcsicmp.c:57@a68fabfa1ea045f84bd797a646af7b20145bdcfb5ee75bd6c6ee2f7e2239c730"	"base/crts;nt/private;res/oldcrt;windows/core"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0020"	"_wcsnicmp"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"3"	"base/win32/client/vdm.c;base/win32/server/srvinit.c;dos/command/cmdenv.c"	""	"base/crts/crtw32/string/wcsnicmp.c:61@9d49bccf6f6f22aec11f985cc8651be27757ee203980d6880b0cb8b641ea10b7;res/oldcrt/crt32/string/wcsnicmp.c:56@199564b641b8a6d138875d0738a18fef6ddb85758ad7d2fa01cd1b9b2141fba0;res/oldcrt/crt32st/string/wcsnicmp.c:56@199564b641b8a6d138875d0738a18fef6ddb85758ad7d2fa01cd1b9b2141fba0;res/oldcrt/crt32psx/string/wcsnicmp.c:56@199564b641b8a6d138875d0738a18fef6ddb85758ad7d2fa01cd1b9b2141fba0;res/oldcrt/crt32nt/string/wcsnicmp.c:56@199564b641b8a6d138875d0738a18fef6ddb85758ad7d2fa01cd1b9b2141fba0;res/oldcrt/crt32dll/string/wcsnicmp.c:56@199564b641b8a6d138875d0738a18fef6ddb85758ad7d2fa01cd1b9b2141fba0;nt/private/sdktools/vctools/crt/crtw32/string/wcsnicmp.c:61@9d49bccf6f6f22aec11f985cc8651be27757ee203980d6880b0cb8b641ea10b7"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0021"	"_write"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"3"	"softpc.new/host/src/nt_rez.c"	""	"base/crts/crtw32/lowio/write.c:100@92f346e4ee2e16b2e47bd9108593da7229b7901539c43cb97ae731469516188e;base/crts/crtw32/lowio/write.c:143@92f346e4ee2e16b2e47bd9108593da7229b7901539c43cb97ae731469516188e;base/crts/crtw32/lowio/write.c:299@92f346e4ee2e16b2e47bd9108593da7229b7901539c43cb97ae731469516188e;res/oldcrt/crt32/lowio/write.c:91@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;res/oldcrt/crt32/lowio/write.c:139@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;res/oldcrt/crt32st/lowio/write.c:91@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;res/oldcrt/crt32st/lowio/write.c:139@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;res/oldcrt/crt32psx/lowio/write.c:91@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;res/oldcrt/crt32psx/lowio/write.c:139@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;res/oldcrt/crt32nt/lowio/write.c:91@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;res/oldcrt/crt32nt/lowio/write.c:139@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;res/oldcrt/crt32dll/lowio/write.c:91@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;res/oldcrt/crt32dll/lowio/write.c:139@9b740e90d721c3c13b8913134e9eb6f7b56fe4168d62ec92ce3eef40213cd186;nt/private/sdktools/vctools/crt/crtw32/lowio/write.c:100@92f346e4ee2e16b2e47bd9108593da7229b7901539c43cb97ae731469516188e;nt/private/sdktools/vctools/crt/crtw32/lowio/write.c:143@92f346e4ee2e16b2e47bd9108593da7229b7901539c43cb97ae731469516188e;nt/private/sdktools/vctools/crt/crtw32/lowio/write.c:299@92f346e4ee2e16b2e47bd9108593da7229b7901539c43cb97ae731469516188e;nt/private/net/ras/src/rasfile/rftest.c:175@c5fec6d3efe63d7529eb53917567113b6d010f3c208535de3cc319d8cf35649a"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0022"	"a3_getAF"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0023"	"a3_getAH"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0024"	"a3_getAL"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0025"	"a3_getAX"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0026"	"a3_getBH"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0027"	"a3_getBL"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0028"	"a3_getBP"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0029"	"a3_getBX"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0030"	"a3_getCF"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0031"	"a3_getCH"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0032"	"a3_getCL"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0033"	"a3_getCS"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0034"	"a3_getCX"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0035"	"a3_getDF"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0036"	"a3_getDH"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0037"	"a3_getDI"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0038"	"a3_getDL"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0039"	"a3_getDS"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0040"	"a3_getDX"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0041"	"a3_getES"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0042"	"a3_getIF"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0043"	"a3_getIP"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0044"	"a3_getOF"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/obj.vdm/c_regs.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
