"include_spelling"	"occurrences"	"caller_count"	"caller_paths"	"upstream_header_paths"	"upstream_package_roots"	"stage1_state"	"next_stage"	"first_hop_owner"	"first_hop_kind"
"SOFTPC_INPUT.seg"	"1"	"1"	"softpc.new/base/keymouse/mouse.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_IOS.seg"	"1"	"1"	"softpc.new/base/support/ios.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_LIM.seg"	"4"	"2"	"softpc.new/base/bios/emm_fncs.c;softpc.new/base/dos/emm_mngr.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_LIM2.seg"	"1"	"1"	"softpc.new/base/dos/emm_mngr.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_MOUSE.seg"	"2"	"2"	"softpc.new/base/keymouse/mouse_io.c;softpc.new/base/keymouse/mouse.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_PPI.seg"	"1"	"1"	"softpc.new/base/keymouse/keyba.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_PRINTER.seg"	"1"	"1"	"softpc.new/base/comms/printer.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_QUICKEV.seg"	"1"	"1"	"softpc.new/base/system/quick_ev.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_SUPPORT.seg"	"5"	"5"	"softpc.new/base/bios/rom_basc.c;softpc.new/base/ccpu386/ccpusas4.c;softpc.new/base/keymouse/ppi.c;softpc.new/base/system/timer.c;softpc.new/base/system/timestrb.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_TEST_FLOPPY.seg"	"1"	"1"	"softpc.new/base/disks/gfi_test.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"SOFTPC_VGA.seg"	"3"	"3"	"softpc.new/base/video/v7_ports.c;softpc.new/base/video/vga_mode.c;softpc.new/base/video/vga_prts.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"softpc.h"	"65"	"65"	"dbg/dbg.c;dos/command/cmdconf.c;dos/command/cmddisp.c;dos/command/cmdenv.c;dos/command/cmdexec.c;dos/command/cmdexit.c;dos/command/cmdkeyb.c;dos/command/cmdmisc.c;dos/command/cmdpif.c;dos/command/cmdredir.c;dos/dem/demdasd.c;dos/dem/demdir.c;dos/dem/demdisp.c;dos/dem/demerror.c;dos/dem/demfcb.c;dos/dem/demfile.c;dos/dem/demgset.c;dos/dem/demhndl.c;dos/dem/demioctl.c;dos/dem/demlabel.c;dos/dem/demlock.c;dos/dem/demmisc.c;dos/dem/demsrch.c;dpmi32/buffer.c;dpmi32/debug.c;dpmi32/dpmi32.c;dpmi32/dpmiint.c;dpmi32/dpmimemr.c;dpmi32/dpmimscr.c;dpmi32/dpmiselr.c;dpmi32/i386/dpmi386.c;dpmi32/i386/dpmimem.c;dpmi32/i386/dpmimisc.c;dpmi32/int21map.c;dpmi32/modesw.c;dpmi32/register.c;dpmi32/savestat.c;dpmi32/stack.c;dpmi32/vxd.c;dpmi32/xmem.c;v86/scaffold/i386/fakebop.c;v86/scaffold/i386/fakeinit.c;v86/scaffold/i386/fakekbd.c;v86/scaffold/i386/fakevid.c;v86/scaffold/i386/softpc.c;vdmredir/vrdebug.c;vdmredir/vrdisp.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrinit.c;vdmredir/vrmisc.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c;vdmredir/vrremote.c;xms.486/xmsa20.c;xms.486/xmsblock.c;xms.486/xmsdisp.c;xms.486/xmsmemr.c;xms.486/xmsmisc.c;xms.486/xmsumb.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"spcfile.h"	"7"	"7"	"softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_rez.c;softpc.new/host/src/nt_unix.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"stc.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/stc.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"std.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/std.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"stdarg.h"	"4"	"4"	"softpc.new/host/src/fprt.c;vdmredir/vrdebug.c;vdmredir/vrdlcdbg.c;wow32/wow32.c"	"base/crts/crtw32/h/stdarg.h;base/crts/libw32/include/stdarg.h;com/ole32/olethunk/ole16/inc/stdarg.h;public/sdk/inc/crt/stdarg.h;sdktools/jetadmin/inc/stdarg.h"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"stddef.h"	"1"	"1"	"wow32/wgdi.c"	"base/crts/crtw32/h/stddef.h;base/crts/libw32/include/stddef.h;public/sdk/inc/crt/stddef.h;sdktools/jetadmin/inc/stddef.h"	"base/crts/crtw32;base/crts/libw32;public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"stdio.h"	"157"	"155"	"dbg/dbg.c;dos/dem/demdasd.c;dos/dem/demdisp.c;dos/dem/demmisc.c;dos/dem/demmsg.c;dpmi32/i386/dpmimisc.c;ieuvddex/i386/profile.c;ieuvddex/i386/regs.c;ieuvddex/i386/vdmtib.c;ieuvddex/pmode.c;ieuvddex/system.c;ieuvddex/trace.c;oemuni/toemuni.c;softpc.new/base/bios/bios.c;softpc.new/base/bios/bootstra.c;softpc.new/base/bios/emm_fncs.c;softpc.new/base/bios/equipmnt.c;softpc.new/base/bios/ill_bop.c;softpc.new/base/bios/mem_size.c;softpc.new/base/bios/reset.c;softpc.new/base/bios/rom_basc.c;softpc.new/base/bios/tape_io.c;softpc.new/base/bios/virtual.c;softpc.new/base/ccpu386/bswap.c;softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/c_tlb.c;softpc.new/base/ccpu386/c_tsksw.c;softpc.new/base/ccpu386/c_xcptn.c;softpc.new/base/ccpu386/c_xtrn.c;softpc.new/base/ccpu386/ccpusas4.c;softpc.new/base/ccpu386/mov.c;softpc.new/base/ccpu386/ntthread.c;softpc.new/base/ccpu386/sascdef.c;softpc.new/base/comms/com.c;softpc.new/base/comms/printer_.c;softpc.new/base/comms/printer.c;softpc.new/base/comms/rs232_io.c;softpc.new/base/dasm386/dasm386.c;softpc.new/base/debug/btrace.c;softpc.new/base/debug/dasm.c;softpc.new/base/debug/ega_dump.c;softpc.new/base/debug/pigyoda.c;softpc.new/base/debug/profile.c;softpc.new/base/debug/trace.c;softpc.new/base/debug/yoda.c;softpc.new/base/disks/diskbios.c;softpc.new/base/disks/fdisk.c;softpc.new/base/disks/fla.c;softpc.new/base/disks/floppy_i.c;softpc.new/base/disks/floppy.c;softpc.new/base/disks/gfi_ibm.c;softpc.new/base/disks/gfi_mpty.c;softpc.new/base/disks/gfi_sflp.c;softpc.new/base/disks/gfi_test.c;softpc.new/base/disks/gfi.c;softpc.new/base/dos/emm_mngr.c;softpc.new/base/keymouse/keyba.c;softpc.new/base/keymouse/keybd_io.c;softpc.new/base/keymouse/mouse_io.c;softpc.new/base/keymouse/mouse.c;softpc.new/base/keymouse/ppi.c;softpc.new/base/support/ios.c;softpc.new/base/support/main.c;softpc.new/base/support/terminat.c;softpc.new/base/support/time_day.c;softpc.new/base/support/xt.c;softpc.new/base/system/at_dma.c;softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/ica.c;softpc.new/base/system/illegalp.c;softpc.new/base/system/qevnt.c;softpc.new/base/system/quick_ev.c;softpc.new/base/system/rom.c;softpc.new/base/system/timer.c;softpc.new/base/system/timestrb.c;softpc.new/base/video/cga.c;softpc.new/base/video/ega_trcr.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/ega_writ.c;softpc.new/base/video/ga_glue.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/gvi.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video_io.c;softpc.new/base/video/video.c;softpc.new/convert/convert.c;softpc.new/dat2obj/dat2obj.c;softpc.new/debugger/vdmdebug.c;softpc.new/host/src/config.c;softpc.new/host/src/fprt.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_cga.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_cprgs.c;softpc.new/host/src/nt_cpu.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_hfx.c;softpc.new/host/src/nt_hosts.c;softpc.new/host/src/nt_hunt.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_nls.c;softpc.new/host/src/nt_ntfun.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rez.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_sec.c;softpc.new/host/src/nt_smenu.c;softpc.new/host/src/nt_sound.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_vdd.c;softpc.new/host/src/nt_vflop.c;softpc.new/host/src/nt_vga.c;softpc.new/host/src/nt_wcom.c;softpc.new/host/src/nt_yoda.c;softpc.new/host/src/sim32.c;softpc.new/host/src/stf_conf.c;softpc.new/host/src/stubs.c;softpc.new/rename/rename.c;suballoc/tsa.c;v86/monitor/i386/proflib.c;v86/monitor/i386/sas.c;v86/monitor/i386/spcstubs.c;v86/scaffold/i386/fakebop.c;v86/scaffold/i386/fakeinit.c;v86/scaffold/i386/fakekbd.c;v86/scaffold/i386/fakevid.c;v86/scaffold/i386/softpc.c;vdd/samples/adlibvdd/vdd.c;vdd/samples/vsbd/vdd.c;vdmdbg/vdmdbg.c;vdmexts/debug.c;vdmexts/i386/profile.c;vdmexts/i386/regs.c;vdmexts/i386/vdmtib.c;vdmredir/vrdebug.c;vdmredir/vrdlcdbg.c;vdmredir/vrdll.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c;vdmutils/forcedos/forcedos.c;vdmutils/graftabl/graftabl.c;vdmutils/pifedit/mods.c;vdmutils/win/win.c;xms.486/xmsdisp.c"	"base/crts/crtw32/h/stdio.h;base/crts/libw32/include/stdio.h;com/ole32/olethunk/ole16/inc/stdio.h;public/sdk/inc/crt/stdio.h;sdktools/jetadmin/inc/stdio.h"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"stdlib.h"	"86"	"86"	"softpc.new/base/bios/ill_bop.c;softpc.new/base/bios/reset.c;softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/ccpusas4.c;softpc.new/base/ccpu386/ntthread.c;softpc.new/base/cvidc/sevid000.c;softpc.new/base/cvidc/sevid001.c;softpc.new/base/cvidc/sevid002.c;softpc.new/base/cvidc/sevid003.c;softpc.new/base/cvidc/sevid004.c;softpc.new/base/cvidc/sevid005.c;softpc.new/base/cvidc/sevid006.c;softpc.new/base/cvidc/sevid007.c;softpc.new/base/cvidc/sevid008.c;softpc.new/base/cvidc/sevid009.c;softpc.new/base/cvidc/sevid010.c;softpc.new/base/cvidc/sevid011.c;softpc.new/base/cvidc/sevid012.c;softpc.new/base/cvidc/sevid013.c;softpc.new/base/cvidc/sevid014.c;softpc.new/base/cvidc/sevid015.c;softpc.new/base/cvidc/sevid016.c;softpc.new/base/cvidc/sevid017.c;softpc.new/base/cvidc/sevid018.c;softpc.new/base/cvidc/sevid019.c;softpc.new/base/cvidc/sevid020.c;softpc.new/base/cvidc/sevid021.c;softpc.new/base/cvidc/sevid022.c;softpc.new/base/cvidc/sevid023.c;softpc.new/base/cvidc/sevid024.c;softpc.new/base/cvidc/sevid025.c;softpc.new/base/cvidc/sevid026.c;softpc.new/base/cvidc/sevid027.c;softpc.new/base/cvidc/sevid028.c;softpc.new/base/cvidc/sevid029.c;softpc.new/base/cvidc/sevid030.c;softpc.new/base/cvidc/sinit011.c;softpc.new/base/cvidc/sinit012.c;softpc.new/base/cvidc/sinit013.c;softpc.new/base/debug/profile.c;softpc.new/base/debug/trace.c;softpc.new/base/debug/yoda.c;softpc.new/base/support/ios.c;softpc.new/base/support/main.c;softpc.new/base/support/terminat.c;softpc.new/base/support/time_day.c;softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/qevnt.c;softpc.new/base/system/quick_ev.c;softpc.new/base/system/timer.c;softpc.new/convert/convert.c;softpc.new/dat2obj/dat2obj.c;softpc.new/debugger/vdmdebug.c;softpc.new/host/src/config.c;softpc.new/host/src/fprt.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_mem.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_ntfun.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_smenu.c;softpc.new/host/src/nt_thred.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_wcom.c;softpc.new/host/src/sim32.c;softpc.new/host/src/stubs.c;softpc.new/host/src/x86_emm.c;softpc.new/obj.vdm/ntvdm.c;softpc.new/rename/rename.c;v86/scaffold/i386/softpc.c;vdmredir/vrdebug.c;vdmredir/vrdll.c;vdmredir/vrputil.c;vdmutils/forcedos/forcedos.c;vdmutils/graftabl/graftabl.c;wow32/wmmedia.c"	"base/crts/crtw32/h/stdlib.h;base/crts/libw32/include/stdlib.h;com/ole32/olethunk/ole16/inc/stdlib.h;public/sdk/inc/crt/stdlib.h;sdktools/jetadmin/inc/stdlib.h"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"sti.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/sti.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"str.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/str.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"string.h"	"41"	"41"	"dbg/dbg.c;dos/command/cmdkeyb.c;dos/dem/demmisc.c;oemuni/toemuni.c;softpc.new/base/bios/emm_fncs.c;softpc.new/base/dos/emm_mngr.c;softpc.new/base/system/cmosnt.c;softpc.new/dat2obj/dat2obj.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_cga.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_mem.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_nls.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_vflop.c;softpc.new/host/src/nt_wcom.c;softpc.new/host/src/stf_conf.c;softpc.new/host/src/stubs.c;softpc.new/host/src/x86_emm.c;softpc.new/rename/rename.c;v86/monitor/i386/proflib.c;v86/scaffold/i386/fakeinit.c;v86/scaffold/i386/fakekbd.c;v86/scaffold/i386/fakevid.c;v86/scaffold/i386/softpc.c;vdmdbg/vdmdbg.c;vdmredir/vrdebug.c;vdmredir/vrdlcdbg.c;vdmredir/vrdll.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnmpipe.c;vdmredir/vrremote.c;vdmutils/forcedos/forcedos.c;vdmutils/graftabl/graftabl.c;xms.486/xmsblock.c"	"base/boot/detect/x86/string.h;base/crts/crtw32/h/string.h;base/crts/libw32/include/string.h;com/ole32/olethunk/ole16/inc/string.h;public/sdk/inc/crt/string.h;sdktools/jetadmin/inc/string.h"	"base/boot/detect;base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"sub.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/sub.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"suballcp.h"	"1"	"1"	"suballoc/suballoc.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"suballoc.h"	"6"	"6"	"dpmi32/dpmimemr.c;dpmi32/i386/dpmimem.c;suballoc/tsa.c;xms.486/i386/xmsmem86.c;xms.486/xms.c;xms.486/xmsmemr.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"sys/termio.h"	"2"	"2"	"softpc.new/base/comms/printer_.c;softpc.new/base/comms/printer.c"	""	""	"historical CRT/terminal declaration leaf"	"classify public compiler/API leaf or resolve spelling"	"unresolved first-hop include spelling"	"source-layout-reconciliation"
"sys/times.h"	"1"	"1"	"softpc.new/base/debug/profile.c"	"public/internal/sdktools/inc/ztools/times.h;public/sdk/inc/posix/sys/times.h"	"public/internal/sdktools;public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"unresolved first-hop include spelling"	"source-layout-reconciliation"
"sys/types.h"	"5"	"5"	"softpc.new/host/src/nt_cpu.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_sas.c;softpc.new/host/src/nt_timer.c"	"base/boot/detect/x86/types.h;base/boot/startup/x86/types.h;base/crts/crtw32/h/sys/types.h;base/crts/libw32/include/sys/types.h;com/ole32/oleui/types.h;com/oleaut32/typelib/types.h;public/sdk/inc/crt/sys/types.h;public/sdk/inc/posix/types.h;public/sdk/inc/posix/sys/types.h;sdktools/damage/types.h;sdktools/mip2coff/types.h;sdktools/ntsdsapi/inc/types.h;sdktools/vctools/langapi/debugger/types.h;windows/core/ntgdi/direct/ddraw/types.h;windows/diamond/types.h;windows/diamond/chuck/types.h"	"base/boot/detect;base/boot/startup;base/crts/crtw32;base/crts/libw32;com/ole32/oleui;com/oleaut32/typelib;public/sdk/inc;sdktools/damage/types.h;sdktools/mip2coff/types.h;sdktools/ntsdsapi/inc;sdktools/vctools/langapi;windows/core/ntgdi;windows/diamond/chuck;windows/diamond/types.h"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"unresolved first-hop include spelling"	"source-layout-reconciliation"
"sys\stat.h"	"2"	"2"	"softpc.new/host/src/nt_rez.c;softpc.new/host/src/nt_vflop.c"	"base/crts/crtw32/h/sys/stat.h;base/crts/libw32/include/sys/stat.h;public/sdk/inc/crt/sys/stat.h;public/sdk/inc/posix/sys/stat.h;sdktools/pperf/driver/stat.h;windows/core/ntgdi/fondrv/tt/scaler/stat.h"	"base/crts/crtw32;base/crts/libw32;public/sdk/inc;sdktools/pperf/driver;windows/core/ntgdi"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"unresolved first-hop include spelling"	"source-layout-reconciliation"
"sys\types.h"	"7"	"7"	"softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rez.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_vflop.c"	"base/boot/detect/x86/types.h;base/boot/startup/x86/types.h;base/crts/crtw32/h/sys/types.h;base/crts/libw32/include/sys/types.h;com/ole32/oleui/types.h;com/oleaut32/typelib/types.h;public/sdk/inc/crt/sys/types.h;public/sdk/inc/posix/types.h;public/sdk/inc/posix/sys/types.h;sdktools/damage/types.h;sdktools/mip2coff/types.h;sdktools/ntsdsapi/inc/types.h;sdktools/vctools/langapi/debugger/types.h;windows/core/ntgdi/direct/ddraw/types.h;windows/diamond/types.h;windows/diamond/chuck/types.h"	"base/boot/detect;base/boot/startup;base/crts/crtw32;base/crts/libw32;com/ole32/oleui;com/oleaut32/typelib;public/sdk/inc;sdktools/damage/types.h;sdktools/mip2coff/types.h;sdktools/ntsdsapi/inc;sdktools/vctools/langapi;windows/core/ntgdi;windows/diamond/chuck;windows/diamond/types.h"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"unresolved first-hop include spelling"	"source-layout-reconciliation"
"tape_io.h"	"3"	"3"	"softpc.new/base/bios/tape_io.c;softpc.new/base/disks/floppy_i.c;softpc.new/base/disks/floppy.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"test.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/test.c"	"ds/netapi/svcdlls/repl/repltest/test.h;shell/version/test/test.h"	"ds/netapi/svcdlls;shell/version/test"	"selected-mvdm-header; no external package edge"	"expand owning package/build boundary"	"mvdm selected union"	"internal-or-selected-input"
"time.h"	"4"	"4"	"softpc.new/base/system/cmosnt.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_unix.c"	"base/crts/crtw32/h/time.h;base/crts/libw32/include/time.h;public/sdk/inc/crt/time.h;sdktools/jetadmin/inc/time.h"	"base/crts/crtw32;base/crts/libw32;public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"timer.h"	"30"	"30"	"softpc.new/base/bios/emm_fncs.c;softpc.new/base/bios/reset.c;softpc.new/base/ccpu386/ccpusas4.c;softpc.new/base/comms/com.c;softpc.new/base/disks/gfi_sflp.c;softpc.new/base/dos/emm_mngr.c;softpc.new/base/keymouse/keyba.c;softpc.new/base/keymouse/keybd_io.c;softpc.new/base/keymouse/ppi.c;softpc.new/base/support/main.c;softpc.new/base/support/terminat.c;softpc.new/base/support/time_day.c;softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/idetect.c;softpc.new/base/system/qevnt.c;softpc.new/base/system/quick_ev.c;softpc.new/base/system/timer.c;softpc.new/base/system/timestrb.c;softpc.new/base/video/cga.c;softpc.new/base/video/ega_prts.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/vga_prts.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rez.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_timer.c"	"admin/netui/common/src/blt/test/dead/timer.h;public/internal/net/inc/sys/snet/timer.h"	"admin/netui/common;public/internal/net"	"selected-mvdm-header; no external package edge"	"expand owning package/build boundary"	"mvdm selected union"	"internal-or-selected-input"
"timestmp.h"	"3"	"3"	"softpc.new/base/system/qevnt.c;softpc.new/base/system/quick_ev.c;softpc.new/host/src/nt_timer.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"timeval.h"	"14"	"13"	"softpc.new/base/bios/emm_fncs.c;softpc.new/base/debug/yoda.c;softpc.new/base/disks/gfi_sflp.c;softpc.new/base/keymouse/keyba.c;softpc.new/base/keymouse/keybd_io.c;softpc.new/base/support/time_day.c;softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/timer.c;softpc.new/base/video/cga.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_unix.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"tmstrobe.h"	"4"	"4"	"softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/timestrb.c;softpc.new/host/src/nt_timer.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
