zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	exclusion
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|650"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"650"	"waveOutPrepareHeader"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|713"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"713"	"waveOutUnprepareHeader"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|774"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"774"	"waveOutWrite"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|873"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"873"	"waveOutReset"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|1173"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"1173"	"waveInGetNumDevs"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|1239"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"1239"	"waveInGetDevCaps"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|1492"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"1492"	"waveInClose"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|1700"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"1700"	"waveInStart"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|1730"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"1730"	"waveInStop"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/regedit/regporte.c|d069e2df7307ac741ac03ded5234cf776483506fec3aeecd66310e00251ea506|2116"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/regedit/regporte.c"	"d069e2df7307ac741ac03ded5234cf776483506fec3aeecd66310e00251ea506"	"2116"	"GetFileSize"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/regedit/regporte.c|d069e2df7307ac741ac03ded5234cf776483506fec3aeecd66310e00251ea506|2180"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/regedit/regporte.c"	"d069e2df7307ac741ac03ded5234cf776483506fec3aeecd66310e00251ea506"	"2180"	"IsDBCSLeadByte"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/regedit/regthunk.c|7b513fdc686eb8291b6e67651d09ffe0de52b87111c5cfe872651c5cd5f0f81c|21"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/regedit/regthunk.c"	"7b513fdc686eb8291b6e67651d09ffe0de52b87111c5cfe872651c5cd5f0f81c"	"21"	"RegSetValueEx"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/shell/dragdrop.c|6ee2599e94500f6e7c9ea9b348aaf61d3ea840d63ed5f9e6ebd6525030935cb9|42"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/shell/dragdrop.c"	"6ee2599e94500f6e7c9ea9b348aaf61d3ea840d63ed5f9e6ebd6525030935cb9"	"42"	"DragFinish"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/user/fastres.c|64d7d2460cbed3ddaaae69338515fc8c8d1881ab5e0e5c77486d46bfbd187b37|366"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/user/fastres.c"	"64d7d2460cbed3ddaaae69338515fc8c8d1881ab5e0e5c77486d46bfbd187b37"	"366"	"SetClipboardData"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/user/wsprintf.c"	"f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7"	"336"	"wsprintf"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/wfwnet/wfwnet.c|2e46bb1d5b9c3791a70a21b0fc9b053b63748814988665fcabe13792543e6942|714"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/wfwnet/wfwnet.c"	"2e46bb1d5b9c3791a70a21b0fc9b053b63748814988665fcabe13792543e6942"	"714"	"SetLastError"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|58"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"58"	"UnlinkAppInfo"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|89"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"89"	"CreateLst"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|110"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"110"	"DestroyLst"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|140"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"140"	"FindLstItem"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|206"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"206"	"NewLstItem"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|246"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"246"	"RemoveLstItem"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"552"	"CreatePile"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"572"	"DestroyPile"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|627"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"627"	"FindPileItem"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|688"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"688"	"AddPileItem"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"743"	"PopPileSubitem"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|843"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"843"	"CopyHugeBlock"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdb.c"	"a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71"	"916"	"DmgDestroyWindow"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdde.c|e9b8d0ee1e58cbb1944171704c735d35d8de41a9d366b25db06094be1ce40505|156"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgdde.c"	"e9b8d0ee1e58cbb1944171704c735d35d8de41a9d366b25db06094be1ce40505"	"156"	"AllocDDESel"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|32"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmghsz.c"	"057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3"	"32"	"FreeHsz"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|50"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmghsz.c"	"057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3"	"50"	"IncHszCount"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|78"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmghsz.c"	"057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3"	"78"	"QueryHszLength"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|101"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmghsz.c"	"057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3"	"101"	"QueryHszName"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|134"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmghsz.c"	"057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3"	"134"	"FindAddHsz"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|147"	"confirmed expanded original-MVDM internal edge"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmghsz.c"	"057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3"	"147"	"FindAddHszHelper"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|337"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgmem.c"	"94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8"	"337"	"DmgCreateHeap"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|367"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgmem.c"	"94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8"	"367"	"DmgDestroyHeap"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|381"	"confirmed expanded original-MVDM internal edge"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgmem.c"	"94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8"	"381"	"ProcessMemError"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgmem.c"	"94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8"	"430"	"FarAllocMem"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgq.c|254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b|38"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgq.c"	"254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b"	"38"	"CreateQ"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgq.c|254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b|66"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgq.c"	"254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b"	"66"	"DestroyQ"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgq.c|254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b|86"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgq.c"	"254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b"	"86"	"Addqi"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgq.c|254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b|124"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgq.c"	"254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b"	"124"	"Deleteqi"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgq.c|254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b|164"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/dmgq.c"	"254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b"	"164"	"Findqi"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/hdata.c|ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8|13"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/hdata.c"	"ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8"	"13"	"PutData"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metarec.c|b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de|242"	"confirmed original-boundary call"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/metarec.c"	"b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de"	"242"	"AttemptWrite"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metasup.c|3b90e8622c1263ccfd8a59f7f814b03d68c7074fa7c10bd9fe425d31cd0fede5|263"	"confirmed expanded original-MVDM internal edge"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/metasup.c"	"3b90e8622c1263ccfd8a59f7f814b03d68c7074fa7c10bd9fe425d31cd0fede5"	"263"	"IsMetaDC"	"settled guest/tool MVDM subtree is not a zero-degree host root or admitted host closure member"
