"include"	"disposition"	"occurrence_count"	"source_count"	"forms"	"selected_candidate"	"first_source"	"first_line"	"rationale"
"nt_mem.h"	"mvdm-selected-include"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_mem.h"	"softpc.new/host/src/nt_emm.c"	"59"	"include name maps to a selected MVDM union path"
"nt_mon.h"	"mvdm-selected-include"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_mon.h"	"v86/monitor/i386/monitorp.h"	"33"	"include name maps to a selected MVDM union path"
"nt_mouse.h"	"mvdm-selected-include"	"6"	"6"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_mouse.h"	"softpc.new/base/keymouse/mouse_io.c"	"108"	"include name maps to a selected MVDM union path"
"nt_pif.h"	"mvdm-selected-include"	"8"	"8"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_pif.h"	"dos/command/cmdmisc.c"	"18"	"include name maps to a selected MVDM union path"
"nt_reset.h"	"mvdm-selected-include"	"20"	"20"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_reset.h"	"softpc.new/base/system/timer.c"	"84"	"include name maps to a selected MVDM union path"
"nt_smenu.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_smenu.h"	"softpc.new/host/src/nt_smenu.c"	"9"	"include name maps to a selected MVDM union path"
"nt_thred.h"	"mvdm-selected-include"	"7"	"7"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_thred.h"	"softpc.new/host/src/nt_bop.c"	"8"	"include name maps to a selected MVDM union path"
"nt_timer.h"	"mvdm-selected-include"	"6"	"6"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_timer.h"	"softpc.new/host/src/nt_com.c"	"39"	"include name maps to a selected MVDM union path"
"nt_uis.h"	"mvdm-selected-include"	"24"	"22"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_uis.h"	"dos/command/cmdmisc.c"	"19"	"include name maps to a selected MVDM union path"
"nt_vdd.h"	"exact-opennt-platform-candidate"	"8"	"8"	"angle;quote"	"O:\repos.external\OpenNT\public\sdk\inc\nt_vdd.h"	"dos/dem/demfile.c"	"21"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"nt_vddp.h"	"mvdm-selected-include"	"3"	"3"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_vddp.h"	"softpc.new/host/src/nt_msscs.c"	"35"	"include name maps to a selected MVDM union path"
"ntcheese.h"	"mvdm-selected-include"	"6"	"6"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\ntcheese.h"	"softpc.new/host/src/nt_event.c"	"70"	"include name maps to a selected MVDM union path"
"ntcsrdll.h"	"exact-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\ntcsrdll.h"	"wow32/wow32.c"	"33"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntdbg.h"	"exact-opennt-platform-candidate"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\ntdbg.h"	"dbg/dbg.c"	"15"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntddbeep.h"	"exact-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\ddk\inc\ntddbeep.h"	"softpc.new/host/src/nt_sound.c"	"4"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntddcdrm.h"	"exact-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\public\ddk\inc\ntddcdrm.h"	"vdd/samples/mscdex/vdd/vcdex.c"	"50"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntdddisk.h"	"ambiguous-opennt-platform-candidate"	"4"	"4"	"angle;quote"	"O:\repos.external\OpenNT\public\ddk\inc\ntdddisk.h;O:\repos.external\OpenNT-4.5\nt\private\ntos\dd\histgram\ntdddisk.h"	"dos/dem/dem.h"	"56"	"multiple same-basename candidates; package and declaration review required before import"
"ntdddlc.h"	"exact-opennt-platform-candidate"	"6"	"6"	"angle"	"O:\repos.external\OpenNT\public\ddk\inc\ntdddlc.h"	"vdmredir/vrdisp.c"	"49"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntddkbd.h"	"exact-opennt-platform-candidate"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\public\ddk\inc\ntddkbd.h"	"softpc.new/host/src/nt_event.c"	"26"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntddser.h"	"exact-opennt-platform-candidate"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\public\ddk\inc\ntddser.h"	"softpc.new/host/src/nt_com.c"	"4"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntddtx.h"	"exact-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\ddk\inc\ntddtx.h"	"sim32/sim32.c"	"2"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntddvdeo.h"	"exact-opennt-platform-candidate"	"12"	"12"	"angle;quote"	"O:\repos.external\OpenNT\public\ddk\inc\ntddvdeo.h"	"softpc.new/host/src/config.c"	"39"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntddvdm.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\internal\base\inc\ntddvdm.h;O:\repos.external\OpenNT-4.5\nt\private\inc\ntddvdm.h"	"softpc.new/host/src/nt_lpt.c"	"4"	"multiple same-basename candidates; package and declaration review required before import"
"ntexapi.h"	"exact-opennt-platform-candidate"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\ntexapi.h"	"softpc.new/host/src/nt_eoi.c"	"22"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntrtl.h"	"exact-opennt-platform-candidate"	"69"	"66"	"angle;quote"	"O:\repos.external\OpenNT\public\sdk\inc\ntrtl.h"	"bde/precomp.h"	"2"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntsdexts.h"	"ambiguous-opennt-platform-candidate"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\ntsdexts.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\ntsdexts.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\ntsdexts.h"	"bde/precomp.h"	"7"	"multiple same-basename candidates; package and declaration review required before import"
"ntseapi.h"	"exact-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\ntseapi.h"	"wow32/wkman.c"	"29"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"ntstatus.h"	"ambiguous-opennt-platform-candidate"	"4"	"4"	"angle;quote"	"O:\repos.external\OpenNT\public\internal\nls\inc\ntstatus.h;O:\repos.external\OpenNT\public\sdk\inc\ntstatus.h"	"softpc.new/host/src/nt_error.c"	"4"	"multiple same-basename candidates; package and declaration review required before import"
"ntthread.h"	"mvdm-local-direct"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\ntthread.h"	"softpc.new/base/ccpu386/c_main.c"	"34"	"quoted include resolves beside one or more selected MVDM sources"
"nturtl.h"	"exact-opennt-platform-candidate"	"69"	"66"	"angle;quote"	"O:\repos.external\OpenNT\public\sdk\inc\nturtl.h"	"bde/precomp.h"	"3"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"oem.h"	"mvdm-local-direct"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\oemuni\oem.h"	"oemuni/file.c"	"12"	"quoted include resolves beside one or more selected MVDM sources"
"oemuni.h"	"mvdm-selected-include"	"12"	"12"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\inc\oemuni.h"	"dos/command/cmdconf.c"	"14"	"include name maps to a selected MVDM union path"
"or.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\or.h"	"softpc.new/base/ccpu386/c_main.c"	"114"	"quoted include resolves beside one or more selected MVDM sources"
"out.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\out.h"	"softpc.new/base/ccpu386/c_main.c"	"113"	"quoted include resolves beside one or more selected MVDM sources"
"packoff.h"	"ambiguous-opennt-platform-candidate"	"7"	"6"	"angle"	"O:\repos.external\OpenNT\public\internal\base\inc\packoff.h;O:\repos.external\OpenNT\sdktools\tlibs\nb3lib\h\packoff.h;O:\repos.external\OpenNT\sdktools\wzmail\dh.new\h\packoff.h;O:\repos.external\OpenNT-4.5\nt\private\inc\packoff.h;O:\repos.external\OpenNT-4.5\nt\private\net\sockets\win95\include\tdi\packoff.h;O:\repos.external\OpenNT-4.5\nt\private\ntos\tdi\tcpip\h\packoff.h;O:\repos.external\OpenNT-4.5\nt\private\os2\client\packoff.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\tlibs\nb3lib\h\packoff.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\wzmail\dh.new\h\packoff.h"	"inc/dossvc.h"	"64"	"multiple same-basename candidates; package and declaration review required before import"
"packon.h"	"ambiguous-opennt-platform-candidate"	"7"	"6"	"angle"	"O:\repos.external\OpenNT\public\internal\base\inc\packon.h;O:\repos.external\OpenNT\sdktools\tlibs\nb3lib\h\packon.h;O:\repos.external\OpenNT\sdktools\wzmail\dh.new\h\packon.h;O:\repos.external\OpenNT-4.5\nt\private\inc\packon.h;O:\repos.external\OpenNT-4.5\nt\private\net\sockets\win95\include\tdi\packon.h;O:\repos.external\OpenNT-4.5\nt\private\ntos\tdi\tcpip\h\packon.h;O:\repos.external\OpenNT-4.5\nt\private\os2\client\packon.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\tlibs\nb3lib\h\packon.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\wzmail\dh.new\h\packon.h"	"inc/dossvc.h"	"28"	"multiple same-basename candidates; package and declaration review required before import"
"param.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\sdktools\vi\param.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\vi\param.h"	"softpc.new/base/inc/lm_clien.h"	"33"	"multiple same-basename candidates; package and declaration review required before import"
"pif.h"	"mvdm-selected-include"	"3"	"3"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\vdmutils\forcedos\pif.h"	"dos/command/cmdpif.c"	"14"	"include name maps to a selected MVDM union path"
"pifedit.h"	"mvdm-local-direct"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\vdmutils\pifedit\pifedit.h"	"vdmutils/pifedit/pifedit.c"	"5"	"quoted include resolves beside one or more selected MVDM sources"
"pifhelp.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\vdmutils\pifedit\pifhelp.h"	"vdmutils/pifedit/pifedit.h"	"3"	"quoted include resolves beside one or more selected MVDM sources"
"pigger_c.h"	"mvdm-local-direct"	"3"	"3"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\pigger_c.h;O:\repos.external\OpenNT\base\mvdm\softpc.new\base\cvidc\pigger_c.h"	"softpc.new/base/ccpu386/c_reg.c"	"38"	"quoted include resolves beside one or more selected MVDM sources"
"pigreg_c.h"	"mvdm-selected-include"	"2"	"2"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\mips\prod\pigreg_c.h"	"softpc.new/base/ccpu386/c_getset.c"	"46"	"include name maps to a selected MVDM union path"
"pmvdm.h"	"exact-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT-4.5\nt\private\windows\inc\pmvdm.h"	"softpc.new/host/src/config.c"	"53"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"pop.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\pop.h"	"softpc.new/base/ccpu386/c_main.c"	"115"	"quoted include resolves beside one or more selected MVDM sources"
"popa.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\popa.h"	"softpc.new/base/ccpu386/c_main.c"	"116"	"quoted include resolves beside one or more selected MVDM sources"
"popf.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\popf.h"	"softpc.new/base/ccpu386/c_main.c"	"117"	"quoted include resolves beside one or more selected MVDM sources"
"ppi.h"	"mvdm-selected-include"	"4"	"4"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\ppi.h"	"softpc.new/base/bios/reset.c"	"60"	"include name maps to a selected MVDM union path"
"precomp.h"	"mvdm-local-direct"	"127"	"127"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\bde\precomp.h;O:\repos.external\OpenNT\base\mvdm\dpmi32\precomp.h;O:\repos.external\OpenNT\base\mvdm\vdmexts\precomp.h;O:\repos.external\OpenNT\base\mvdm\wow32\precomp.h"	"bde/bdecmds.c"	"21"	"quoted include resolves beside one or more selected MVDM sources"
"printer.h"	"mvdm-selected-include"	"4"	"4"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\printer.h"	"softpc.new/base/bios/reset.c"	"61"	"include name maps to a selected MVDM union path"
"process.h"	"toolchain-or-public-sdk"	"7"	"7"	"angle"	""	"dos/command/cmd.h"	"39"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"profile.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\profile.h"	"softpc.new/base/debug/profile.c"	"39"	"include name maps to a selected MVDM union path"
"ptypes32.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\public\sdk\inc\ptypes32.h;O:\repos.external\OpenNT-4.5\nt\private\utils\ntbackup\exchange\build\inc\ptypes32.h"	"softpc.new/host/src/nt_com.c"	"7"	"multiple same-basename candidates; package and declaration review required before import"
"push.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\push.h"	"softpc.new/base/ccpu386/c_main.c"	"118"	"quoted include resolves beside one or more selected MVDM sources"
"pusha.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\pusha.h"	"softpc.new/base/ccpu386/c_main.c"	"119"	"quoted include resolves beside one or more selected MVDM sources"
"pushf.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\pushf.h"	"softpc.new/base/ccpu386/c_main.c"	"120"	"quoted include resolves beside one or more selected MVDM sources"
"quick_ev.h"	"mvdm-selected-include"	"15"	"15"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\quick_ev.h"	"softpc.new/base/bios/reset.c"	"79"	"include name maps to a selected MVDM union path"
"rcl.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\rcl.h"	"softpc.new/base/ccpu386/c_main.c"	"121"	"quoted include resolves beside one or more selected MVDM sources"
"rcr.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\rcr.h"	"softpc.new/base/ccpu386/c_main.c"	"122"	"quoted include resolves beside one or more selected MVDM sources"
"rdrexp.h"	"mvdm-selected-include"	"2"	"2"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\inc\rdrexp.h"	"v86/scaffold/i386/fakebop.c"	"6"	"include name maps to a selected MVDM union path"
"rdrsvc.h"	"mvdm-selected-include"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\rdrsvc.h"	"vdmredir/vrdisp.c"	"46"	"include name maps to a selected MVDM union path"
"remdef.h"	"selected-ds-declaration-package"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\internal\ds\inc\remdef.h"	"vdmredir/vrnetapi.c"	"77"	"T290 S5 selected the complete original DS declaration package; see m0-t290-s5-ds-declaration-package-manifest-001.tsv"
"remtypes.h"	"selected-ds-declaration-package"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\public\internal\ds\inc\remtypes.h"	"vdmredir/vrnetapi.c"	"78"	"T290 S5 selected the complete original DS declaration package; see m0-t290-s5-ds-declaration-package-manifest-001.tsv"
"ret.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\ret.h"	"softpc.new/base/ccpu386/c_main.c"	"123"	"quoted include resolves beside one or more selected MVDM sources"
"rol.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\rol.h"	"softpc.new/base/ccpu386/c_main.c"	"124"	"quoted include resolves beside one or more selected MVDM sources"
"rom.h"	"mvdm-selected-include"	"3"	"3"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\rom.h"	"softpc.new/base/bios/reset.c"	"81"	"include name maps to a selected MVDM union path"
"ror.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\ror.h"	"softpc.new/base/ccpu386/c_main.c"	"125"	"quoted include resolves beside one or more selected MVDM sources"
"rs232.h"	"mvdm-selected-include"	"7"	"7"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\rs232.h"	"softpc.new/base/bios/reset.c"	"64"	"include name maps to a selected MVDM union path"
"rsrvd.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\rsrvd.h"	"softpc.new/base/ccpu386/c_main.c"	"126"	"quoted include resolves beside one or more selected MVDM sources"
"rtc_bios.h"	"mvdm-selected-include"	"4"	"4"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\rtc_bios.h"	"softpc.new/base/bios/cmos_bis.c"	"53"	"include name maps to a selected MVDM union path"
"rxp.h"	"selected-ds-declaration-package"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\public\internal\ds\inc\rxp.h"	"vdmredir/vrnetapi.c"	"79"	"T290 S5 selected the complete original DS declaration package; see m0-t290-s5-ds-declaration-package-manifest-001.tsv"
"rxuser.h"	"selected-ds-declaration-package"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\internal\ds\inc\rxuser.h"	"vdmredir/vrnetapi.c"	"88"	"T290 S5 selected the complete original DS declaration package; see m0-t290-s5-ds-declaration-package-manifest-001.tsv"
"sahf.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\sahf.h"	"softpc.new/base/ccpu386/c_main.c"	"127"	"quoted include resolves beside one or more selected MVDM sources"
"sar.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\sar.h"	"softpc.new/base/ccpu386/c_main.c"	"128"	"quoted include resolves beside one or more selected MVDM sources"
"sas.h"	"mvdm-selected-include"	"101"	"101"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\sas.h"	"softpc.new/base/bios/bootstra.c"	"71"	"include name maps to a selected MVDM union path"
"sas4gen.h"	"mvdm-selected-include"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\ppc\prod\sas4gen.h"	"softpc.new/base/inc/sas.h"	"93"	"include name maps to a selected MVDM union path"
"sasp.h"	"mvdm-selected-include"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\sasp.h"	"softpc.new/base/ccpu386/ccpusas4.c"	"42"	"include name maps to a selected MVDM union path"
"sbb.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\sbb.h"	"softpc.new/base/ccpu386/c_main.c"	"129"	"quoted include resolves beside one or more selected MVDM sources"
"setjmp.h"	"toolchain-or-public-sdk"	"3"	"3"	"angle"	""	"softpc.new/base/ccpu386/c_main.c"	"20"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"setxx.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\setxx.h"	"softpc.new/base/ccpu386/c_main.c"	"130"	"quoted include resolves beside one or more selected MVDM sources"
"sgdt.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\sgdt.h"	"softpc.new/base/ccpu386/c_main.c"	"133"	"quoted include resolves beside one or more selected MVDM sources"
"sharewow.h"	"mvdm-selected-include"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\sharewow.h"	"vdmdbg/vdmdbg.c"	"35"	"include name maps to a selected MVDM union path"
"shellapi.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\wow16\inc\shellapi.h;O:\repos.external\OpenNT\base\mvdm\wow16\mciole\shellapi.h;O:\repos.external\OpenNT\com\ole32\olethunk\ole16\inc\shellapi.h;O:\repos.external\OpenNT\public\internal\shell\inc\shellapi.h;O:\repos.external\OpenNT\public\sdk\inc\shellapi.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\shellapi.h;O:\repos.external\OpenNT\sdktools\jetadmin\sdk\inc32\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\inc\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\mciole\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\ole32\olethunk\ole16\inc\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\hdos\c800\include\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\hdos\c800_old\include\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\os2\inc\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\rpc\import\msvc15\include\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\sdk\inc32\shellapi.h;O:\repos.external\OpenNT-4.5\nt\private\windows\shell\inc\shellapi.h"	"vdmutils/pifedit/pifedit.c"	"7"	"multiple same-basename candidates; package and declaration review required before import"
"shl.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\shl.h"	"softpc.new/base/ccpu386/c_main.c"	"134"	"quoted include resolves beside one or more selected MVDM sources"
"shld.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\shld.h"	"softpc.new/base/ccpu386/c_main.c"	"135"	"quoted include resolves beside one or more selected MVDM sources"
"shr.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\shr.h"	"softpc.new/base/ccpu386/c_main.c"	"136"	"quoted include resolves beside one or more selected MVDM sources"
"shrd.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\shrd.h"	"softpc.new/base/ccpu386/c_main.c"	"137"	"quoted include resolves beside one or more selected MVDM sources"
"sidt.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\sidt.h"	"softpc.new/base/ccpu386/c_main.c"	"138"	"quoted include resolves beside one or more selected MVDM sources"
"signal.h"	"toolchain-or-public-sdk"	"6"	"6"	"angle"	""	"dos/command/cmd.h"	"72"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"sim32.h"	"mvdm-local-direct"	"5"	"5"	"quote"	"O:\repos.external\OpenNT\base\mvdm\sim32\sim32.h"	"sim32/sim32.c"	"5"	"quoted include resolves beside one or more selected MVDM sources"
"slave_floppy.seg"	"unresolved-external-include"	"2"	"2"	"quote"	""	"softpc.new/base/disks/gfi_ibm.c"	"44"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"sldt.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\sldt.h"	"softpc.new/base/ccpu386/c_main.c"	"139"	"quoted include resolves beside one or more selected MVDM sources"
"smbgtpt.h"	"selected-public-internal-base-declaration-package"	"5"	"5"	"angle"	"O:\repos.external\OpenNT\public\internal\base\inc\smbgtpt.h"	"vdmredir/vrdisp.c"	"47"	"T290 S5 selected the complete original public-internal base declaration cohort; see m0-t290-s5-public-internal-declaration-cohort-manifest-001.tsv"
"smeg_head.h"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/system/idetect.c"	"251"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"smsw.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\smsw.h"	"softpc.new/base/ccpu386/c_main.c"	"140"	"quoted include resolves beside one or more selected MVDM sources"
"softpc.h"	"mvdm-local-direct"	"68"	"68"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\inc\softpc.h"	"dbg/dbg.c"	"21"	"quoted include resolves beside one or more selected MVDM sources"
"softpc_bios.seg"	"unresolved-external-include"	"10"	"10"	"quote"	""	"softpc.new/base/bios/equipmnt.c"	"29"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_cga.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/video/cga.c"	"59"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_cmos.seg"	"unresolved-external-include"	"2"	"2"	"quote"	""	"softpc.new/base/bios/cmos_bis.c"	"44"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_comms.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/comms/com.c"	"25"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_ega.seg"	"unresolved-external-include"	"16"	"8"	"quote"	""	"softpc.new/base/video/ega_dmmy.c"	"32"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_ega_chn.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/video/egwrtm12.c"	"333"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_ega_write.seg"	"unresolved-external-include"	"2"	"2"	"quote"	""	"softpc.new/base/video/egawrtm0.c"	"170"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_error.seg"	"unresolved-external-include"	"4"	"4"	"quote"	""	"softpc.new/base/debug/btrace.c"	"26"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_floppy.seg"	"unresolved-external-include"	"5"	"5"	"quote"	""	"softpc.new/base/disks/fla.c"	"56"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
