source_root	source_path	source_sha256	source_line	symbol	signature_evidence	project_components	selected_identity_status
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"439"	"npx_fcomp_f0"	"LOCAL VOID npx_fcomp_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"447"	"npx_fcomp_f1"	"LOCAL VOID npx_fcomp_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"455"	"npx_fcomp_f2"	"LOCAL VOID npx_fcomp_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"463"	"npx_fcomp_f3"	"LOCAL VOID npx_fcomp_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"471"	"npx_fcomp_f4"	"LOCAL VOID npx_fcomp_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"479"	"npx_fcomp_f5"	"LOCAL VOID npx_fcomp_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"487"	"npx_fcomp_f6"	"LOCAL VOID npx_fcomp_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"495"	"npx_fcomp_f7"	"LOCAL VOID npx_fcomp_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"503"	"npx_fcomp_short"	"LOCAL VOID npx_fcomp_short()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"511"	"npx_fcomp_long"	"LOCAL VOID npx_fcomp_long()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"519"	"npx_fcompp"	"LOCAL VOID npx_fcompp()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"527"	"npx_fcos"	"LOCAL VOID npx_fcos()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"534"	"npx_fdecstp"	"LOCAL VOID npx_fdecstp()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"540"	"npx_fdiv_f0_f0"	"LOCAL VOID npx_fdiv_f0_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"549"	"npx_fdiv_f0_f1"	"LOCAL VOID npx_fdiv_f0_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"558"	"npx_fdiv_f0_f2"	"LOCAL VOID npx_fdiv_f0_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"567"	"npx_fdiv_f0_f3"	"LOCAL VOID npx_fdiv_f0_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"576"	"npx_fdiv_f0_f4"	"LOCAL VOID npx_fdiv_f0_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"585"	"npx_fdiv_f0_f5"	"LOCAL VOID npx_fdiv_f0_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"594"	"npx_fdiv_f0_f6"	"LOCAL VOID npx_fdiv_f0_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"603"	"npx_fdiv_f0_f7"	"LOCAL VOID npx_fdiv_f0_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"612"	"npx_fdiv_f1_f0"	"LOCAL VOID npx_fdiv_f1_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"621"	"npx_fdiv_f2_f0"	"LOCAL VOID npx_fdiv_f2_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"630"	"npx_fdiv_f3_f0"	"LOCAL VOID npx_fdiv_f3_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"639"	"npx_fdiv_f4_f0"	"LOCAL VOID npx_fdiv_f4_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"648"	"npx_fdiv_f5_f0"	"LOCAL VOID npx_fdiv_f5_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"657"	"npx_fdiv_f6_f0"	"LOCAL VOID npx_fdiv_f6_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"666"	"npx_fdiv_f7_f0"	"LOCAL VOID npx_fdiv_f7_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"675"	"npx_fdiv_short"	"LOCAL VOID npx_fdiv_short()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"686"	"npx_fdiv_long"	"LOCAL VOID npx_fdiv_long()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"697"	"npx_fdivp_f0"	"LOCAL VOID npx_fdivp_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"705"	"npx_fdivp_f1"	"LOCAL VOID npx_fdivp_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"713"	"npx_fdivp_f2"	"LOCAL VOID npx_fdivp_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"721"	"npx_fdivp_f3"	"LOCAL VOID npx_fdivp_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"729"	"npx_fdivp_f4"	"LOCAL VOID npx_fdivp_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"737"	"npx_fdivp_f5"	"LOCAL VOID npx_fdivp_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"745"	"npx_fdivp_f6"	"LOCAL VOID npx_fdivp_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"753"	"npx_fdivp_f7"	"LOCAL VOID npx_fdivp_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"761"	"npx_fdivr_f0_f0"	"LOCAL VOID npx_fdivr_f0_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"769"	"npx_fdivr_f0_f1"	"LOCAL VOID npx_fdivr_f0_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"777"	"npx_fdivr_f0_f2"	"LOCAL VOID npx_fdivr_f0_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"785"	"npx_fdivr_f0_f3"	"LOCAL VOID npx_fdivr_f0_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"793"	"npx_fdivr_f0_f4"	"LOCAL VOID npx_fdivr_f0_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"801"	"npx_fdivr_f0_f5"	"LOCAL VOID npx_fdivr_f0_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"809"	"npx_fdivr_f0_f6"	"LOCAL VOID npx_fdivr_f0_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"817"	"npx_fdivr_f0_f7"	"LOCAL VOID npx_fdivr_f0_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"825"	"npx_fdivr_f1_f0"	"LOCAL VOID npx_fdivr_f1_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"833"	"npx_fdivr_f2_f0"	"LOCAL VOID npx_fdivr_f2_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"841"	"npx_fdivr_f3_f0"	"LOCAL VOID npx_fdivr_f3_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"849"	"npx_fdivr_f4_f0"	"LOCAL VOID npx_fdivr_f4_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"857"	"npx_fdivr_f5_f0"	"LOCAL VOID npx_fdivr_f5_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"865"	"npx_fdivr_f6_f0"	"LOCAL VOID npx_fdivr_f6_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"873"	"npx_fdivr_f7_f0"	"LOCAL VOID npx_fdivr_f7_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"881"	"npx_fdivr_short"	"LOCAL VOID npx_fdivr_short()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"889"	"npx_fdivr_long"	"LOCAL VOID npx_fdivr_long()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"897"	"npx_fdivrp_f0"	"LOCAL VOID npx_fdivrp_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"907"	"npx_fdivrp_f1"	"LOCAL VOID npx_fdivrp_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"917"	"npx_fdivrp_f2"	"LOCAL VOID npx_fdivrp_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"927"	"npx_fdivrp_f3"	"LOCAL VOID npx_fdivrp_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"937"	"npx_fdivrp_f4"	"LOCAL VOID npx_fdivrp_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"947"	"npx_fdivrp_f5"	"LOCAL VOID npx_fdivrp_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"957"	"npx_fdivrp_f6"	"LOCAL VOID npx_fdivrp_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"967"	"npx_fdivrp_f7"	"LOCAL VOID npx_fdivrp_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"977"	"npx_ffree_f0"	"LOCAL VOID npx_ffree_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"984"	"npx_ffree_f1"	"LOCAL VOID npx_ffree_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"991"	"npx_ffree_f2"	"LOCAL VOID npx_ffree_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"998"	"npx_ffree_f3"	"LOCAL VOID npx_ffree_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1005"	"npx_ffree_f4"	"LOCAL VOID npx_ffree_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1012"	"npx_ffree_f5"	"LOCAL VOID npx_ffree_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1019"	"npx_ffree_f6"	"LOCAL VOID npx_ffree_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1026"	"npx_ffree_f7"	"LOCAL VOID npx_ffree_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1033"	"npx_ffreep_f0"	"LOCAL VOID npx_ffreep_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1041"	"npx_ffreep_f1"	"LOCAL VOID npx_ffreep_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1049"	"npx_ffreep_f2"	"LOCAL VOID npx_ffreep_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1057"	"npx_ffreep_f3"	"LOCAL VOID npx_ffreep_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1065"	"npx_ffreep_f4"	"LOCAL VOID npx_ffreep_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1073"	"npx_ffreep_f5"	"LOCAL VOID npx_ffreep_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1081"	"npx_ffreep_f6"	"LOCAL VOID npx_ffreep_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1089"	"npx_ffreep_f7"	"LOCAL VOID npx_ffreep_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1097"	"npx_fiadd_word"	"LOCAL VOID npx_fiadd_word()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1109"	"npx_fiadd_short"	"LOCAL VOID npx_fiadd_short()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1120"	"npx_ficom_word"	"LOCAL VOID npx_ficom_word()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1131"	"npx_ficom_short"	"LOCAL VOID npx_ficom_short()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1142"	"npx_ficomp_word"	"LOCAL VOID npx_ficomp_word()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
