definition_id	file_id	source_path	source_sha256	package_root	source_line	symbol	linkage	signature_evidence	file_disposition	final_function_disposition	function_disposition_basis	should_recover	recovery_form	leaf_status	leaf_basis	direct_call_summary
"MVDM-ZERO-DEFINITION-003510"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"534"	"WK32WOWInitTask"	"external-or-unspecified"	"ULONG FASTCALL WK32WOWInitTask(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"FASTVDMSTACK@541:macro-expression;VDMSTACK@543:macro-expression;SuspendTimerThread@557:zero:MVDM-ZERO-DEFINITION-001908;W32Thread@560:zero:MVDM-ZERO-DEFINITION-003515;WOW32ASSERTMSG@562:macro-expression;ExitVDM@563:first:MVDM-FIRST-CANDIDATE-002371;ExitProcess@564:first:MVDM-FIRST-CANDIDATE-002372;host_CreateThread@567:zero:MVDM-ZERO-DEFINITION-001890;SEGPTR@574:macro-expression;SEGPTR@575:macro-expression;RtlCopyMemory@585:macro-expression;SEGPTR@585:macro-expression;LOGDEBUG@588:macro-expression"
"MVDM-ZERO-DEFINITION-003511"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"618"	"WK32Yield"	"external-or-unspecified"	"ULONG FASTCALL WK32Yield(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"UNREFERENCED_PARAMETER@627:macro-expression;ResumeThread@633:first:MVDM-FIRST-CANDIDATE-002373;WaitForMultipleObjects@638:first:MVDM-FIRST-CANDIDATE-002374;GetLastError@640:macro-expression;WOW32VERIFY@649:macro-expression;WaitForSingleObject@650:macro-expression;WOW32ASSERTMSGF@653:macro-expression;GetLastError@654:macro-expression;ResetEvent@655:macro-expression;LOGDEBUG@660:macro-expression;BlockWOWIdle@664:zero:MVDM-ZERO-DEFINITION-001571;BlockWOWIdle@668:zero:MVDM-ZERO-DEFINITION-001571"
"MVDM-ZERO-DEFINITION-003512"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"677"	"WK32OldYield"	"external-or-unspecified"	"ULONG FASTCALL WK32OldYield(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"UNREFERENCED_PARAMETER@680:macro-expression;BlockWOWIdle@682:zero:MVDM-ZERO-DEFINITION-001571;BlockWOWIdle@686:zero:MVDM-ZERO-DEFINITION-001571"
"MVDM-ZERO-DEFINITION-003513"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"715"	"WK32ForegroundIdleHook"	"external-or-unspecified"	"LRESULT CALLBACK WK32ForegroundIdleHook(int code, WPARAM wParam, LPARAM lParam)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"UNREFERENCED_PARAMETER@719:macro-expression;UNREFERENCED_PARAMETER@720:macro-expression;UNREFERENCED_PARAMETER@721:macro-expression;CallBack16@723:zero:MVDM-ZERO-DEFINITION-002987"
"MVDM-ZERO-DEFINITION-003514"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"751"	"WK32WowSetIdleHook"	"external-or-unspecified"	"ULONG FASTCALL WK32WowSetIdleHook(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"UNREFERENCED_PARAMETER@754:macro-expression;CURRENTPTD@756:macro-expression;SetWindowsHookEx@764:macro-expression;OutputDebugString@770:macro-expression"
"MVDM-ZERO-DEFINITION-003515"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"814"	"W32Thread"	"external-or-unspecified"	"DWORD W32Thread(LPVOID vpInitialSSSP)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"free_w@838:zero:MVDM-ZERO-DEFINITION-003819;CURRENTPTD@838:macro-expression;CURRENTPTD@851:macro-expression;FASTVDMSTACK@863:macro-expression;VDMSTACK@865:macro-expression;GETFRAMEPTR@868:macro-expression;NtCurrentTeb@875:macro-expression;FastWOWCallbackCall@876:first:MVDM-FIRST-CANDIDATE-002375;getIP@878:macro-expression;host_simulate@879:macro-expression;setIP@880:macro-expression;GETFRAMEPTR@889:macro-expression;SEGPTR@891:macro-expression;GetCurrentThreadId@895:first:MVDM-FIRST-CANDIDATE-002376;THREADID32@896:macro-expression;EnterCriticalSection@901:macro-expression;LeaveCriticalSection@904:macro-expression;W32ReadWOWCompatFlags@918:zero:MVDM-ZERO-DEFINITION-003540;LOWORD@928:macro-expression;LOWORD@929:macro-expression;LOWORD@932:macro-expression;HIWORD@933:macro-expression;LOWORD@934:macro-expression;HIWORD@935:macro-expression;SetWOWforceIncrAlloc@940:first:MVDM-FIRST-CANDIDATE-002377;GdiSetBatchLimit@965:first:MVDM-FIRST-CANDIDATE-002378;LOGDEBUG@967:macro-expression;GETARGPTR@993:macro-expression;SEGPTR@994:macro-expression;FETCHDWORD@998:macro-expression;RtlCopyMemory@999:macro-expression;FREEVDMPTR@1000:macro-expression;MAKELONG@1005:macro-expression;GETMISCPTR@1006:macro-expression;RtlCopyMemory@1015:macro-expression;RtlMultiByteToUnicodeN@1018:first:MVDM-FIRST-CANDIDATE-002379;RtlInitUnicodeString@1024:macro-expression;LOGDEBUG@1026:macro-expression;RtlAssociatePerThreadCurdir@1029:macro-expression;FREEMISCPTR@1031:macro-expression;AddTaskSharedList@1037:zero:MVDM-ZERO-DEFINITION-003551;W32IsSetupProgram@1042:zero:MVDM-ZERO-DEFINITION-003539;LOGDEBUG@1043:macro-expression;Sleep@1053:macro-expression;LOGDEBUG@1071:macro-expression;W32DestroyTask@1077:zero:MVDM-ZERO-DEFINITION-003521;host_ExitThread@1078:zero:MVDM-ZERO-DEFINITION-001893;InitStdCursorIconAlias@1095:zero:MVDM-ZERO-DEFINITION-003085;WOW32VERIFY@1104:macro-expression;SetEvent@1104:first:MVDM-FIRST-CANDIDATE-002380;LOGDEBUG@1108:macro-expression;ResumeTimerThread@1113:zero:MVDM-ZERO-DEFINITION-001909;FREEARGPTR@1116:macro-expression;FREEVDMPTR@1119:macro-expression;GETFRAMEPTR@1120:macro-expression;WOW32ASSERT@1121:macro-expression;SETFASTVDMSTACK@1124:macro-expression;SETVDMSTACK@1126:macro-expression;IsDebuggerAttached@1135:zero:MVDM-ZERO-DEFINITION-003803;GETARGPTR@1137:macro-expression;DBGNotifyNewTask@1138:zero:MVDM-ZERO-DEFINITION-000130;OFFSETOF@1138:macro-expression;FREEARGPTR@1139:macro-expression;LOGDEBUG@1143:macro-expression;DebugBreak@1150:macro-expression;BlockWOWIdle@1158:zero:MVDM-ZERO-DEFINITION-001571;WOW32ASSERTMSG@1169:macro-expression;LOWORD@1169:macro-expression;getSP@1169:macro-expression;SETVDMSTACK@1170:macro-expression;W32FilterException@1175:zero:MVDM-ZERO-DEFINITION-003797;NtCurrentTeb@1180:macro-expression;FastWOWCallbackCall@1181:first:MVDM-FIRST-CANDIDATE-002381;getIP@1183:macro-expression;host_simulate@1184:macro-expression;setIP@1185:macro-expression"
"MVDM-ZERO-DEFINITION-003516"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1188"	"except"	"external-or-unspecified"	"} except (W32FilterException(GetExceptionCode(), GetExceptionInformation()))"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"leaf"	"no-direct-function-call"	""
"MVDM-ZERO-DEFINITION-003517"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1224"	"WK32KillTask"	"external-or-unspecified"	"VOID FASTCALL WK32KillTask(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"UNREFERENCED_PARAMETER@1226:macro-expression;CURRENTPTD@1228:macro-expression;W32DestroyTask@1229:zero:MVDM-ZERO-DEFINITION-003521;CURRENTPTD@1229:macro-expression;RemoveTaskSharedList@1230:zero:MVDM-ZERO-DEFINITION-003552;host_ExitThread@1231:zero:MVDM-ZERO-DEFINITION-001893"
"MVDM-ZERO-DEFINITION-003518"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1259"	"W32RemoteThread"	"external-or-unspecified"	"DWORD W32RemoteThread(VOID)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"SuspendTimerThread@1271:zero:MVDM-ZERO-DEFINITION-001908;NtQueryInformationThread@1273:first:MVDM-FIRST-CANDIDATE-002382;NtCurrentThread@1274:macro-expression;NT_SUCCESS@1280:macro-expression;DbgPrint@1282:macro-expression;DbgBreakPoint@1283:macro-expression;InitializeObjectAttributes@1288:macro-expression;NtOpenThread@1296:first:MVDM-FIRST-CANDIDATE-002383;NT_SUCCESS@1304:macro-expression;DbgPrint@1306:macro-expression;DbgBreakPoint@1307:macro-expression;cpu_createthread@1312:first:MVDM-FIRST-CANDIDATE-002384;NtClose@1314:first:MVDM-FIRST-CANDIDATE-002385;NT_SUCCESS@1315:macro-expression;DbgPrint@1317:macro-expression;DbgBreakPoint@1318:macro-expression;CURRENTPTD@1323:macro-expression;getSS@1328:macro-expression;getCS@1329:macro-expression;getDS@1330:macro-expression;getES@1331:macro-expression;getAX@1332:macro-expression;getBX@1333:macro-expression;getCX@1334:macro-expression;getDX@1335:macro-expression;getSI@1336:macro-expression;getDI@1337:macro-expression;getBP@1338:macro-expression;getIP@1339:macro-expression;getSP@1340:macro-expression;setDS@1357:macro-expression;setES@1358:macro-expression;setAX@1359:macro-expression;setBX@1360:macro-expression;setCX@1361:macro-expression;setDX@1362:macro-expression;setSI@1363:macro-expression;setDI@1364:macro-expression;setBP@1365:macro-expression;MAKELONG@1368:macro-expression;LOWORD@1368:macro-expression;LOWORD@1368:macro-expression;SETFASTVDMSTACK@1370:macro-expression;setIP@1373:macro-expression;setSP@1374:macro-expression;setSS@1375:macro-expression;setCS@1376:macro-expression;VDMSTACK@1377:macro-expression;GETFRAMEPTR@1383:macro-expression;ResumeTimerThread@1398:zero:MVDM-ZERO-DEFINITION-001909;NtCurrentTeb@1410:macro-expression;FastWOWCallbackCall@1411:first:MVDM-FIRST-CANDIDATE-002386;host_simulate@1413:macro-expression;setIP@1414:macro-expression;WOW32ASSERTMSG@1423:macro-expression;IsDebuggerAttached@1425:zero:MVDM-ZERO-DEFINITION-003803;DbgBreakPoint@1426:macro-expression;W32DestroyTask@1430:zero:MVDM-ZERO-DEFINITION-003521;host_ExitThread@1431:zero:MVDM-ZERO-DEFINITION-001893"
"MVDM-ZERO-DEFINITION-003519"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1449"	"W32FreeTask"	"external-or-unspecified"	"VOID W32FreeTask( PTD ptd )"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"SuspendTimerThread@1456:zero:MVDM-ZERO-DEFINITION-001908;CURRENTPTD@1460:macro-expression;SetWOWforceIncrAlloc@1461:first:MVDM-FIRST-CANDIDATE-002387;FreeCachedDCs@1467:zero:MVDM-ZERO-DEFINITION-003922;CURRENTPTD@1471:macro-expression;UnloadNetworkFonts@1473:first:MVDM-FIRST-CANDIDATE-002388;CURRENTPTD@1473:macro-expression;DestroyTimers16@1478:zero:MVDM-ZERO-DEFINITION-004405;FreeCommSupportResources@1482:zero:MVDM-ZERO-DEFINITION-004179;FreeTaskFormFeedHacks@1485:zero:MVDM-ZERO-DEFINITION-003308;WWS32TaskCleanup@1490:zero:MVDM-ZERO-DEFINITION-003978;DestroyRes16@1495:zero:MVDM-ZERO-DEFINITION-003928;W32FreeOwnedHooks@1499:zero:MVDM-ZERO-DEFINITION-003891;FreeCursorIconAlias@1503:zero:MVDM-ZERO-DEFINITION-003075;DestroyAccelAlias@1507:zero:MVDM-ZERO-DEFINITION-002935;UnhookWindowsHookEx@1512:macro-expression;FreeParamMap@1518:zero:MVDM-ZERO-DEFINITION-003915;free_w@1525:zero:MVDM-ZERO-DEFINITION-003819;GetShellWindow@1533:first:MVDM-FIRST-CANDIDATE-002389;LOGDEBUG@1535:macro-expression;SendMessage@1538:macro-expression"
"MVDM-ZERO-DEFINITION-003520"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1558"	"WK32KillRemoteTask"	"external-or-unspecified"	"VOID FASTCALL WK32KillRemoteTask(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"CURRENTPTD@1562:macro-expression;getDS@1568:macro-expression;getES@1569:macro-expression;getAX@1570:macro-expression;getBX@1571:macro-expression;getCX@1572:macro-expression;getDX@1573:macro-expression;getSI@1574:macro-expression;getDI@1575:macro-expression;getBP@1576:macro-expression;FASTVDMSTACK@1585:macro-expression;HIWORD@1587:macro-expression;LOWORD@1588:macro-expression;getIP@1591:macro-expression;getSP@1592:macro-expression;getSS@1593:macro-expression;getCS@1594:macro-expression;W32FreeTask@1597:zero:MVDM-ZERO-DEFINITION-003519;CURRENTPTD@1597:macro-expression;GlobalUnlockFree16@1607:macro-expression;GETFRAMEPTR@1609:macro-expression;setSS@1617:macro-expression;setCS@1618:macro-expression;setDS@1619:macro-expression;setES@1620:macro-expression;setAX@1621:macro-expression;setBX@1622:macro-expression;setCX@1623:macro-expression;setDX@1624:macro-expression;setSI@1625:macro-expression;setDI@1626:macro-expression;setBP@1627:macro-expression;setIP@1628:macro-expression;setSP@1629:macro-expression;GETVDMPTR@1643:macro-expression;FREEVDMPTR@1647:macro-expression;WK32DeleteTask@1652:zero:MVDM-ZERO-DEFINITION-003522;CURRENTPTD@1652:macro-expression;GETARGPTR@1655:macro-expression;FETCHDWORD@1660:macro-expression;DBGNotifyRemoteThreadAddress@1663:zero:MVDM-ZERO-DEFINITION-000131;FREEARGPTR@1665:macro-expression;host_ExitThread@1667:zero:MVDM-ZERO-DEFINITION-001893"
"MVDM-ZERO-DEFINITION-003521"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1683"	"W32DestroyTask"	"external-or-unspecified"	"VOID W32DestroyTask( PTD ptd)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"LOGDEBUG@1686:macro-expression;SetEvent@1690:first:MVDM-FIRST-CANDIDATE-002390;W32FreeTask@1693:zero:MVDM-ZERO-DEFINITION-003519;DeleteObject@1699:macro-expression;ExitVDM@1709:first:MVDM-FIRST-CANDIDATE-002391;ExitVDM@1712:first:MVDM-FIRST-CANDIDATE-002392;HINSTRES32@1717:macro-expression;WK32DeleteTask@1723:zero:MVDM-ZERO-DEFINITION-003522;CloseHandle@1728:macro-expression"
"MVDM-ZERO-DEFINITION-003522"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1741"	"WK32DeleteTask"	"external-or-unspecified"	"void WK32DeleteTask( PTD ptdDelete)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"EnterCriticalSection@1746:macro-expression;LOGDEBUG@1764:macro-expression;LeaveCriticalSection@1770:macro-expression"
"MVDM-ZERO-DEFINITION-003523"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1794"	"WK32RegisterShellWindowHandle"	"external-or-unspecified"	"ULONG FASTCALL WK32RegisterShellWindowHandle(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GETARGPTR@1799:macro-expression;GETVDMPTR@1803:macro-expression;HWND32@1806:macro-expression;GetClassInfo@1813:macro-expression;WOW32ASSERTMSGF@1818:macro-expression;RegisterWowExec@1827:first:MVDM-FIRST-CANDIDATE-002393;WOW32FaxHandler@1830:zero:MVDM-ZERO-DEFINITION-003828;HWND32@1830:macro-expression;FREEARGPTR@1832:macro-expression"
"MVDM-ZERO-DEFINITION-003524"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1848"	"CleanupWOAList"	"external-or-unspecified"	"VOID FASTCALL CleanupWOAList(HANDLE hProcess)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"selected-zero-degree-callee-present"	"free_w@1876:zero:MVDM-ZERO-DEFINITION-003819"
"MVDM-ZERO-DEFINITION-003525"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"1911"	"WK32LoadModule32"	"external-or-unspecified"	"ULONG FASTCALL WK32LoadModule32(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GETARGPTR@1930:macro-expression;GETPSZPTR@1931:macro-expression;GETVDMPTR@1933:macro-expression;GETPSZPTR@1934:macro-expression;UpdateDosCurrentDirectory@1940:zero:MVDM-ZERO-DEFINITION-003173;RtlEqualMemory@1961:macro-expression;strtoul@1963:first:MVDM-FIRST-CANDIDATE-002394;CleanupWOAList@1978:zero:MVDM-ZERO-DEFINITION-003524;CloseHandle@1979:macro-expression;BlockWOWIdle@1986:zero:MVDM-ZERO-DEFINITION-001571;MsgWaitForMultipleObjects@1989:first:MVDM-FIRST-CANDIDATE-002395;PeekMessage@1992:macro-expression;GetExitCodeProcess@1995:first:MVDM-FIRST-CANDIDATE-002396;CleanupWOAList@1999:zero:MVDM-ZERO-DEFINITION-003524;CloseHandle@2000:macro-expression;BlockWOWIdle@2006:zero:MVDM-ZERO-DEFINITION-001571;strchr@2024:macro-expression;strchr@2031:macro-expression;GETPSZPTR@2055:macro-expression;_stricmp@2069:macro-expression;_stricmp@2071:macro-expression;strcpy@2073:macro-expression;strcpy@2077:macro-expression;FREEPSZPTR@2080:macro-expression;strlen@2088:macro-expression;RtlZeroMemory@2114:macro-expression;GETVDMPTR@2134:macro-expression;FREEVDMPTR@2142:macro-expression;CreateProcess@2145:macro-expression;CURRENTPTD@2162:macro-expression;WaitForSingleObject@2174:macro-expression;GetRModeVDMPointer@2175:macro-expression;CURRENTPTD@2178:macro-expression;WaitForInputIdle@2187:first:MVDM-FIRST-CANDIDATE-002397;WaitForSingleObject@2188:macro-expression;CloseHandle@2192:macro-expression;GETPSZPTR@2207:macro-expression;strlen@2208:macro-expression;malloc_w@2222:zero:MVDM-ZERO-DEFINITION-003816;WOW32ASSERT@2223:macro-expression;CURRENTPTD@2226:macro-expression;CURRENTPTD@2227:macro-expression;RtlCopyMemory@2246:macro-expression;_strupr@2261:macro-expression;strlen@2281:macro-expression;strlen@2282:macro-expression;malloc_w@2289:zero:MVDM-ZERO-DEFINITION-003816;RtlCopyMemory@2296:macro-expression;RtlCopyMemory@2298:macro-expression;_strupr@2299:macro-expression;strcmp@2305:macro-expression;GetWindowThreadProcessId@2307:first:MVDM-FIRST-CANDIDATE-002398;GetShellWindow@2308:first:MVDM-FIRST-CANDIDATE-002399;CloseHandle@2312:macro-expression;OpenProcess@2314:first:MVDM-FIRST-CANDIDATE-002400;FREEPSZPTR@2326:macro-expression;sprintf@2332:macro-expression;strlen@2333:macro-expression;GetLastError@2340:macro-expression;FREEARGPTR@2362:macro-expression;FREEPSZPTR@2363:macro-expression;FREEPSZPTR@2364:macro-expression;FREEVDMPTR@2366:macro-expression"
"MVDM-ZERO-DEFINITION-003526"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"2388"	"WK32WOWQueryPerformanceCounter"	"external-or-unspecified"	"ULONG FASTCALL WK32WOWQueryPerformanceCounter(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GETARGPTR@2396:macro-expression;GETVDMPTR@2399:macro-expression;GETVDMPTR@2402:macro-expression;NtQueryPerformanceCounter@2405:first:MVDM-FIRST-CANDIDATE-002401;STOREDWORD@2408:macro-expression;STOREDWORD@2409:macro-expression;STOREDWORD@2413:macro-expression;STOREDWORD@2414:macro-expression;FREEVDMPTR@2417:macro-expression;FREEVDMPTR@2418:macro-expression;FREEARGPTR@2419:macro-expression"
"MVDM-ZERO-DEFINITION-003527"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"2443"	"WK32WOWOutputDebugString"	"external-or-unspecified"	"ULONG FASTCALL WK32WOWOutputDebugString(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GETARGPTR@2448:macro-expression;GETPSZPTRNOLOG@2449:macro-expression;OutputDebugString@2453:macro-expression;strlen@2459:macro-expression;strncpy@2461:macro-expression;LOGDEBUG@2469:macro-expression;OutputDebugString@2472:macro-expression;FREEPSZPTR@2474:macro-expression;FREEARGPTR@2475:macro-expression"
"MVDM-ZERO-DEFINITION-003528"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"2492"	"WK32WowFailedExec"	"external-or-unspecified"	"ULONG FASTCALL WK32WowFailedExec(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"UNREFERENCED_PARAMETER@2494:macro-expression;ExitVDM@2496:first:MVDM-FIRST-CANDIDATE-002402;ShowStartGlass@2498:first:MVDM-FIRST-CANDIDATE-002403;FlushMapFileCaches@2500:zero:MVDM-ZERO-DEFINITION-003449"
"MVDM-ZERO-DEFINITION-003529"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"2566"	"WK32InitializeHungAppSupport"	"external-or-unspecified"	"BOOL WK32InitializeHungAppSupport(VOID)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"RegisterWOWIdle@2570:zero:MVDM-ZERO-DEFINITION-001570;InitializeCriticalSection@2575:macro-expression;InitializeCriticalSection@2576:macro-expression;LOGDEBUG@2581:macro-expression;CreateEvent@2585:macro-expression;LOGDEBUG@2586:macro-expression"
"MVDM-ZERO-DEFINITION-003530"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"2614"	"WK32WowWaitForMsgAndEvent"	"external-or-unspecified"	"ULONG FASTCALL WK32WowWaitForMsgAndEvent(PVDMFRAME pFrame)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GETARGPTR@2619:macro-expression;HWND32@2624:macro-expression;FREEARGPTR@2625:macro-expression;SuspendTimerThread@2637:zero:MVDM-ZERO-DEFINITION-001908;ResumeTimerThread@2638:zero:MVDM-ZERO-DEFINITION-001909;BlockWOWIdle@2641:zero:MVDM-ZERO-DEFINITION-001571;BlockWOWIdle@2645:zero:MVDM-ZERO-DEFINITION-001571;FREEARGPTR@2647:macro-expression"
"MVDM-ZERO-DEFINITION-003531"	"MVDM-FILE-1557"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"wow32"	"2665"	"WowMsgBoxThread"	"external-or-unspecified"	"DWORD WowMsgBoxThread(VOID *pv)"	"overlay-required"	"overlay-required"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"yes"	"mirror-plus-registered-overlay"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GETPSZPTR@2675:macro-expression;strncpy@2677:macro-expression;FREEPSZPTR@2678:macro-expression;GETPSZPTR@2684:macro-expression;strncpy@2686:macro-expression;FREEPSZPTR@2687:macro-expression;MessageBox@2696:macro-expression"
