"symbol"	"invocation_count"	"upstream_declaration_candidates"	"upstream_package_roots"	"first_hop_state"	"next_stage"	"selected_declaration_candidates"
"S_2905_Chain4WordMove_00000002_0000000e_00000000"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:572"
"S_2906_CopyWordPlnByPlnChain4_00000002_0000000e_00000000_00000000"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2907_Chain4WordMove_00000002_0000000f_00000000"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:584"
"S_2908_CopyWord4PlaneChain4_00000002_0000000f_00000000_00000000"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2930_CopyBytePlnByPlnChain4_00000003_00000008_00000000_00000000"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2932_CopyByte4PlaneChain4_00000003_00000009_00000000_00000000"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2934_CopyBytePlnByPlnChain4_00000003_0000000e_00000000_00000000"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2936_CopyByte4PlaneChain4_00000003_0000000f_00000000_00000000"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2937_Chain4WordWrite_00000003_00000008"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:590"
"S_2938_Chain4WordWrite_00000003_00000009"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:602"
"S_2939_Chain4WordWrite_00000003_0000000e"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:614"
"S_2940_Chain4WordWrite_00000003_0000000f"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:626"
"S_2941_Chain4WordFill_00000003_00000008"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:593"
"S_2942_Chain4WordFill_00000003_00000009"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:605"
"S_2943_Chain4WordFill_00000003_0000000e"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:617"
"S_2944_Chain4WordFill_00000003_0000000f"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:629"
"S_2945_Chain4WordMove_00000003_00000008_00000000"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:596"
"S_2946_CopyWordPlnByPlnChain4_00000003_00000008_00000000_00000000"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2947_Chain4WordMove_00000003_00000009_00000000"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:608"
"S_2948_CopyWord4PlaneChain4_00000003_00000009_00000000_00000000"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2949_Chain4WordMove_00000003_0000000e_00000000"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:620"
"S_2950_CopyWordPlnByPlnChain4_00000003_0000000e_00000000_00000000"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2951_Chain4WordMove_00000003_0000000f_00000000"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:632"
"S_2952_CopyWord4PlaneChain4_00000003_0000000f_00000000_00000000"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2966_CopyBytePlnByPlnChain4_00000000_00000008_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2968_CopyByte4PlaneChain4_00000000_00000009_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2970_CopyBytePlnByPlnChain4_00000000_0000000e_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2972_CopyByte4PlaneChain4_00000000_0000000f_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2974_CopyBytePlnByPlnChain4_00000000_00000010_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2976_CopyByte4PlaneChain4_00000000_00000011_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2978_CopyBytePlnByPlnChain4_00000000_00000016_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2980_CopyByte4PlaneChain4_00000000_00000017_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2982_CopyBytePlnByPlnChain4_00000000_00000018_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2984_CopyByte4PlaneChain4_00000000_00000019_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2986_CopyBytePlnByPlnChain4_00000000_0000001e_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2988_CopyByte4PlaneChain4_00000000_0000001f_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2989_Chain4WordMove_00000000_00000008_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:395"
"S_2990_CopyWordPlnByPlnChain4_00000000_00000008_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2991_Chain4WordMove_00000000_00000009_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:407"
"S_2992_CopyWord4PlaneChain4_00000000_00000009_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2993_Chain4WordMove_00000000_0000000e_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:419"
"S_2994_CopyWordPlnByPlnChain4_00000000_0000000e_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2995_Chain4WordMove_00000000_0000000f_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:431"
"S_2996_CopyWord4PlaneChain4_00000000_0000000f_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2997_Chain4WordMove_00000000_00000010_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:443"
"S_2998_CopyWordPlnByPlnChain4_00000000_00000010_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_2999_Chain4WordMove_00000000_00000011_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:455"
"S_3000_CopyWord4PlaneChain4_00000000_00000011_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3001_Chain4WordMove_00000000_00000016_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:467"
"S_3002_CopyWordPlnByPlnChain4_00000000_00000016_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3003_Chain4WordMove_00000000_00000017_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:479"
"S_3004_CopyWord4PlaneChain4_00000000_00000017_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3005_Chain4WordMove_00000000_00000018_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:491"
"S_3006_CopyWordPlnByPlnChain4_00000000_00000018_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3007_Chain4WordMove_00000000_00000019_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:503"
"S_3008_CopyWord4PlaneChain4_00000000_00000019_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3009_Chain4WordMove_00000000_0000001e_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:515"
"S_3010_CopyWordPlnByPlnChain4_00000000_0000001e_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3011_Chain4WordMove_00000000_0000001f_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:527"
"S_3012_CopyWord4PlaneChain4_00000000_0000001f_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3026_CopyBytePlnByPlnChain4_00000001_00000000_00000000_00000001"	"2"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3027_Chain4WordMove_00000001_00000000_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:539"
"S_3030_CopyBytePlnByPlnChain4_00000002_00000008_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3032_CopyByte4PlaneChain4_00000002_00000009_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3034_CopyBytePlnByPlnChain4_00000002_0000000e_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3036_CopyByte4PlaneChain4_00000002_0000000f_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3037_Chain4WordMove_00000002_00000008_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:551"
"S_3038_CopyWordPlnByPlnChain4_00000002_00000008_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3039_Chain4WordMove_00000002_00000009_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:563"
"S_3040_CopyWord4PlaneChain4_00000002_00000009_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3041_Chain4WordMove_00000002_0000000e_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:575"
"S_3042_CopyWordPlnByPlnChain4_00000002_0000000e_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3043_Chain4WordMove_00000002_0000000f_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:587"
"S_3044_CopyWord4PlaneChain4_00000002_0000000f_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3050_CopyBytePlnByPlnChain4_00000003_00000008_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3052_CopyByte4PlaneChain4_00000003_00000009_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3054_CopyBytePlnByPlnChain4_00000003_0000000e_00000000_00000001"	"6"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3056_CopyByte4PlaneChain4_00000003_0000000f_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3057_Chain4WordMove_00000003_00000008_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:599"
"S_3058_CopyWordPlnByPlnChain4_00000003_00000008_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3059_Chain4WordMove_00000003_00000009_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:611"
"S_3060_CopyWord4PlaneChain4_00000003_00000009_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3061_Chain4WordMove_00000003_0000000e_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:623"
"S_3062_CopyWordPlnByPlnChain4_00000003_0000000e_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"S_3063_Chain4WordMove_00000003_0000000f_00000001"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidfunc.h:635"
"S_3064_CopyWord4PlaneChain4_00000003_0000000f_00000000_00000001"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"Saarenheimo"	"3"	"public/ddk/inc/ntdddlc.h:17"	"public/ddk/inc"	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\vdmredir\vrdlc.h:20;src/mvdm-platform-abi\source\private\inc\dlcio.h:18;src/mvdm-platform-abi\source\public\ddk\inc\ntdddlc.h:17"
"same"	"1"	"base/ntos/se/tokenp.h:303;base/ntos/se/tokenp.h:344;base/win32/client/updres.h:68;base/win32/client/updres.h:82;base/win32/winnls/nls.h:1352;base/win32/winnls/nls.h:1369;base/win32/winnls/nls.h:2010;base/win32/winnls/nls.h:2011;ds/security/protocols/ntlmssp/common/ntlmsspi.h:290;printscan/print/spooler/printman/pmdef.h:17;printscan/print/spooler/printman/printman.h:676;windows/diamond/quantum/qdi.h:324"	"base/ntos/se;base/win32/client;base/win32/winnls;ds/security/protocols;printscan/print/spooler;windows/diamond/quantum"	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-platform-abi\source\private\inc\dlcio.h:127;src/mvdm-platform-abi\source\public\ddk\inc\ntddvdeo.h:1010;src/mvdm-platform-abi\source\public\ddk\inc\ntddvdeo.h:417;src/mvdm-platform-abi\source\public\ddk\inc\ntddvdeo.h:967;src/mvdm-platform-abi\source\public\internal\windows\inc\pif.h:604;src/mvdm-platform-abi\source\public\sdk\inc\ntcsrsrv.h:144;src/mvdm-platform-abi\source\public\sdk\inc\ntdbg.h:1071;src/mvdm-platform-abi\source\public\sdk\inc\ntdbg.h:1374;src/mvdm-platform-abi\source\public\sdk\inc\ntdbg.h:1402;src/mvdm-platform-abi\source\public\sdk\inc\ntioapi.h:2332;src/mvdm-platform-abi\source\public\sdk\inc\ntrtl.h:627;src/mvdm-platform-abi\source\public\sdk\inc\nturtl.h:70"
"Sandlin"	"25"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\dpmi32\dpmi32p.h:20;src/mvdm-host\dpmi32\dpmidata.h:23;src/mvdm-host\dpmi32\dpmiint.h:16;src/mvdm-host\vdmexts\vdmexts.h:15;src/mvdm-host\wow32\precomp.h:17;src/mvdm-support\inc\doswow.h:11;src/mvdm-support\inc\intapi.h:16;src/mvdm-support\inc\memapi.h:16;src/mvdm-support\inc\wowcmpat.h:11"
"SAP"	"2"	"ds/netapi/svcdlls/rpl/dll/local.h:150;ds/netapi/svcdlls/rpl/dll/local.h:153;ds/netapi/svcdlls/rpl/dll/local.h:170;ds/netapi/svcdlls/rpl/dll/local.h:171;ds/netapi/svcdlls/rpl/dll/local.h:82;ds/netapi/svcdlls/rpl/dll/local.h:83;ds/netapi/svcdlls/rpl/inc/rpldll.h:40;ds/netapi/svcdlls/rpl/inc/rpldll.h:42;public/sdk/inc/dlcapi.h:264;public/sdk/inc/dlcapi.h:279;public/sdk/inc/dlcapi.h:291;public/sdk/inc/dlcapi.h:302"	"ds/netapi/svcdlls;public/sdk/inc"	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:264;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:279;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:291;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:302;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:311;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:313;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:314;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:317;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:325;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:334;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:344;src/mvdm-platform-abi\source\public\sdk\inc\dlcapi.h:354"
"SAP_ID"	"3"	"sdktools/jetadmin/cola.sdk/inc/jetdirct.h:207;sdktools/jetadmin/cola.sdk/inc/jetdirct.h:212"	"sdktools/jetadmin/cola.sdk"	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\vdmredir\vrdlc.h:218;src/mvdm-host\vdmredir\vrdlc.h:222"
"sas"	"1"	"public/internal/base/inc/vdm.h:131;windows/core/ntuser/kdexts/exts.h:451;windows/core/ntuser/kdexts/exts.h:452;windows/core/ntuser/kdexts/exts.h:453"	"public/internal/base;windows/core/ntuser"	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\host_sas.h:14;src/mvdm-host\softpc.new\base\inc\sas.h:209;src/mvdm-host\softpc.new\base\inc\sas.h:22;src/mvdm-host\softpc.new\base\inc\sas.h:28;src/mvdm-host\softpc.new\base\inc\sas.h:327;src/mvdm-host\softpc.new\base\inc\sas.h:6;src/mvdm-host\softpc.new\base\inc\sas.h:8;src/mvdm-host\softpc.new\base\inc\sas.h:9;src/mvdm-host\softpc.new\base\inc\trace.h:94;src/mvdm-host\softpc.new\host\inc\sim32.h:65;src/mvdm-host\softpc.new\host\inc\sim32.h:84;src/mvdm-platform-abi\source\public\internal\base\inc\vdm.h:131"
"sas_alter_size"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"sas_connect"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"sas_disconnect_memory"	"7"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\sas.h:72"
"sas_fills_16"	"8"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"sas_fillsw_16"	"9"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"sas_inc_buf"	"14"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"sas_loadw_swap"	"33"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\sas.h:236"
"sas_manage_xms"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\xms.486\xms.h:150"
"sas_PR16"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:592;src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:596;src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:598;src/mvdm-host\softpc.new\base\inc\sas.h:263;src/mvdm-host\softpc.new\host\inc\mips\pig\sas4gen.h:555;src/mvdm-host\softpc.new\host\inc\mips\pig\sas4gen.h:559;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:555;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:559;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:561;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:555;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:559;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:561"
"sas_PR32"	"7"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:605;src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:609;src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:611;src/mvdm-host\softpc.new\base\inc\sas.h:264;src/mvdm-host\softpc.new\host\inc\mips\pig\sas4gen.h:568;src/mvdm-host\softpc.new\host\inc\mips\pig\sas4gen.h:572;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:568;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:572;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:574;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:568;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:572;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:574"
"sas_PR8"	"5"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:579;src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:583;src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:585;src/mvdm-host\softpc.new\base\inc\sas.h:262;src/mvdm-host\softpc.new\host\inc\mips\pig\sas4gen.h:542;src/mvdm-host\softpc.new\host\inc\mips\pig\sas4gen.h:546;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:542;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:546;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:548;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:542;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:546;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:548"
