"reference_path"	"sha256"	"candidate_kind"	"interface_id"	"disposition"	"successor"	"rationale"
"adapter-softpc/include/softpc.new/base/inc/umb.h"	"2461d7f74c3317a98d1456c238ad2f14bcdb2cbcd189d39836f24a353893e4b3"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/unix_asy.h"	"ef87c2c6eb2300a4339846a80334687828fd184b20a274f568f87446157dbfc0"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/unix_cnf.h"	"1db2d689864893264a6c40445525840a6047213caea4945a646fc59cc41d9019"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/unix_loc.h"	"3bd6197388c1ef0ba79b9c44b5bc8b064d3f105234f8179682d4f41eda9187cd"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/vga_dac.h"	"e4509e5d47e5f4297846206005b225561bf53ee5552a03ed4a9649eb9a955594"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/vgaports.h"	"7d2c9ceadd144ea014757549ab83e8ff8e28b6e92c11f0cd379119d07c0bd2f2"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/vgastate.h"	"bfff3b82a50c1ac89d1beb0195cffd7e4fb82a90715c25d279fd8aa8bd77580c"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/video.h"	"3e701855e34a3ba9834c84ab39da5350ff375195aacea0d79692fba24e2b1059"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/virtual.h"	"d4576f40b4c22a3f83bbb76cd07db800275c0c61154983966b67ea3aafbba976"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/winfiles.h"	"f307fc3f4039b70639a9403ff07bfc8c44a1d14baac5df8f51ce7ab69d27a4b7"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/winhelp.h"	"8ef3d5e1f7848239ea7c45eea43098088a78a632d7803ca86c299cd553ae81d6"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/worm.h"	"d49a3112a511c092090753bf4b65c714785a049f09f312f0a78006a91531dc61"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/xt.h"	"c5b376f59d45ddb6ca36aa66e96e095203a261b125bd6a34247d6c88e98cb111"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/base/inc/yoda.h"	"9488860e836e9b4fb17ec69558bc65ce1a8afb99286f62e6092759c959569fc1"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/cfpu_def.h"	"fe3bb4a06759e1cbef74bff327661f9649c92fb2490cdc751bc625a8170d3d4f"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/dfa.gi"	"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"	"supporting-reference"	"REFERENCE"	"retain-as-reference-only"	"docs/etc or source provenance"	"not an adapter ABI input"
"adapter-softpc/include/softpc.new/host/inc/error.h"	"40953fbb22a9c6a5bff875414e4dd6822340ec4a2501edec79415573fea16ab3"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host.h"	"0192cafb4e0e9a42a83a409503f12e3f0e9f7abfe8619eb4ce7dfec36e938b94"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_bop.h"	"3ab20d68c49dca4e7d8190c3fdc687b85012fe8c97678bed026a2fa21a07b0aa"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_cpu.h"	"e79dd6aa79d24e37ad8390c8879abf3436674ee101037f0e09415148a938ac95"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_def.h"	"480c35aa09b40d75d82fe0e1fe3e6cb0f981e573549ea2e193e8a62be4816d10"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_emm.h"	"312ec4dc503633fe7d57acf0327f2a51d10a62dc955fa9b0f933ffc83bda785c"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_gen.h"	"d86cd3c505d643531dafaa548e66fbb42ba13c37e3c632a214a69b4f2f86f557"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_gfx.h"	"cd3bbfc35d47737b392ad7db4e1d8652157695158f645ec56f08aeb8288947e3"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_hfx.h"	"48a9b2bf6c4439301182aa118fe42afb8aafaa20146b2597021af162f2465f85"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_inc.h"	"c78271903a7a00e13a8756b47f25a91993ab962c39c5fb89435783ee3d411efe"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_qev.h"	"615b5fd2935a485aff2120a5455ceb558ab4c6baeb4806570d12eedc682980b5"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_rrr.h"	"a849bf3b9c08d83ca3e21a386c6a45042494df82eeb28e4c8d0de3d7f14972ac"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/host_trc.h"	"81c80fa61476745303c3cc7753c85ca876f2b33e269aca8d96db779135f7791f"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/hostgrph.h"	"de614afaf98aba14ba184f6ce8381b17c20a244f9f96f823ea60b713861b26e4"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/hostsync.h"	"5a5a76337928c44407fecda48514ae50d18198ee1c7cef41f5c8fac9ead4329b"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/hosttyps.h"	"d41a82b33dc8c8dc3056de79f553b334a3d1b905c8da218e1d5ee1465df4e36a"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/hstsystm.h"	"b6d4b43341231d108828f30e22a22c9e3672459693b88e4e2b8b7f2a7a719ad7"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/insignia.h"	"26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/kybdcpu.gi"	"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"	"supporting-reference"	"REFERENCE"	"retain-as-reference-only"	"docs/etc or source provenance"	"not an adapter ABI input"
"adapter-softpc/include/softpc.new/host/inc/monregs.h"	"af51be97b6926835f02d78143bd54463500e94710e088e4be15e9ab5d81690ba"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/monsim32.h"	"f088d30fc6d00830849912f7c9c1135afa0d21f729d95fe72c9d9a11aca010c6"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_cga.h"	"8e92a1b59d9737f1753ccba9f22d17af6c6a3dd2f518a414957123afb69ce57e"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_cgalt.h"	"d2257e6ea428f4dcc19bf7b86c8c3c5029446acef194516cf553e0957a36b09a"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_com.h"	"203bf4bcfa6ddd5ff89cad3743fd99251df19838dd9e8bfcbf549a2e23dd4298"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_conf.h"	"42f541dfe879bacae812471b725ec9e1ff12dc5d172f8277e77e5642f15dd848"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_det.h"	"839be6a786ad7de62c13cda1548e19eacd9a9ab6ace95e207d1009caf4502326"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_ega.h"	"d60c53fef1c7403cfb534c45bae48a9524ea4dd218adc48b68f7183b35461e7e"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_egalt.h"	"8b2fda045350ff2747e9ff9da471acde3d8e1b2cd76beaf4d97746a45926a5f4"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_eoi.h"	"57ae39f20535e93b451e83a0e54e6e45f43512e12d99ae3ffc6a58e4f1ada8e3"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_event.h"	"f4353f69708952f3bdc0f0d26db0f667eda34abf04f8694d1af059a649f76969"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_extra.h"	"a422d528074b6a16b5a09e2b2df2d83f3f8ba4c5729e368cd0acc64c0bebbd96"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_fdisk.h"	"d681eb7fc45dedcc5501cb43516a8e9d1c7d94d6f70ebbf72517364134fe1c87"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_fulsc.h"	"733fe8aaef56e9febc5e2f35ac03057918df2bf75173779870e2b07dc673e1d0"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_getxx.h"	"b7adbf0d1f261f852f78179e757fb1ed8004db8ea6711ddf1fc4d5bb19819c46"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_graph.h"	"f23f9cf86756ca99f3204d505baa1d1197446851065f1849814647f5c4cdc6f3"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_hunt.h"	"bfe7f5fdad083744001220f808025b2da24d6768d2b242768de9cac9447d9462"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_inthk.h"	"463f0daebc4d196dc1e108289cf10a8c3e3580efc1cf96ca880af30acbc4e632"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_mem.h"	"3bc1805a7d900f3b4a4718dafdb130f9fa089ef29b3839ec62be9fe7851c7e3d"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_mon.h"	"c55c392d342b5dbef7c5c692d5f7c4d06486e9cf1597fe8a1b4a166e61bdc804"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_mouse.h"	"bb80ed237120b9def63e41f25bbbe19d6e89512944270eb492b2d4c11546e2aa"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_paint.h"	"1a04bb94c25ef5dfe4c890442262d0b3162f0a9e0b7bd89c53df12a63aff506f"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_reset.h"	"91e93365fc76a16fea422918dc0bfb32499f27cd9c84998268a9368eb367c7f3"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_smenu.h"	"811068f48a8b312a7096c4261a20d09d2629c3b15a00857342c48c2fdc09b9b4"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_thred.h"	"9907ef3c8a402afda59dd15d25ddc0ba02eed85ebabc73f108dbf448382fc695"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_timer.h"	"647d2d1963a32b4406f646afc12f928d53004d38c1df74b2644c9efa1a4f9455"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/nt_vddp.h"	"92c8ea5d3764c20679f9c58d77e316c65f092cca2913114e47d590ecfb459912"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/ntcheese.h"	"c10f8e844e9d57f33abf5b57092ef0ce2dae35e9e8c4b642c3be5312b264ca3e"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/sdos_ddi.h"	"773c32c4ef82eb9e8efca54447e3c26a2679dd2556c12c5998a2200e736d1639"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/sim32.h"	"eeb9a654e53b5934850a6e7fa86fc67b1576ac9f1b9262d87acb5eed42c2fd98"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/winsigni.h"	"54088b4dcd3e1255852d94eb4beec3dafdfb9f915d20a810624b62179db2c44a"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/include/softpc.new/host/inc/xmsexp.h"	"4aee7f4219c89043dfd1e5d3c139999524806cefa6e507ebffecd63d9a543072"	"declaration-candidate"	"ADAPTER-IF-002"	"replace-with-exact-opennt-mirror-declaration"	"T275 S3 declaration audit"	"original declaration topology now lives in opennt-mvdm-host"
"adapter-softpc/instruction_history.cc"	"59b6edf481741a3d981337b76f14619d78de5a57b41ffe5da38614922d265add"	"implementation-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/instruction_history.h"	"d887a0033bb5fb85a3053d87cdf3160b4a6a90d0a698353ee0aa944f8c18b4a9"	"declaration-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/instruction_window_abi.c"	"d11656e4c2a2d27bde4b1cf27f87b797c0e5b9df737f0a11f587e1503fe8199e"	"implementation-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/instruction_window_abi.h"	"a346e8889ea0738a178623281d7b55eae89af7f9513d40f8bf80d8b1309e0177"	"declaration-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/interrupt_return_observation.cc"	"1dca953d520d17500c994e94a957bc41f674c3212dfe99a24c66234d52a4ffd4"	"implementation-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/interrupt_return_observation.h"	"9879b568dcfd04bc615895eca554ac8fbe90421841fce93d04e79ae87aa4d5a8"	"declaration-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/interrupt06_provider.c"	"cd717baab4dc3ed743dc41215121a4dac77f1c60eacb740bd8d4755d79e54218"	"implementation-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/interrupt06_provider.h"	"5dd48bbe7a8ab453852335e859779a7e95ff23878ffac99d30f19b87b6d9c3aa"	"declaration-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/ivt_watch.cc"	"f3c35e190d7786277abc9c91fbf072a44459ea2ba48512e8ef652ca61ef9d736"	"implementation-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/ivt_watch.h"	"1c43744cf582a82e414df7b2138461e33cf759e86cc5a523ccf036a9289f5530"	"declaration-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/machine_composition.c"	"73fea6139ef3475cff006b664b33f19c6197f7e27fd499be40f946e8422ff74f"	"implementation-candidate"	"ADAPTER-IF-003"	"retire"	"adapter-bochs only"	"old machine shell is not a same-shaped SoftPC facade"
"adapter-softpc/machine_composition.h"	"74687f67fe01bac8ceb99d64e7c61ee24bc000f0b8b035d5f0b7460e93f20a58"	"declaration-candidate"	"ADAPTER-IF-003"	"retire"	"adapter-bochs only"	"old machine shell is not a same-shaped SoftPC facade"
"adapter-softpc/machine_engine.c"	"902892a5fce905e306573aa288f041c4b3509a962cf0b2fbe1f31012eb7de50b"	"implementation-candidate"	"ADAPTER-IF-003"	"retire"	"adapter-bochs only"	"old machine shell is not a same-shaped SoftPC facade"
"adapter-softpc/machine_engine.h"	"19a2780e8424732fea208e2033a6bbd1f7015d1d12b92696be20d2b875e610a0"	"declaration-candidate"	"ADAPTER-IF-003"	"retire"	"adapter-bochs only"	"old machine shell is not a same-shaped SoftPC facade"
"adapter-softpc/machine_profile_abi.c"	"fa112df89008573b5f16a0b5294187376511fd6f9a7f6f822f6ecb829d008825"	"implementation-candidate"	"ADAPTER-IF-003"	"retire"	"adapter-bochs only"	"old machine shell is not a same-shaped SoftPC facade"
"adapter-softpc/machine_profile_abi.h"	"0abe1255b81fdeb691b4f874f849eb4602ed4b95fb6de41011f854cfa1bc42cf"	"declaration-candidate"	"ADAPTER-IF-003"	"retire"	"adapter-bochs only"	"old machine shell is not a same-shaped SoftPC facade"
"adapter-softpc/machine_stage.cc"	"7fd4724e3aaea0d524b8650bb8cebdf0acc1238a81bd12928417a6f3cf077142"	"implementation-candidate"	"ADAPTER-IF-003"	"retire"	"adapter-bochs only"	"old machine shell is not a same-shaped SoftPC facade"
"adapter-softpc/machine_stage.h"	"1483718cc63abba543e4f652009ae5a5d8583c14cfac146cb301d58439fbbcea"	"declaration-candidate"	"ADAPTER-IF-003"	"retire"	"adapter-bochs only"	"old machine shell is not a same-shaped SoftPC facade"
"adapter-softpc/mechanical_action.cc"	"d60d3860b9f75cbbaa13c52519a92f8d19871b743f314639606cc1843139345c"	"implementation-candidate"	"ADAPTER-IF-001"	"migrate"	"T275 S2"	"typed BOP result/completion mechanics belong with transport, not SoftPC facade"
"adapter-softpc/mechanical_action.h"	"1fb951a07e95ebdd4c6858ed302769e8994662c578e64cfc11d57f929c17da8f"	"declaration-candidate"	"ADAPTER-IF-001"	"migrate"	"T275 S2"	"typed BOP result/completion mechanics belong with transport"
"adapter-softpc/multi_write_abi.c"	"0a3a48c43d4b4181182d6bb62185bbd247abeb7854c38edaff9455c088d6a32d"	"implementation-candidate"	"ADAPTER-IF-001"	"migrate"	"T275 S2"	"typed BOP result/completion mechanics belong with transport, not SoftPC facade"
"adapter-softpc/multi_write_abi.h"	"8c6d39d2bbd96f9021401b52dfcaf8e90d9e3b388a4ada411f3802a55ebda5b7"	"declaration-candidate"	"ADAPTER-IF-001"	"migrate"	"T275 S2"	"typed BOP result/completion mechanics belong with transport"
"adapter-softpc/multi_write_transaction.c"	"0f8bcb18ad2d537e468a18909fd2d5beafc43d856ca521747abe5836675ab96a"	"implementation-candidate"	"ADAPTER-IF-001"	"migrate"	"T275 S2"	"typed BOP result/completion mechanics belong with transport, not SoftPC facade"
"adapter-softpc/multi_write_transaction.h"	"a9df6f7f6e8c3a3745f4b6c1787d2b5ce5ace50c27a76e60a8b23cda9c439bc2"	"declaration-candidate"	"ADAPTER-IF-001"	"migrate"	"T275 S2"	"typed BOP result/completion mechanics belong with transport"
"adapter-softpc/observation_transaction_abi.c"	"b6b9dd18948dd6bea32dc5616f732508d836273359a397f1f75a19bed93cb98f"	"implementation-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/observation_transaction_abi.h"	"de3dbc4178a63c4b6103209ad90a03ef798a5abed1535aac2220ac00609f6049"	"declaration-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/opennt_xms_softpc_facade.c"	"bf6245df4c3e4a4c284fc4038405769e1b8791e92d7bd582169e4849c2c1e089"	"implementation-candidate"	"ADAPTER-IF-004"	"defer"	"XMS owner package"	"XMS machine semantics remain source-owner-specific"
