one_ledger1_identity	caller_physical_identity	caller_source_path	caller_symbol	call_source_line	callee_spelling	call_form	source_definition_result	signature_disposition	seed_class	final_adoption_disposition	owner	next_action
"MVDM-HOST-ONE1-006590"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1517|StartDebuggerForWow"	"wow32/wow32.c"	"StartDebuggerForWow"	"1601"	"GetCurrentProcessId"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006591"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1517|StartDebuggerForWow"	"wow32/wow32.c"	"StartDebuggerForWow"	"1605"	"RtlZeroMemory"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006592"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1517|StartDebuggerForWow"	"wow32/wow32.c"	"StartDebuggerForWow"	"1608"	"CreateProcess"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006593"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1517|StartDebuggerForWow"	"wow32/wow32.c"	"StartDebuggerForWow"	"1622"	"CloseHandle"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006594"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1517|StartDebuggerForWow"	"wow32/wow32.c"	"StartDebuggerForWow"	"1623"	"CloseHandle"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006595"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1517|StartDebuggerForWow"	"wow32/wow32.c"	"StartDebuggerForWow"	"1631"	"WaitForSingleObject"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"physical-call-declaration-definition-arity-confirmed"	"baseclient-candidate"	"source-shaped-basevdm-boundary"	"adapter-mvdm-host-out/basesrv"	"use original BaseClient/BaseSrv as source contract; stop at CSR/CSRSS"
"MVDM-HOST-ONE1-006596"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1517|StartDebuggerForWow"	"wow32/wow32.c"	"StartDebuggerForWow"	"1635"	"CloseHandle"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006597"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1642|IsDebuggerAttached"	"wow32/wow32.c"	"IsDebuggerAttached"	"1681"	"NtQueryInformationProcess"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006598"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1642|IsDebuggerAttached"	"wow32/wow32.c"	"IsDebuggerAttached"	"1682"	"NtCurrentProcess"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006599"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1714|WOWGetVDMPointer"	"wow32/wow32.c"	"WOWGetVDMPointer"	"1742"	"GetPModeVDMPointer"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006600"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1714|WOWGetVDMPointer"	"wow32/wow32.c"	"WOWGetVDMPointer"	"1744"	"GetRModeVDMPointer"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006601"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1750|GetPModeVDMPointerAssert"	"wow32/wow32.c"	"GetPModeVDMPointerAssert"	"1822"	"GetPModeVDMPointerMacro"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006602"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1750|GetPModeVDMPointerAssert"	"wow32/wow32.c"	"GetPModeVDMPointerAssert"	"1845"	"Sim32GetVDMPointer"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006603"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1750|GetPModeVDMPointerAssert"	"wow32/wow32.c"	"GetPModeVDMPointerAssert"	"1848"	"Sim32GetVDMPointer"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006604"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1750|GetPModeVDMPointerAssert"	"wow32/wow32.c"	"GetPModeVDMPointerAssert"	"1849"	"Sim32GetVDMPointer"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006605"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1750|GetPModeVDMPointerAssert"	"wow32/wow32.c"	"GetPModeVDMPointerAssert"	"1861"	"GetPModeVDMPointerMacro"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006606"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1886|W32GetTableOffsets"	"wow32/wow32.c"	"W32GetTableOffsets"	"1894"	"RtlCopyMemory"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006607"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1931|DoAssert"	"wow32/wow32.c"	"DoAssert"	"1965"	"DbgBreakPoint"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006608"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1931|DoAssert"	"wow32/wow32.c"	"DoAssert"	"1969"	"SetErrorMode"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006609"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1931|DoAssert"	"wow32/wow32.c"	"DoAssert"	"1971"	"RaiseException"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006610"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1931|DoAssert"	"wow32/wow32.c"	"DoAssert"	"1973"	"SetErrorMode"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006611"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1991|sprintf_gszAssert"	"wow32/wow32.c"	"sprintf_gszAssert"	"1995"	"va_start"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006612"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|1991|sprintf_gszAssert"	"wow32/wow32.c"	"sprintf_gszAssert"	"1997"	"vsprintf"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006613"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2013|logprintf"	"wow32/wow32.c"	"logprintf"	"2020"	"va_start"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006614"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2013|logprintf"	"wow32/wow32.c"	"logprintf"	"2021"	"vsprintf"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006615"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2013|logprintf"	"wow32/wow32.c"	"logprintf"	"2030"	"CreateFile"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006616"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2013|logprintf"	"wow32/wow32.c"	"logprintf"	"2042"	"OutputDebugString"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006617"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2013|logprintf"	"wow32/wow32.c"	"logprintf"	"2046"	"FlushFileBuffers"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006618"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2013|logprintf"	"wow32/wow32.c"	"logprintf"	"2047"	"CloseHandle"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006619"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2013|logprintf"	"wow32/wow32.c"	"logprintf"	"2061"	"WriteFile"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"signature-or-condition-form-unresolved"	""	"owner-local-signature-or-condition-binding"	"caller owner package"	"not an import candidate; resolve only when the original caller package is admitted"
"MVDM-HOST-ONE1-006620"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2013|logprintf"	"wow32/wow32.c"	"logprintf"	"2065"	"OutputDebugString"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006621"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2013|logprintf"	"wow32/wow32.c"	"logprintf"	"2069"	"strcpy"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006622"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2058|IFLOG"	"wow32/wow32.c"	"IFLOG"	"2061"	"WriteFile"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"signature-or-condition-form-unresolved"	""	"owner-local-signature-or-condition-binding"	"caller owner package"	"not an import candidate; resolve only when the original caller package is admitted"
"MVDM-HOST-ONE1-006623"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2058|IFLOG"	"wow32/wow32.c"	"IFLOG"	"2065"	"OutputDebugString"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006627"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2177|logargs"	"wow32/wow32.c"	"logargs"	"2222"	"DbgPrint"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006628"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2177|logargs"	"wow32/wow32.c"	"logargs"	"2223"	"DbgBreakPoint"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006630"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2252|malloc_w"	"wow32/wow32.c"	"malloc_w"	"2265"	"HeapAlloc"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006631"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2261|malloc_w_zero"	"wow32/wow32.c"	"malloc_w_zero"	"2265"	"HeapAlloc"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006632"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2270|realloc_w"	"wow32/wow32.c"	"realloc_w"	"2274"	"HeapReAlloc"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006633"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2279|free_w"	"wow32/wow32.c"	"free_w"	"2281"	"HeapFree"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006634"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2307|WOWStartupFailed"	"wow32/wow32.c"	"WOWStartupFailed"	"2312"	"LoadString"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006635"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2307|WOWStartupFailed"	"wow32/wow32.c"	"WOWStartupFailed"	"2313"	"LoadString"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006636"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2307|WOWStartupFailed"	"wow32/wow32.c"	"WOWStartupFailed"	"2315"	"MessageBox"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006637"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2307|WOWStartupFailed"	"wow32/wow32.c"	"WOWStartupFailed"	"2315"	"GetDesktopWindow"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006638"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2307|WOWStartupFailed"	"wow32/wow32.c"	"WOWStartupFailed"	"2320"	"ExitVDM"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"physical-call-declaration-definition-arity-confirmed"	"baseclient-candidate"	"source-shaped-basevdm-boundary"	"adapter-mvdm-host-out/basesrv"	"use original BaseClient/BaseSrv as source contract; stop at CSR/CSRSS"
"MVDM-HOST-ONE1-006639"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2307|WOWStartupFailed"	"wow32/wow32.c"	"WOWStartupFailed"	"2321"	"ExitProcess"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006640"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|2328|GetWOWTicDiff"	"wow32/wow32.c"	"GetWOWTicDiff"	"2337"	"NtQueryPerformanceCounter"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006641"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|43|SortedInsert"	"wow32/wow32fax.c"	"SortedInsert"	"48"	"_stricmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006642"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|100|GetSupportedFaxDrivers"	"wow32/wow32fax.c"	"GetSupportedFaxDrivers"	"111"	"RegOpenKeyEx"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006643"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|100|GetSupportedFaxDrivers"	"wow32/wow32fax.c"	"GetSupportedFaxDrivers"	"118"	"RegQueryValueEx"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006644"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|100|GetSupportedFaxDrivers"	"wow32/wow32fax.c"	"GetSupportedFaxDrivers"	"126"	"RegQueryValueEx"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006645"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|100|GetSupportedFaxDrivers"	"wow32/wow32fax.c"	"GetSupportedFaxDrivers"	"134"	"RtlZeroMemory"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006646"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|100|GetSupportedFaxDrivers"	"wow32/wow32fax.c"	"GetSupportedFaxDrivers"	"147"	"RegCloseKey"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006647"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|161|WowFaxWndProc"	"wow32/wow32fax.c"	"WowFaxWndProc"	"174"	"GetFaxDataMapName"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"physical-call-declaration-definition-arity-confirmed"	"mvdm-internal-rebase"	"mvdm-zero-closure"	"selected MVDM mirror owner"	"return to selected MVDM closure"
"MVDM-HOST-ONE1-006648"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|161|WowFaxWndProc"	"wow32/wow32fax.c"	"WowFaxWndProc"	"175"	"OpenFileMapping"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-006649"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|161|WowFaxWndProc"	"wow32/wow32fax.c"	"WowFaxWndProc"	"178"	"MapViewOfFile"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-006650"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32fax.c|855ac6c5d6d6ca97cc78802994784e8612e5eb6197533790466664bf0e892700|161|WowFaxWndProc"	"wow32/wow32fax.c"	"WowFaxWndProc"	"187"	"UnmapViewOfFile"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
