signature_gate_id	binding_id	resolution_id	one_ledger1_identity	callee_spelling	selected_definition_identity	caller_argument_count	declaration_argument_counts	definition_argument_count	caller_condition_context	definition_condition_context	signature_disposition	next_action	boundary
"MVDM-HOST-ONE1-SIGNATURE-000241"	"MVDM-HOST-ONE1-BINDING-008922"	"MVDM-HOST-ONE1-RESOLUTION-004830"	"MVDM-HOST-ONE1-005134"	"GetEnvironmentVariableOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|564|GetEnvironmentVariableOem"	"3"	"3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000242"	"MVDM-HOST-ONE1-BINDING-008923"	"MVDM-HOST-ONE1-RESOLUTION-004831"	"MVDM-HOST-ONE1-005135"	"SetEnvironmentVariableOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|661|SetEnvironmentVariableOem"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000243"	"MVDM-HOST-ONE1-BINDING-008924"	"MVDM-HOST-ONE1-RESOLUTION-004832"	"MVDM-HOST-ONE1-005136"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000244"	"MVDM-HOST-ONE1-BINDING-008925"	"MVDM-HOST-ONE1-RESOLUTION-004833"	"MVDM-HOST-ONE1-005137"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000245"	"MVDM-HOST-ONE1-BINDING-008929"	"MVDM-HOST-ONE1-RESOLUTION-004835"	"MVDM-HOST-ONE1-005139"	"SetEnvironmentVariableOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|661|SetEnvironmentVariableOem"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000246"	"MVDM-HOST-ONE1-BINDING-008935"	"MVDM-HOST-ONE1-RESOLUTION-004841"	"MVDM-HOST-ONE1-005145"	"GetFullPathNameOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|494|GetFullPathNameOem"	"4"	"4;4"	"4"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000247"	"MVDM-HOST-ONE1-BINDING-008956"	"MVDM-HOST-ONE1-RESOLUTION-004848"	"MVDM-HOST-ONE1-005152"	"SetCurrentDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|635|SetCurrentDirectoryOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000248"	"MVDM-HOST-ONE1-BINDING-008957"	"MVDM-HOST-ONE1-RESOLUTION-004849"	"MVDM-HOST-ONE1-005153"	"SetCurrentDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|635|SetCurrentDirectoryOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000249"	"MVDM-HOST-ONE1-BINDING-008958"	"MVDM-HOST-ONE1-RESOLUTION-004850"	"MVDM-HOST-ONE1-005154"	"SetCurrentDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|635|SetCurrentDirectoryOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000250"	"MVDM-HOST-ONE1-BINDING-008959"	"MVDM-HOST-ONE1-RESOLUTION-004851"	"MVDM-HOST-ONE1-005155"	"GetCurrentDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|586|GetCurrentDirectoryOem"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000251"	"MVDM-HOST-ONE1-BINDING-009353"	"MVDM-HOST-ONE1-RESOLUTION-005378"	"MVDM-HOST-ONE1-005682"	"GetNextVDMCommand"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|340|GetNextVDMCommand"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000252"	"MVDM-HOST-ONE1-BINDING-009357"	"MVDM-HOST-ONE1-RESOLUTION-005380"	"MVDM-HOST-ONE1-005684"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000253"	"MVDM-HOST-ONE1-BINDING-009376"	"MVDM-HOST-ONE1-RESOLUTION-005390"	"MVDM-HOST-ONE1-005694"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000254"	"MVDM-HOST-ONE1-BINDING-009377"	"MVDM-HOST-ONE1-RESOLUTION-005391"	"MVDM-HOST-ONE1-005695"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000255"	"MVDM-HOST-ONE1-BINDING-009385"	"MVDM-HOST-ONE1-RESOLUTION-005397"	"MVDM-HOST-ONE1-005701"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000256"	"MVDM-HOST-ONE1-BINDING-009410"	"MVDM-HOST-ONE1-RESOLUTION-005415"	"MVDM-HOST-ONE1-005720"	"ResumeTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|938|ResumeTimerThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000257"	"MVDM-HOST-ONE1-BINDING-009414"	"MVDM-HOST-ONE1-RESOLUTION-005422"	"MVDM-HOST-ONE1-005728"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000258"	"MVDM-HOST-ONE1-BINDING-009442"	"MVDM-HOST-ONE1-RESOLUTION-005434"	"MVDM-HOST-ONE1-005740"	"ResumeTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|938|ResumeTimerThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000259"	"MVDM-HOST-ONE1-BINDING-009445"	"MVDM-HOST-ONE1-RESOLUTION-005438"	"MVDM-HOST-ONE1-005745"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000260"	"MVDM-HOST-ONE1-BINDING-009448"	"MVDM-HOST-ONE1-RESOLUTION-005446"	"MVDM-HOST-ONE1-005753"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000261"	"MVDM-HOST-ONE1-BINDING-009449"	"MVDM-HOST-ONE1-RESOLUTION-005447"	"MVDM-HOST-ONE1-005754"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000262"	"MVDM-HOST-ONE1-BINDING-009456"	"MVDM-HOST-ONE1-RESOLUTION-005452"	"MVDM-HOST-ONE1-005759"	"RegisterWowExec"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|1014|RegisterWowExec"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000263"	"MVDM-HOST-ONE1-BINDING-009492"	"MVDM-HOST-ONE1-RESOLUTION-005469"	"MVDM-HOST-ONE1-005776"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000264"	"MVDM-HOST-ONE1-BINDING-009493"	"MVDM-HOST-ONE1-RESOLUTION-005472"	"MVDM-HOST-ONE1-005779"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000265"	"MVDM-HOST-ONE1-BINDING-009551"	"MVDM-HOST-ONE1-RESOLUTION-005495"	"MVDM-HOST-ONE1-005802"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000266"	"MVDM-HOST-ONE1-BINDING-009554"	"MVDM-HOST-ONE1-RESOLUTION-005500"	"MVDM-HOST-ONE1-005807"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000267"	"MVDM-HOST-ONE1-BINDING-009555"	"MVDM-HOST-ONE1-RESOLUTION-005501"	"MVDM-HOST-ONE1-005808"	"ResumeTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|938|ResumeTimerThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000268"	"MVDM-HOST-ONE1-BINDING-009562"	"MVDM-HOST-ONE1-RESOLUTION-005506"	"MVDM-HOST-ONE1-005813"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000269"	"MVDM-HOST-ONE1-BINDING-009570"	"MVDM-HOST-ONE1-RESOLUTION-005514"	"MVDM-HOST-ONE1-005821"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000270"	"MVDM-HOST-ONE1-BINDING-009572"	"MVDM-HOST-ONE1-RESOLUTION-005519"	"MVDM-HOST-ONE1-005826"	"wsprintf"	"O:\repos.external\OpenNT|base/mvdm/wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336|wsprintf"	"4"	"3;3;3;3"	"4"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000271"	"MVDM-HOST-ONE1-BINDING-009583"	"MVDM-HOST-ONE1-RESOLUTION-005528"	"MVDM-HOST-ONE1-005835"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000272"	"MVDM-HOST-ONE1-BINDING-009588"	"MVDM-HOST-ONE1-RESOLUTION-005535"	"MVDM-HOST-ONE1-005842"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000273"	"MVDM-HOST-ONE1-BINDING-009613"	"MVDM-HOST-ONE1-RESOLUTION-005557"	"MVDM-HOST-ONE1-005864"	"DeleteFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|219|DeleteFileOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000274"	"MVDM-HOST-ONE1-BINDING-009614"	"MVDM-HOST-ONE1-RESOLUTION-005558"	"MVDM-HOST-ONE1-005865"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000275"	"MVDM-HOST-ONE1-BINDING-009615"	"MVDM-HOST-ONE1-RESOLUTION-005559"	"MVDM-HOST-ONE1-005866"	"GetFullPathNameOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|494|GetFullPathNameOem"	"4"	"4;4"	"4"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000276"	"MVDM-HOST-ONE1-BINDING-009616"	"MVDM-HOST-ONE1-RESOLUTION-005560"	"MVDM-HOST-ONE1-005867"	"GetTempFileNameOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|295|GetTempFileNameOem"	"4"	"4;4"	"4"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000277"	"MVDM-HOST-ONE1-BINDING-009617"	"MVDM-HOST-ONE1-RESOLUTION-005561"	"MVDM-HOST-ONE1-005868"	"MoveFileExOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|316|MoveFileExOem"	"3"	"3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000278"	"MVDM-HOST-ONE1-BINDING-009618"	"MVDM-HOST-ONE1-RESOLUTION-005562"	"MVDM-HOST-ONE1-005869"	"DeleteFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|219|DeleteFileOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000279"	"MVDM-HOST-ONE1-BINDING-009619"	"MVDM-HOST-ONE1-RESOLUTION-005563"	"MVDM-HOST-ONE1-005870"	"MoveFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|256|MoveFileOem"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000280"	"MVDM-HOST-ONE1-BINDING-009620"	"MVDM-HOST-ONE1-RESOLUTION-005564"	"MVDM-HOST-ONE1-005871"	"DeleteFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|219|DeleteFileOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000281"	"MVDM-HOST-ONE1-BINDING-009621"	"MVDM-HOST-ONE1-RESOLUTION-005565"	"MVDM-HOST-ONE1-005872"	"RemoveFontResourceOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|1108|RemoveFontResourceOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000282"	"MVDM-HOST-ONE1-BINDING-009622"	"MVDM-HOST-ONE1-RESOLUTION-005567"	"MVDM-HOST-ONE1-005874"	"DeleteFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|219|DeleteFileOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
