"effective_id"	"disposition_id"	"call_id"	"caller_file_id"	"caller_path"	"caller_package"	"caller_line"	"symbol"	"declaration_path"	"declaration_package"	"caller_final_disposition"	"effective_state"	"family"	"owner"	"retained_interface_shape"	"mapping_rule"	"failure_disposition"	"source_form_evidence"	"limitation"	"evidence"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03039"	"MVDM-BOUNDARY-03039"	"MVDM-CALL-054504"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"618"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:618; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03040"	"MVDM-BOUNDARY-03040"	"MVDM-CALL-054505"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"619"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:619; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03041"	"MVDM-BOUNDARY-03041"	"MVDM-CALL-054506"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"620"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:620; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03042"	"MVDM-BOUNDARY-03042"	"MVDM-CALL-054559"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"745"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:745; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03043"	"MVDM-BOUNDARY-03043"	"MVDM-CALL-054560"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"746"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:746; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03044"	"MVDM-BOUNDARY-03044"	"MVDM-CALL-054567"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"757"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:757; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03045"	"MVDM-BOUNDARY-03045"	"MVDM-CALL-054568"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"758"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:758; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03046"	"MVDM-BOUNDARY-03046"	"MVDM-CALL-054569"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"759"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:759; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03047"	"MVDM-BOUNDARY-03047"	"MVDM-CALL-054570"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"761"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:761; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03048"	"MVDM-BOUNDARY-03048"	"MVDM-CALL-054571"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"762"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:762; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03049"	"MVDM-BOUNDARY-03049"	"MVDM-CALL-054575"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"770"	"sas_hw_at"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:770; softpc.new/base/inc/dasm.h:23"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03050"	"MVDM-BOUNDARY-03050"	"MVDM-CALL-054589"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"780"	"sas_hw_at"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:780; softpc.new/base/inc/dasm.h:23"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03051"	"MVDM-BOUNDARY-03051"	"MVDM-CALL-054593"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"782"	"sas_hw_at"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:782; softpc.new/base/inc/dasm.h:23"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03052"	"MVDM-BOUNDARY-03052"	"MVDM-CALL-054595"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"783"	"sas_hw_at"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:783; softpc.new/base/inc/dasm.h:23"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03053"	"MVDM-BOUNDARY-03053"	"MVDM-CALL-054597"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"784"	"sas_hw_at"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:784; softpc.new/base/inc/dasm.h:23"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03054"	"MVDM-BOUNDARY-03054"	"MVDM-CALL-054623"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"851"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:851; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03055"	"MVDM-BOUNDARY-03055"	"MVDM-CALL-054624"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"852"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:852; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03056"	"MVDM-BOUNDARY-03056"	"MVDM-CALL-054626"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"855"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:855; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03057"	"MVDM-BOUNDARY-03057"	"MVDM-CALL-054628"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"859"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:859; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03058"	"MVDM-BOUNDARY-03058"	"MVDM-CALL-054629"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"860"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:860; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03059"	"MVDM-BOUNDARY-03059"	"MVDM-CALL-054631"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"865"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:865; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03060"	"MVDM-BOUNDARY-03060"	"MVDM-CALL-054632"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"866"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:866; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03061"	"MVDM-BOUNDARY-03061"	"MVDM-CALL-054633"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"867"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:867; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03062"	"MVDM-BOUNDARY-03062"	"MVDM-CALL-054635"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"873"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:873; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03063"	"MVDM-BOUNDARY-03063"	"MVDM-CALL-054636"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"874"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:874; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03064"	"MVDM-BOUNDARY-03064"	"MVDM-CALL-054637"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"877"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:877; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03065"	"MVDM-BOUNDARY-03065"	"MVDM-CALL-054638"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"878"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:878; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03066"	"MVDM-BOUNDARY-03066"	"MVDM-CALL-054651"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"897"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:897; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03067"	"MVDM-BOUNDARY-03067"	"MVDM-CALL-054652"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"898"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:898; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03068"	"MVDM-BOUNDARY-03068"	"MVDM-CALL-054654"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"900"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:900; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03069"	"MVDM-BOUNDARY-03069"	"MVDM-CALL-054655"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"901"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:901; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03070"	"MVDM-BOUNDARY-03070"	"MVDM-CALL-054684"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"942"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:942; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03071"	"MVDM-BOUNDARY-03071"	"MVDM-CALL-054685"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"943"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:943; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03072"	"MVDM-BOUNDARY-03072"	"MVDM-CALL-054687"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"945"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:945; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03073"	"MVDM-BOUNDARY-03073"	"MVDM-CALL-054689"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"948"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:948; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03074"	"MVDM-BOUNDARY-03074"	"MVDM-CALL-054690"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"949"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:949; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03075"	"MVDM-BOUNDARY-03075"	"MVDM-CALL-054692"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"951"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:951; softpc.new/host/inc/nt_mon.h:36"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03076"	"MVDM-BOUNDARY-03076"	"MVDM-CALL-054693"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"954"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:954; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03077"	"MVDM-BOUNDARY-03077"	"MVDM-CALL-054694"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"955"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:955; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03078"	"MVDM-BOUNDARY-03078"	"MVDM-CALL-054696"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"957"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:957; softpc.new/host/inc/nt_mon.h:37"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-03079"	"MVDM-BOUNDARY-03079"	"MVDM-CALL-054697"	"MVDM-FILE-0988"	"softpc.new/base/video/vga_vide.c"	"softpc.new"	"960"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/video/vga_vide.c:960; softpc.new/host/inc/nt_mon.h:37"
