canonical_interface_id	callee_spelling	raw_call_site_count	raw_candidate_ids	caller_definition_count	caller_source_identities	initial_first_degree_statuses	prior_semantic_dispositions	boundary
"MVDM-FIRST-INTERFACE-000667"	"SetCursorPos"	"4"	"MVDM-FIRST-CANDIDATE-001662;MVDM-FIRST-CANDIDATE-001667;MVDM-FIRST-CANDIDATE-001670;MVDM-FIRST-CANDIDATE-002750"	"4"	"softpc.new/host/src/nt_mouse.c:1025;softpc.new/host/src/nt_mouse.c:1965;softpc.new/host/src/nt_mouse.c:2166;wow32/wucursor.c:279"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000668"	"SetDIBColorTable"	"1"	"MVDM-FIRST-CANDIDATE-002249"	"1"	"wow32/wdib.c:800"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000669"	"SetDIBits"	"1"	"MVDM-FIRST-CANDIDATE-002381"	"1"	"wow32/wgdi.c:3597"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000670"	"SetDIBitsToDevice"	"1"	"MVDM-FIRST-CANDIDATE-002382"	"1"	"wow32/wgdi.c:3634"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000671"	"SetDlgItemInt"	"1"	"MVDM-FIRST-CANDIDATE-002756"	"1"	"wow32/wudlg.c:1400"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000672"	"SetDoubleClickTime"	"1"	"MVDM-FIRST-CANDIDATE-002781"	"1"	"wow32/wuser.c:2477"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000673"	"SetEndOfFile"	"4"	"MVDM-FIRST-CANDIDATE-000023;MVDM-FIRST-CANDIDATE-000190;MVDM-FIRST-CANDIDATE-002242;MVDM-FIRST-CANDIDATE-002472"	"4"	"dos/command/cmdconf.c:545;dos/dem/demhndl.c:304;wow32/wdib.c:253;wow32/wkfileio.c:790"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000674"	"SetEnvironmentVariableOem"	"8"	"MVDM-FIRST-CANDIDATE-000075;MVDM-FIRST-CANDIDATE-000077;MVDM-FIRST-CANDIDATE-000083;MVDM-FIRST-CANDIDATE-000112;MVDM-FIRST-CANDIDATE-000114;MVDM-FIRST-CANDIDATE-002251;MVDM-FIRST-CANDIDATE-002253;MVDM-FIRST-CANDIDATE-002256"	"7"	"dos/command/cmdmisc.c:553;dos/command/cmdmisc.c:565;dos/command/cmdpif.c:120;dos/dem/demdir.c:135;dos/dem/demdir.c:177;wow32/wdos.c:86;wow32/wdos.c:140;wow32/wdos.c:190"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000675"	"SetErrorMode"	"6"	"MVDM-FIRST-CANDIDATE-000007;MVDM-FIRST-CANDIDATE-000009;MVDM-FIRST-CANDIDATE-000099;MVDM-FIRST-CANDIDATE-002629;MVDM-FIRST-CANDIDATE-002632;MVDM-FIRST-CANDIDATE-002634"	"4"	"dbg/dbg.c:820;dbg/dbg.c:827;dos/dem/dem.c:40;wow32/wow32.c:1493;wow32/wow32.c:1969;wow32/wow32.c:1973"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000676"	"SetEvent"	"36"	"MVDM-FIRST-CANDIDATE-000089;MVDM-FIRST-CANDIDATE-000090;MVDM-FIRST-CANDIDATE-000097;MVDM-FIRST-CANDIDATE-001292;MVDM-FIRST-CANDIDATE-001342;MVDM-FIRST-CANDIDATE-001356;MVDM-FIRST-CANDIDATE-001366;MVDM-FIRST-CANDIDATE-001446;MVDM-FIRST-CANDIDATE-001447;MVDM-FIRST-CANDIDATE-001448;MVDM-FIRST-CANDIDATE-001449;MVDM-FIRST-CANDIDATE-001450;MVDM-FIRST-CANDIDATE-001451;MVDM-FIRST-CANDIDATE-001452;MVDM-FIRST-CANDIDATE-001466;MVDM-FIRST-CANDIDATE-001502;MVDM-FIRST-CANDIDATE-001516;MVDM-FIRST-CANDIDATE-001524;MVDM-FIRST-CANDIDATE-001769;MVDM-FIRST-CANDIDATE-001772;MVDM-FIRST-CANDIDATE-001985;MVDM-FIRST-CANDIDATE-001986;MVDM-FIRST-CANDIDATE-001990;MVDM-FIRST-CANDIDATE-002001;MVDM-FIRST-CANDIDATE-002028;MVDM-FIRST-CANDIDATE-002093;MVDM-FIRST-CANDIDATE-002094;MVDM-FIRST-CANDIDATE-002178;MVDM-FIRST-CANDIDATE-002181;MVDM-FIRST-CANDIDATE-002519;MVDM-FIRST-CANDIDATE-002527;MVDM-FIRST-CANDIDATE-002616;MVDM-FIRST-CANDIDATE-002734;MVDM-FIRST-CANDIDATE-002737;MVDM-FIRST-CANDIDATE-002744;MVDM-FIRST-CANDIDATE-002790"	"30"	"dos/command/cmdredir.c:78;dos/command/cmdredir.c:90;dos/command/cmdredir.c:573;softpc.new/debugger/vdmdebug.c:290;softpc.new/host/src/nt_com.c:677;softpc.new/host/src/nt_com.c:1638;softpc.new/host/src/nt_com.c:2164;softpc.new/host/src/nt_det.c:848;softpc.new/host/src/nt_det.c:864;softpc.new/host/src/nt_det.c:967;softpc.new/host/src/nt_det.c:1220;softpc.new/host/src/nt_det.c:1237;softpc.new/host/src/nt_det.c:1257;softpc.new/host/src/nt_det.c:1263;softpc.new/host/src/nt_eoi.c:141;softpc.new/host/src/nt_event.c:673;softpc.new/host/src/nt_event.c:1395;softpc.new/host/src/nt_event.c:1566;softpc.new/host/src/nt_timer.c:921;softpc.new/host/src/nt_timer.c:943;v86/scaffold/i386/fakekbd.c:138;v86/scaffold/i386/fakekbd.c:256;v86/scaffold/i386/fakekbd.c:280;v86/scaffold/i386/softpc.c:413;vdd/samples/vsbd/vdd.c:1113;vdmredir/vrdlc5c.c:3854;vdmredir/vrdlc5c.c:3890;vdmredir/vrnmpipe.c:1794;vdmredir/vrnmpipe.c:2198;wow32/wkman.c:1104;wow32/wkman.c:1690;wow32/wow32.c:396;wow32/wucomm.c:1695;wow32/wucomm.c:2003;wow32/wucomm.c:2376;wow32/wuser31.c:829"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000677"	"SetFileAttributesOem"	"4"	"MVDM-FIRST-CANDIDATE-000138;MVDM-FIRST-CANDIDATE-000163;MVDM-FIRST-CANDIDATE-002478;MVDM-FIRST-CANDIDATE-002564"	"4"	"dos/dem/demfcb.c:125;dos/dem/demfile.c:498;wow32/wkfileio.c:1937;wow32/wkman.c:3712"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000678"	"SetFileTime"	"2"	"MVDM-FIRST-CANDIDATE-000196;MVDM-FIRST-CANDIDATE-002482"	"2"	"dos/dem/demhndl.c:499;wow32/wkfileio.c:2025"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000679"	"SetLastConsoleEventActive"	"2"	"MVDM-FIRST-CANDIDATE-001617;MVDM-FIRST-CANDIDATE-001994"	"2"	"softpc.new/host/src/nt_hosts.c:229;v86/scaffold/i386/softpc.c:63"	"requires-first-degree-source-audit"	"private-console-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000680"	"SetLocalTime"	"2"	"MVDM-FIRST-CANDIDATE-000184;MVDM-FIRST-CANDIDATE-000186"	"2"	"dos/dem/demgset.c:513;dos/dem/demgset.c:541"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000681"	"SetMailslotInfo"	"2"	"MVDM-FIRST-CANDIDATE-002114;MVDM-FIRST-CANDIDATE-002116"	"2"	"vdmredir/vrmslot.c:639;vdmredir/vrmslot.c:794"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000682"	"SetMapMode"	"5"	"MVDM-FIRST-CANDIDATE-002308;MVDM-FIRST-CANDIDATE-002310;MVDM-FIRST-CANDIDATE-002311;MVDM-FIRST-CANDIDATE-002312;MVDM-FIRST-CANDIDATE-002383"	"2"	"wow32/wgdi.c:1748;wow32/wgdi.c:1762;wow32/wgdi.c:1774;wow32/wgdi.c:1807;wow32/wgdi.c:3662"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000683"	"SetMapperFlags"	"1"	"MVDM-FIRST-CANDIDATE-002384"	"1"	"wow32/wgdi.c:3676"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000684"	"SetNamedPipeHandleState"	"2"	"MVDM-FIRST-CANDIDATE-002170;MVDM-FIRST-CANDIDATE-002176"	"2"	"vdmredir/vrnmpipe.c:578;vdmredir/vrnmpipe.c:1209"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000685"	"SetPaletteEntries"	"3"	"MVDM-FIRST-CANDIDATE-001593;MVDM-FIRST-CANDIDATE-001594;MVDM-FIRST-CANDIDATE-002455"	"2"	"softpc.new/host/src/nt_graph.c:1657;softpc.new/host/src/nt_graph.c:1715;wow32/wgpal.c:252"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000686"	"SetPixel"	"1"	"MVDM-FIRST-CANDIDATE-002385"	"1"	"wow32/wgdi.c:3690"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000687"	"SetPolyFillMode"	"1"	"MVDM-FIRST-CANDIDATE-002386"	"1"	"wow32/wgdi.c:3711"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000688"	"SetPriorityClass"	"3"	"MVDM-FIRST-CANDIDATE-001677;MVDM-FIRST-CANDIDATE-001679;MVDM-FIRST-CANDIDATE-002620"	"2"	"softpc.new/host/src/nt_msscs.c:228;softpc.new/host/src/nt_msscs.c:236;wow32/wow32.c:763"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000689"	"SetProcessShutdownParameters"	"2"	"MVDM-FIRST-CANDIDATE-002792;MVDM-FIRST-CANDIDATE-002794"	"1"	"wow32/wuser31.c:847;wow32/wuser31.c:893"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000690"	"SetRectRgn"	"1"	"MVDM-FIRST-CANDIDATE-002388"	"1"	"wow32/wgdi.c:3738"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000691"	"SetRelAbs"	"1"	"MVDM-FIRST-CANDIDATE-002266"	"1"	"wow32/wgdi.c:151"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000692"	"SetROP2"	"3"	"MVDM-FIRST-CANDIDATE-001622;MVDM-FIRST-CANDIDATE-001629;MVDM-FIRST-CANDIDATE-002387"	"3"	"softpc.new/host/src/nt_hunt.c:129;softpc.new/host/src/nt_hunt.c:157;wow32/wgdi.c:3725"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000693"	"SetStdHandle"	"9"	"MVDM-FIRST-CANDIDATE-000049;MVDM-FIRST-CANDIDATE-000050;MVDM-FIRST-CANDIDATE-000051;MVDM-FIRST-CANDIDATE-000057;MVDM-FIRST-CANDIDATE-000058;MVDM-FIRST-CANDIDATE-000059;MVDM-FIRST-CANDIDATE-001613;MVDM-FIRST-CANDIDATE-001615;MVDM-FIRST-CANDIDATE-001616"	"2"	"dos/command/cmdexec.c:344;dos/command/cmdexec.c:347;dos/command/cmdexec.c:350;dos/command/cmdexec.c:398;dos/command/cmdexec.c:401;dos/command/cmdexec.c:404;softpc.new/host/src/nt_hosts.c:188;softpc.new/host/src/nt_hosts.c:207;softpc.new/host/src/nt_hosts.c:208"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000694"	"SetStretchBltMode"	"1"	"MVDM-FIRST-CANDIDATE-002389"	"1"	"wow32/wgdi.c:3756"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000695"	"SetSystemPaletteUse"	"1"	"MVDM-FIRST-CANDIDATE-002456"	"1"	"wow32/wgpal.c:272"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000696"	"SetTextAlign"	"1"	"MVDM-FIRST-CANDIDATE-002461"	"1"	"wow32/wgtext.c:202"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000697"	"SetTextCharacterExtra"	"1"	"MVDM-FIRST-CANDIDATE-002462"	"1"	"wow32/wgtext.c:219"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000698"	"SetTextColor"	"1"	"MVDM-FIRST-CANDIDATE-002463"	"1"	"wow32/wgtext.c:245"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000699"	"SetTextJustification"	"1"	"MVDM-FIRST-CANDIDATE-002464"	"1"	"wow32/wgtext.c:262"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000700"	"SetThreadPriority"	"5"	"MVDM-FIRST-CANDIDATE-001496;MVDM-FIRST-CANDIDATE-001761;MVDM-FIRST-CANDIDATE-002098;MVDM-FIRST-CANDIDATE-002099;MVDM-FIRST-CANDIDATE-002104"	"5"	"softpc.new/host/src/nt_event.c:314;softpc.new/host/src/nt_timer.c:590;vdmredir/vrdlcpst.c:1981;vdmredir/vrdlcpst.c:2644;vdmredir/vrdlcpst.c:3081"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000701"	"SetupComm"	"2"	"MVDM-FIRST-CANDIDATE-001331;MVDM-FIRST-CANDIDATE-002720"	"2"	"softpc.new/host/src/nt_com.c:543;wow32/wucomm.c:753"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000702"	"setupEnv"	"1"	"MVDM-FIRST-CANDIDATE-001127"	"1"	"softpc.new/base/support/main.c:137"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000703"	"setupHwVGAGlobals"	"1"	"MVDM-FIRST-CANDIDATE-001132"	"1"	"softpc.new/base/support/main.c:282"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000704"	"SetVDMCurrentDirectories"	"1"	"MVDM-FIRST-CANDIDATE-000079"	"1"	"dos/command/cmdmisc.c:870"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000705"	"SetVideolatches"	"1"	"MVDM-FIRST-CANDIDATE-000318"	"1"	"softpc.new/base/ccpu386/c_getset.c:273"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000706"	"SetViewportExtEx"	"2"	"MVDM-FIRST-CANDIDATE-002390;MVDM-FIRST-CANDIDATE-002430"	"2"	"wow32/wgdi.c:3774;wow32/wgdi31.c:842"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000707"	"SetViewportOrgEx"	"2"	"MVDM-FIRST-CANDIDATE-002391;MVDM-FIRST-CANDIDATE-002431"	"2"	"wow32/wgdi.c:3799;wow32/wgdi31.c:870"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000708"	"SetVolumeLabelA"	"2"	"MVDM-FIRST-CANDIDATE-000203;MVDM-FIRST-CANDIDATE-000204"	"2"	"dos/dem/demlabel.c:26;dos/dem/demlabel.c:69"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000709"	"SetWindowExtEx"	"2"	"MVDM-FIRST-CANDIDATE-002392;MVDM-FIRST-CANDIDATE-002432"	"2"	"wow32/wgdi.c:3821;wow32/wgdi31.c:897"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000710"	"SetWindowOrgEx"	"2"	"MVDM-FIRST-CANDIDATE-002393;MVDM-FIRST-CANDIDATE-002433"	"2"	"wow32/wgdi.c:3845;wow32/wgdi31.c:924"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000711"	"SetWindowPlacement"	"1"	"MVDM-FIRST-CANDIDATE-002787"	"1"	"wow32/wuser31.c:697"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000712"	"sf_debug_char_waiting"	"1"	"MVDM-FIRST-CANDIDATE-000325"	"1"	"softpc.new/base/ccpu386/c_main.c:4493"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000713"	"SfdelayUSecs"	"1"	"MVDM-FIRST-CANDIDATE-000319"	"1"	"softpc.new/base/ccpu386/c_main.c:3331"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000714"	"SFMalloc"	"2"	"MVDM-FIRST-CANDIDATE-000358;MVDM-FIRST-CANDIDATE-001195"	"2"	"softpc.new/base/ccpu386/fpu.c:1305;softpc.new/base/system/quick_ev.c:280"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000715"	"SfsasTouchBop"	"1"	"MVDM-FIRST-CANDIDATE-000320"	"1"	"softpc.new/base/ccpu386/c_main.c:3334"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000716"	"SfscatterGatherSasTouch"	"1"	"MVDM-FIRST-CANDIDATE-000321"	"1"	"softpc.new/base/ccpu386/c_main.c:3337"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000717"	"ShowConsoleCursor"	"5"	"MVDM-FIRST-CANDIDATE-001517;MVDM-FIRST-CANDIDATE-001664;MVDM-FIRST-CANDIDATE-001665;MVDM-FIRST-CANDIDATE-001672;MVDM-FIRST-CANDIDATE-001673"	"5"	"softpc.new/host/src/nt_event.c:1419;softpc.new/host/src/nt_mouse.c:1914;softpc.new/host/src/nt_mouse.c:1931;softpc.new/host/src/nt_mouse.c:2297;softpc.new/host/src/nt_mouse.c:2322"	"requires-first-degree-source-audit"	"private-console-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000718"	"ShowCursor"	"1"	"MVDM-FIRST-CANDIDATE-002751"	"1"	"wow32/wucursor.c:323"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000719"	"ShowStartGlass"	"4"	"MVDM-FIRST-CANDIDATE-001708;MVDM-FIRST-CANDIDATE-002510;MVDM-FIRST-CANDIDATE-002540;MVDM-FIRST-CANDIDATE-002617"	"4"	"softpc.new/host/src/nt_reset.c:243;wow32/wkman.c:378;wow32/wkman.c:2498;wow32/wow32.c:493"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000720"	"sigblock"	"2"	"MVDM-FIRST-CANDIDATE-001050;MVDM-FIRST-CANDIDATE-001051"	"2"	"softpc.new/base/debug/yoda.c:1746;softpc.new/base/debug/yoda.c:1758"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000721"	"sigsetmask"	"1"	"MVDM-FIRST-CANDIDATE-001052"	"1"	"softpc.new/base/debug/yoda.c:1762"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000722"	"sin"	"4"	"MVDM-FIRST-CANDIDATE-000371;MVDM-FIRST-CANDIDATE-000372;MVDM-FIRST-CANDIDATE-000374;MVDM-FIRST-CANDIDATE-000376"	"2"	"softpc.new/base/ccpu386/fpu.c:4617;softpc.new/base/ccpu386/fpu.c:4635;softpc.new/base/ccpu386/fpu.c:4704;softpc.new/base/ccpu386/fpu.c:4735"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000723"	"SizeofResource"	"1"	"MVDM-FIRST-CANDIDATE-002652"	"1"	"wow32/wres32.c:124"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000724"	"smeg_clear"	"1"	"MVDM-FIRST-CANDIDATE-001193"	"1"	"softpc.new/base/system/idetect.c:275"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000725"	"smeg_set"	"1"	"MVDM-FIRST-CANDIDATE-001192"	"1"	"softpc.new/base/system/idetect.c:268"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000726"	"sqrt"	"2"	"MVDM-FIRST-CANDIDATE-000377;MVDM-FIRST-CANDIDATE-000378"	"1"	"softpc.new/base/ccpu386/fpu.c:4786;softpc.new/base/ccpu386/fpu.c:4816"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000727"	"srand"	"1"	"MVDM-FIRST-CANDIDATE-001078"	"1"	"softpc.new/base/debug/yoda.c:5731"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000728"	"StartPage"	"2"	"MVDM-FIRST-CANDIDATE-002315;MVDM-FIRST-CANDIDATE-002434"	"2"	"wow32/wgdi.c:1918;wow32/wgdi31.c:1023"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000729"	"StretchBlt"	"1"	"MVDM-FIRST-CANDIDATE-002394"	"1"	"wow32/wgdi.c:3864"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000730"	"StretchDIBits"	"1"	"MVDM-FIRST-CANDIDATE-002395"	"1"	"wow32/wgdi.c:3949"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000731"	"strspn"	"1"	"MVDM-FIRST-CANDIDATE-001007"	"1"	"softpc.new/base/debug/pigyoda.c:264"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000732"	"strtol"	"11"	"MVDM-FIRST-CANDIDATE-000345;MVDM-FIRST-CANDIDATE-000346;MVDM-FIRST-CANDIDATE-001059;MVDM-FIRST-CANDIDATE-001060;MVDM-FIRST-CANDIDATE-001061;MVDM-FIRST-CANDIDATE-001062;MVDM-FIRST-CANDIDATE-001063;MVDM-FIRST-CANDIDATE-001066;MVDM-FIRST-CANDIDATE-001125;MVDM-FIRST-CANDIDATE-001302;MVDM-FIRST-CANDIDATE-001641"	"9"	"softpc.new/base/ccpu386/ccpusas4.c:375;softpc.new/base/ccpu386/ccpusas4.c:532;softpc.new/base/debug/yoda.c:2928;softpc.new/base/debug/yoda.c:2988;softpc.new/base/debug/yoda.c:2999;softpc.new/base/debug/yoda.c:3091;softpc.new/base/debug/yoda.c:3096;softpc.new/base/debug/yoda.c:3257;softpc.new/base/support/get_env.c:139;softpc.new/host/src/config.c:415;softpc.new/host/src/nt_mem.c:184"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
