ledger0_identity	mvdm_host_subtree	zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason	softpc_file_disposition	ledger1_disposition	replacement_owner	final_disposition_evidence
"MVDM-HOST-ZERO-008632"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hfx.c|61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371|138"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hfx.c"	"61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371"	"138"	"host_unlock"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008633"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hfx.c|61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371|143"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hfx.c"	"61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371"	"143"	"host_check_lock"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008634"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hfx.c|61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371|148"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hfx.c"	"61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371"	"148"	"host_disk_info"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008635"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hfx.c|61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371|155"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hfx.c"	"61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371"	"155"	"host_rmdir"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008636"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hfx.c|61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371|164"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hfx.c"	"61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371"	"164"	"host_mkdir"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008637"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hfx.c|61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371|178"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hfx.c"	"61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371"	"178"	"host_chdir"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008638"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hfx.c|61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371|193"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hfx.c"	"61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371"	"193"	"host_get_volume_id"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008639"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hosts.c|9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d|79"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hosts.c"	"9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d"	"79"	"init_host_uis"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"
"MVDM-HOST-ZERO-008640"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hosts.c|9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d|99"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hosts.c"	"9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d"	"99"	"SetupConsoleMode"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"
"MVDM-HOST-ZERO-008641"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hosts.c|9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d|153"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hosts.c"	"9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d"	"153"	"InitScreenDesc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef HUNTER | #endif /*HUNTER*/"	"structurally-valid-conditional-context-recorded"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"
"MVDM-HOST-ZERO-008642"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hosts.c|9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d|242"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hosts.c"	"9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d"	"242"	"CreateDisplayPalette"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"
"MVDM-HOST-ZERO-008643"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hosts.c|9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d|295"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hosts.c"	"9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d"	"295"	"HunterMenuMake"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"
"MVDM-HOST-ZERO-008644"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|85"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"85"	"nt_hunter_activate_menus"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008645"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|90"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"90"	"host_flip_video_ind"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008646"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|97"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"97"	"nt_hunter_init"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008647"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|116"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"116"	"nt_hunter_draw_box"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008648"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|143"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"143"	"nt_hunter_mark_error"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008649"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|174"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"174"	"nt_hunter_erase_error"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008650"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|179"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"179"	"nt_hunter_image_check"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008651"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|185"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"185"	"nt_hunter_display_image"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008652"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|191"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"191"	"CreateTrapperWindow"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008653"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_hunt.c|6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7|237"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"237"	"TrapperWindowEvents"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-alternate-softpc-product-control"	"adapter-bochs/bochs-core/app own final machine lifecycle and product composition"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"
"MVDM-HOST-ZERO-008654"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_input.c|9f54d1ed5c7074ba753b31daf28a42231598107e9a779381e94b91a25218e8f7|56"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_input.c"	"9f54d1ed5c7074ba753b31daf28a42231598107e9a779381e94b91a25218e8f7"	"56"	"nt_kb_prepare"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"
"MVDM-HOST-ZERO-008655"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_input.c|9f54d1ed5c7074ba753b31daf28a42231598107e9a779381e94b91a25218e8f7|60"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_input.c"	"9f54d1ed5c7074ba753b31daf28a42231598107e9a779381e94b91a25218e8f7"	"60"	"nt_kb_light_off"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"
"MVDM-HOST-ZERO-008656"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_input.c|9f54d1ed5c7074ba753b31daf28a42231598107e9a779381e94b91a25218e8f7|61"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_input.c"	"9f54d1ed5c7074ba753b31daf28a42231598107e9a779381e94b91a25218e8f7"	"61"	"nt_kb_restore"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"
"MVDM-HOST-ZERO-008657"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_input.c|9f54d1ed5c7074ba753b31daf28a42231598107e9a779381e94b91a25218e8f7|90"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_input.c"	"9f54d1ed5c7074ba753b31daf28a42231598107e9a779381e94b91a25218e8f7"	"90"	"nt_kb_light_on"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"
"MVDM-HOST-ZERO-008658"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_inthk.c|a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe|77"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_inthk.c"	"a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe"	"77"	"host_hwint_hook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifndef PROD | #endif /* PROD */"	"structurally-valid-conditional-context-recorded"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"
"MVDM-HOST-ZERO-008659"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_inthk.c|a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe|112"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_inthk.c"	"a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe"	"112"	"VdmInstallHardwareIntHandler"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef CCPU | #else | #endif"	"structurally-valid-conditional-context-recorded"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"
"MVDM-HOST-ZERO-008660"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_inthk.c|a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe|140"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_inthk.c"	"a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe"	"140"	"host_swint_hook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifndef PROD | #endif /* PROD */"	"structurally-valid-conditional-context-recorded"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"
"MVDM-HOST-ZERO-008661"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_inthk.c|a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe|175"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_inthk.c"	"a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe"	"175"	"VdmInstallSoftwareIntHandler"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef CCPU | #else | #endif"	"structurally-valid-conditional-context-recorded"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"
"MVDM-HOST-ZERO-008662"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_inthk.c|a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe|204"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_inthk.c"	"a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe"	"204"	"host_exint_hook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifndef PROD | #endif /* PROD */"	"structurally-valid-conditional-context-recorded"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"
"MVDM-HOST-ZERO-008663"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_inthk.c|a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe|239"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_inthk.c"	"a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe"	"239"	"VdmInstallFaultHandler"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef CCPU | #else | #endif"	"structurally-valid-conditional-context-recorded"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"
"MVDM-HOST-ZERO-008664"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_keycd.c|4de067c013b25120a09ec7d7a0bb5f0fe16eaba59b665aadbcf891cdfba0caef|410"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_keycd.c"	"4de067c013b25120a09ec7d7a0bb5f0fe16eaba59b665aadbcf891cdfba0caef"	"410"	"KeyMsgToKeyCode"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"adapter-backed"	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"
