resolution_id	one_ledger1_identity	caller_physical_identity	caller_source_path	caller_definition_line	caller_symbol	call_source_line	callee_spelling	original_definition_candidate_count	candidate_location_classes	source_definition_result	next_action	boundary
"MVDM-HOST-ONE1-RESOLUTION-005913"	"MVDM-HOST-ONE1-006220"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2693|WMM32waveInUnprepareHeader"	"wow32/wmmedia2.c"	"2693"	"WMM32waveInUnprepareHeader"	"2702"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005914"	"MVDM-HOST-ONE1-006221"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2693|WMM32waveInUnprepareHeader"	"wow32/wmmedia2.c"	"2693"	"WMM32waveInUnprepareHeader"	"2716"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005915"	"MVDM-HOST-ONE1-006222"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2729|WMM32waveInAddBuffer"	"wow32/wmmedia2.c"	"2729"	"WMM32waveInAddBuffer"	"2740"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005916"	"MVDM-HOST-ONE1-006223"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2729|WMM32waveInAddBuffer"	"wow32/wmmedia2.c"	"2729"	"WMM32waveInAddBuffer"	"2759"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005917"	"MVDM-HOST-ONE1-006224"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2729|WMM32waveInAddBuffer"	"wow32/wmmedia2.c"	"2729"	"WMM32waveInAddBuffer"	"2806"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005918"	"MVDM-HOST-ONE1-006225"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2729|WMM32waveInAddBuffer"	"wow32/wmmedia2.c"	"2729"	"WMM32waveInAddBuffer"	"2816"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005919"	"MVDM-HOST-ONE1-006226"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2829|WMM32waveInStart"	"wow32/wmmedia2.c"	"2829"	"WMM32waveInStart"	"2839"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005920"	"MVDM-HOST-ONE1-006227"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2829|WMM32waveInStart"	"wow32/wmmedia2.c"	"2829"	"WMM32waveInStart"	"2841"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005921"	"MVDM-HOST-ONE1-006228"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2854|WMM32waveInStop"	"wow32/wmmedia2.c"	"2854"	"WMM32waveInStop"	"2864"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005922"	"MVDM-HOST-ONE1-006229"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2854|WMM32waveInStop"	"wow32/wmmedia2.c"	"2854"	"WMM32waveInStop"	"2866"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005923"	"MVDM-HOST-ONE1-006230"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2881|WMM32waveInReset"	"wow32/wmmedia2.c"	"2881"	"WMM32waveInReset"	"2891"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005924"	"MVDM-HOST-ONE1-006231"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2881|WMM32waveInReset"	"wow32/wmmedia2.c"	"2881"	"WMM32waveInReset"	"2893"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005925"	"MVDM-HOST-ONE1-006232"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2964|WMM32waveInGetID"	"wow32/wmmedia2.c"	"2964"	"WMM32waveInGetID"	"2975"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005926"	"MVDM-HOST-ONE1-006233"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|2964|WMM32waveInGetID"	"wow32/wmmedia2.c"	"2964"	"WMM32waveInGetID"	"2997"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005927"	"MVDM-HOST-ONE1-006234"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3010|WMM32waveInMessage"	"wow32/wmmedia2.c"	"3010"	"WMM32waveInMessage"	"3021"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005928"	"MVDM-HOST-ONE1-006235"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3010|WMM32waveInMessage"	"wow32/wmmedia2.c"	"3010"	"WMM32waveInMessage"	"3040"	"trace_wave"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005929"	"MVDM-HOST-ONE1-006236"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3287"	"dprintf"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005930"	"MVDM-HOST-ONE1-006237"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3288"	"dprintf"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005931"	"MVDM-HOST-ONE1-006238"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3305"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005932"	"MVDM-HOST-ONE1-006239"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3306"	"PostMessage"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005933"	"MVDM-HOST-ONE1-006240"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3317"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005934"	"MVDM-HOST-ONE1-006241"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3321"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005935"	"MVDM-HOST-ONE1-006242"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3352"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005936"	"MVDM-HOST-ONE1-006243"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3354"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005937"	"MVDM-HOST-ONE1-006244"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3355"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005938"	"MVDM-HOST-ONE1-006245"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3364"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005939"	"MVDM-HOST-ONE1-006246"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmedia2.c|4a2a6e5e6c6e7172cb3fea4bb9035a18c7c5a292618b9eb507b71ae9f7d76856|3118|W32CommonDeviceOpen"	"wow32/wmmedia2.c"	"3118"	"W32CommonDeviceOpen"	"3374"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005940"	"MVDM-HOST-ONE1-006247"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"124"	"dprintf3"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005941"	"MVDM-HOST-ONE1-006248"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"125"	"dprintf5"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005942"	"MVDM-HOST-ONE1-006249"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"133"	"dprintf3"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005943"	"MVDM-HOST-ONE1-006250"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"142"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005944"	"MVDM-HOST-ONE1-006251"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"145"	"dprintf2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005945"	"MVDM-HOST-ONE1-006252"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"149"	"dprintf3"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005946"	"MVDM-HOST-ONE1-006253"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"152"	"dprintf5"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005947"	"MVDM-HOST-ONE1-006254"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"153"	"dprintf5"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005948"	"MVDM-HOST-ONE1-006255"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"237"	"dprintf"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005949"	"MVDM-HOST-ONE1-006256"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"240"	"dprintf4"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005950"	"MVDM-HOST-ONE1-006257"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|114|ThunkMciCommand16"	"wow32/wmmstru1.c"	"114"	"ThunkMciCommand16"	"248"	"dprintf3"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005951"	"MVDM-HOST-ONE1-006258"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|273|AllocMciParmBlock"	"wow32/wmmstru1.c"	"273"	"AllocMciParmBlock"	"288"	"RtlZeroMemory"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005952"	"MVDM-HOST-ONE1-006259"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|273|AllocMciParmBlock"	"wow32/wmmstru1.c"	"273"	"AllocMciParmBlock"	"289"	"dprintf4"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005953"	"MVDM-HOST-ONE1-006260"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|273|AllocMciParmBlock"	"wow32/wmmstru1.c"	"273"	"AllocMciParmBlock"	"299"	"dprintf4"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005954"	"MVDM-HOST-ONE1-006261"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|273|AllocMciParmBlock"	"wow32/wmmstru1.c"	"273"	"AllocMciParmBlock"	"315"	"dprintf4"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005955"	"MVDM-HOST-ONE1-006262"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|327|ThunkOpenCmd"	"wow32/wmmstru1.c"	"327"	"ThunkOpenCmd"	"374"	"dprintf4"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005956"	"MVDM-HOST-ONE1-006263"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|327|ThunkOpenCmd"	"wow32/wmmstru1.c"	"327"	"ThunkOpenCmd"	"377"	"dprintf5"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005957"	"MVDM-HOST-ONE1-006264"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|327|ThunkOpenCmd"	"wow32/wmmstru1.c"	"327"	"ThunkOpenCmd"	"382"	"dprintf4"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-005958"	"MVDM-HOST-ONE1-006265"	"O:\repos.external\OpenNT\base\mvdm|wow32/wmmstru1.c|8480eec46ce4371647743d176d19709a9902a749a84452a5743f1a72ab675be9|327|ThunkOpenCmd"	"wow32/wmmstru1.c"	"327"	"ThunkOpenCmd"	"385"	"dprintf5"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
