"work_item_id"	"review_order"	"caller_file_id"	"caller_path"	"caller_package"	"caller_line"	"caller_final_disposition"	"symbol"	"declaration_path"	"declaration_package"	"correlation"	"source_form_state"	"abi_owner_state"	"failure_contract_state"	"evidence"
"MVDM-T277-S2-MVDM-BOUNDARY-03356"	"50"	"MVDM-FILE-1237"	"softpc.new/host/src/nt_eoi.c"	"softpc.new"	"450"	"adapter-backed"	"ica_clear_int"	"softpc.new/base/inc/ica.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03356"
"MVDM-T277-S2-MVDM-BOUNDARY-03357"	"50"	"MVDM-FILE-1237"	"softpc.new/host/src/nt_eoi.c"	"softpc.new"	"478"	"adapter-backed"	"EnableEmulatorIretHooks"	"dpmi32/dpmidata.h"	"dpmi32"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03357"
"MVDM-T277-S2-MVDM-BOUNDARY-03358"	"50"	"MVDM-FILE-1237"	"softpc.new/host/src/nt_eoi.c"	"softpc.new"	"488"	"adapter-backed"	"DisableEmulatorIretHooks"	"dpmi32/dpmidata.h"	"dpmi32"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03358"
"MVDM-T277-S2-MVDM-BOUNDARY-03359"	"50"	"MVDM-FILE-1237"	"softpc.new/host/src/nt_eoi.c"	"softpc.new"	"524"	"adapter-backed"	"host_iret_bop_table_addr"	"softpc.new/host/inc/nt_eoi.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03359"
"MVDM-T277-S2-MVDM-BOUNDARY-03360"	"50"	"MVDM-FILE-1238"	"softpc.new/host/src/nt_error.c"	"softpc.new"	"217"	"adapter-backed"	"host_direct_access_error"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03360"
"MVDM-T277-S2-MVDM-BOUNDARY-03361"	"50"	"MVDM-FILE-1238"	"softpc.new/host/src/nt_error.c"	"softpc.new"	"609"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03361"
"MVDM-T277-S2-MVDM-BOUNDARY-03362"	"50"	"MVDM-FILE-1238"	"softpc.new/host/src/nt_error.c"	"softpc.new"	"627"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03362"
"MVDM-T277-S2-MVDM-BOUNDARY-03369"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1342"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03369"
"MVDM-T277-S2-MVDM-BOUNDARY-03370"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1364"	"adapter-backed"	"nt_block_event_thread"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03370"
"MVDM-T277-S2-MVDM-BOUNDARY-03371"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1403"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03371"
"MVDM-T277-S2-MVDM-BOUNDARY-03372"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1461"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03372"
"MVDM-T277-S2-MVDM-BOUNDARY-03373"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1467"	"adapter-backed"	"MouseDetachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03373"
"MVDM-T277-S2-MVDM-BOUNDARY-03374"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1501"	"adapter-backed"	"nt_resume_event_thread"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03374"
"MVDM-T277-S2-MVDM-BOUNDARY-03375"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1510"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03375"
"MVDM-T277-S2-MVDM-BOUNDARY-03376"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1524"	"adapter-backed"	"enable_stream_io"	"softpc.new/host/inc/nt_reset.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03376"
"MVDM-T277-S2-MVDM-BOUNDARY-03377"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1555"	"adapter-backed"	"MouseAttachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03377"
"MVDM-T277-S2-MVDM-BOUNDARY-03378"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"1879"	"adapter-backed"	"cmdPushExitInConsoleBuffer"	"dos/command/cmd.h"	"dos"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03378"
"MVDM-T277-S2-MVDM-BOUNDARY-03363"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"463"	"adapter-backed"	"nt_mark_screen_refresh"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03363"
"MVDM-T277-S2-MVDM-BOUNDARY-03364"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"573"	"adapter-backed"	"MouseInFocus"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03364"
"MVDM-T277-S2-MVDM-BOUNDARY-03365"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"592"	"adapter-backed"	"MouseOutOfFocus"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03365"
"MVDM-T277-S2-MVDM-BOUNDARY-03366"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"630"	"adapter-backed"	"MouseSystemMenuON"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03366"
"MVDM-T277-S2-MVDM-BOUNDARY-03367"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"637"	"adapter-backed"	"MouseSystemMenuOFF"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03367"
"MVDM-T277-S2-MVDM-BOUNDARY-03368"	"50"	"MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"softpc.new"	"887"	"adapter-backed"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03368"
"MVDM-T277-S2-MVDM-BOUNDARY-03379"	"50"	"MVDM-FILE-1241"	"softpc.new/host/src/nt_fdisk.c"	"softpc.new"	"262"	"adapter-backed"	"HostFdiskReset"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03379"
"MVDM-T277-S2-MVDM-BOUNDARY-03380"	"50"	"MVDM-FILE-1241"	"softpc.new/host/src/nt_fdisk.c"	"softpc.new"	"553"	"adapter-backed"	"host_direct_access_error"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03380"
"MVDM-T277-S2-MVDM-BOUNDARY-03381"	"50"	"MVDM-FILE-1241"	"softpc.new/host/src/nt_fdisk.c"	"softpc.new"	"589"	"adapter-backed"	"HostFdiskReset"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03381"
"MVDM-T277-S2-MVDM-BOUNDARY-03382"	"50"	"MVDM-FILE-1241"	"softpc.new/host/src/nt_fdisk.c"	"softpc.new"	"754"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03382"
"MVDM-T277-S2-MVDM-BOUNDARY-03412"	"50"	"MVDM-FILE-1250"	"softpc.new/host/src/nt_lpt.c"	"softpc.new"	"316"	"adapter-backed"	"printer_is_being_closed"	"softpc.new/base/inc/printer.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03412"
"MVDM-T277-S2-MVDM-BOUNDARY-03413"	"50"	"MVDM-FILE-1250"	"softpc.new/host/src/nt_lpt.c"	"softpc.new"	"688"	"adapter-backed"	"host_lpt_flush_initialize"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03413"
"MVDM-T277-S2-MVDM-BOUNDARY-03419"	"50"	"MVDM-FILE-1251"	"softpc.new/host/src/nt_mem.c"	"softpc.new"	"1020"	"overlay-required"	"sas_overwrite_memory"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03419"
"MVDM-T277-S2-MVDM-BOUNDARY-03414"	"50"	"MVDM-FILE-1251"	"softpc.new/host/src/nt_mem.c"	"softpc.new"	"183"	"overlay-required"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03414"
"MVDM-T277-S2-MVDM-BOUNDARY-03415"	"50"	"MVDM-FILE-1251"	"softpc.new/host/src/nt_mem.c"	"softpc.new"	"517"	"overlay-required"	"sas_overwrite_memory"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03415"
"MVDM-T277-S2-MVDM-BOUNDARY-03416"	"50"	"MVDM-FILE-1251"	"softpc.new/host/src/nt_mem.c"	"softpc.new"	"600"	"overlay-required"	"sas_overwrite_memory"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03416"
"MVDM-T277-S2-MVDM-BOUNDARY-03417"	"50"	"MVDM-FILE-1251"	"softpc.new/host/src/nt_mem.c"	"softpc.new"	"829"	"overlay-required"	"sas_overwrite_memory"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03417"
"MVDM-T277-S2-MVDM-BOUNDARY-03418"	"50"	"MVDM-FILE-1251"	"softpc.new/host/src/nt_mem.c"	"softpc.new"	"962"	"overlay-required"	"sas_overwrite_memory"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03418"
"MVDM-T277-S2-MVDM-BOUNDARY-03422"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"100"	"adapter-backed"	"host_mouse_install2"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03422"
"MVDM-T277-S2-MVDM-BOUNDARY-03423"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"113"	"adapter-backed"	"MouseDetachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03423"
"MVDM-T277-S2-MVDM-BOUNDARY-03424"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"114"	"adapter-backed"	"MouseAttachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03424"
"MVDM-T277-S2-MVDM-BOUNDARY-03425"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"115"	"adapter-backed"	"MouseReattachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03425"
"MVDM-T277-S2-MVDM-BOUNDARY-03431"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"1760"	"adapter-backed"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03431"
"MVDM-T277-S2-MVDM-BOUNDARY-03432"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"1805"	"adapter-backed"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03432"
"MVDM-T277-S2-MVDM-BOUNDARY-03433"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"1834"	"adapter-backed"	"MouseDetachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03433"
"MVDM-T277-S2-MVDM-BOUNDARY-03434"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"1845"	"adapter-backed"	"MouseAttachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03434"
"MVDM-T277-S2-MVDM-BOUNDARY-03435"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"1873"	"adapter-backed"	"MouseReattachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03435"
"MVDM-T277-S2-MVDM-BOUNDARY-03436"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"1888"	"adapter-backed"	"MouseDetachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03436"
"MVDM-T277-S2-MVDM-BOUNDARY-03437"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"1894"	"adapter-backed"	"MouseAttachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03437"
"MVDM-T277-S2-MVDM-BOUNDARY-03438"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"1916"	"adapter-backed"	"MovePointerToWindowCentre"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03438"
"MVDM-T277-S2-MVDM-BOUNDARY-03439"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"1936"	"adapter-backed"	"MovePointerToWindowCentre"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03439"
"MVDM-T277-S2-MVDM-BOUNDARY-03440"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"2281"	"adapter-backed"	"MouseInFocus"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03440"
"MVDM-T277-S2-MVDM-BOUNDARY-03441"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"2283"	"adapter-backed"	"MouseAttachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03441"
"MVDM-T277-S2-MVDM-BOUNDARY-03442"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"2291"	"adapter-backed"	"MovePointerToWindowCentre"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03442"
"MVDM-T277-S2-MVDM-BOUNDARY-03443"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"2300"	"adapter-backed"	"MouseOutOfFocus"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03443"
"MVDM-T277-S2-MVDM-BOUNDARY-03444"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"2308"	"adapter-backed"	"MouseDetachMenuItem"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03444"
"MVDM-T277-S2-MVDM-BOUNDARY-03445"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"2326"	"adapter-backed"	"MouseSystemMenuON"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03445"
"MVDM-T277-S2-MVDM-BOUNDARY-03446"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"2332"	"adapter-backed"	"MouseSystemMenuOFF"	"softpc.new/host/inc/ntcheese.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03446"
"MVDM-T277-S2-MVDM-BOUNDARY-03447"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"2530"	"adapter-backed"	"ica_hw_interrupt"	"softpc.new/base/inc/ica.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03447"
"MVDM-T277-S2-MVDM-BOUNDARY-03448"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"2596"	"adapter-backed"	"ica_hw_interrupt"	"softpc.new/base/inc/ica.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03448"
"MVDM-T277-S2-MVDM-BOUNDARY-03426"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"282"	"adapter-backed"	"host_mouse_install1"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03426"
"MVDM-T277-S2-MVDM-BOUNDARY-03427"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"290"	"adapter-backed"	"host_mouse_install2"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03427"
"MVDM-T277-S2-MVDM-BOUNDARY-03428"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"463"	"adapter-backed"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03428"
"MVDM-T277-S2-MVDM-BOUNDARY-03429"	"50"	"MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"softpc.new"	"508"	"adapter-backed"	"host_mouse_conditional_off_enabled"	"softpc.new/base/inc/mouse_io.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03429"
